date,chance_unscaled,chance_monthly,isPartial,scale,chance
2016-09-10,89,60.0,,0.6,53.4
2016-09-11,75,60.0,,0.6,45.0
2016-09-12,68,60.0,,0.6,40.8
2016-09-13,68,60.0,,0.6,40.8
2016-09-14,75,60.0,,0.6,45.0
2016-09-15,87,60.0,,0.6,52.199999999999996
2016-09-16,92,60.0,,0.6,55.199999999999996
2016-09-17,91,60.0,,0.6,54.6
2016-09-18,80,60.0,,0.6,48.0
2016-09-19,81,60.0,,0.6,48.6
2016-09-20,80,60.0,,0.6,48.0
2016-09-21,80,60.0,,0.6,48.0
2016-09-22,81,60.0,,0.6,48.6
2016-09-23,84,60.0,,0.6,50.4
2016-09-24,98,60.0,,0.6,58.8
2016-09-25,100,60.0,,0.6,60.0
2016-09-26,81,60.0,,0.6,48.6
2016-09-27,79,60.0,,0.6,47.4
2016-09-28,76,60.0,,0.6,45.6
2016-09-29,77,60.0,,0.6,46.199999999999996
2016-09-30,75,60.0,,0.6,45.0
2016-10-01,72,65.0,False,0.65,46.800000000000004
2016-10-02,77,65.0,,0.65,50.050000000000004
2016-10-03,70,65.0,,0.65,45.5
2016-10-04,100,65.0,,0.65,65.0
2016-10-05,91,65.0,,0.65,59.15
2016-10-06,84,65.0,,0.65,54.6
2016-10-07,77,65.0,,0.65,50.050000000000004
2016-10-08,80,65.0,,0.65,52.0
2016-10-09,94,65.0,,0.65,61.1
2016-10-10,90,65.0,,0.65,58.5
2016-10-11,88,65.0,,0.65,57.2
2016-10-12,84,65.0,,0.65,54.6
2016-10-13,81,65.0,,0.65,52.65
2016-10-14,84,65.0,,0.65,54.6
2016-10-15,78,65.0,,0.65,50.7
2016-10-16,81,65.0,,0.65,52.65
2016-10-17,86,65.0,,0.65,55.9
2016-10-18,81,65.0,,0.65,52.65
2016-10-19,86,65.0,,0.65,55.9
2016-10-20,82,65.0,,0.65,53.300000000000004
2016-10-21,96,65.0,,0.65,62.400000000000006
2016-10-22,91,65.0,,0.65,59.15
2016-10-23,90,65.0,,0.65,58.5
2016-10-24,90,65.0,,0.65,58.5
2016-10-25,83,65.0,,0.65,53.95
2016-10-26,74,65.0,,0.65,48.1
2016-10-27,83,65.0,,0.65,53.95
2016-10-28,86,65.0,,0.65,55.9
2016-10-29,84,65.0,,0.65,54.6
2016-10-30,82,65.0,,0.65,53.300000000000004
2016-10-31,74,65.0,,0.65,48.1
2016-11-01,79,57.0,False,0.57,45.029999999999994
2016-11-02,92,57.0,,0.57,52.44
2016-11-03,93,57.0,,0.57,53.01
2016-11-04,85,57.0,,0.57,48.449999999999996
2016-11-05,86,57.0,,0.57,49.019999999999996
2016-11-06,91,57.0,,0.57,51.87
2016-11-07,92,57.0,,0.57,52.44
2016-11-08,99,57.0,,0.57,56.42999999999999
2016-11-09,100,57.0,,0.57,56.99999999999999
2016-11-10,78,57.0,,0.57,44.459999999999994
2016-11-11,78,57.0,,0.57,44.459999999999994
2016-11-12,82,57.0,,0.57,46.739999999999995
2016-11-13,82,57.0,,0.57,46.739999999999995
2016-11-14,80,57.0,,0.57,45.599999999999994
2016-11-15,75,57.0,,0.57,42.74999999999999
2016-11-16,74,57.0,,0.57,42.18
2016-11-17,72,57.0,,0.57,41.04
2016-11-18,71,57.0,,0.57,40.47
2016-11-19,63,57.0,,0.57,35.91
2016-11-20,77,57.0,,0.57,43.88999999999999
2016-11-21,77,57.0,,0.57,43.88999999999999
2016-11-22,77,57.0,,0.57,43.88999999999999
2016-11-23,80,57.0,,0.57,45.599999999999994
2016-11-24,70,57.0,,0.57,39.9
2016-11-25,62,57.0,,0.57,35.339999999999996
2016-11-26,79,57.0,,0.57,45.029999999999994
2016-11-27,73,57.0,,0.57,41.61
2016-11-28,80,57.0,,0.57,45.599999999999994
2016-11-29,81,57.0,,0.57,46.169999999999995
2016-11-30,80,57.0,,0.57,45.599999999999994
2016-12-01,38,66.0,False,0.66,25.080000000000002
2016-12-02,45,66.0,,0.66,29.700000000000003
2016-12-03,44,66.0,,0.66,29.040000000000003
2016-12-04,47,66.0,,0.66,31.020000000000003
2016-12-05,42,66.0,,0.66,27.720000000000002
2016-12-06,48,66.0,,0.66,31.68
2016-12-07,50,66.0,,0.66,33.0
2016-12-08,56,66.0,,0.66,36.96
2016-12-09,48,66.0,,0.66,31.68
2016-12-10,42,66.0,,0.66,27.720000000000002
2016-12-11,48,66.0,,0.66,31.68
2016-12-12,47,66.0,,0.66,31.020000000000003
2016-12-13,43,66.0,,0.66,28.380000000000003
2016-12-14,46,66.0,,0.66,30.360000000000003
2016-12-15,41,66.0,,0.66,27.060000000000002
2016-12-16,46,66.0,,0.66,30.360000000000003
2016-12-17,42,66.0,,0.66,27.720000000000002
2016-12-18,100,66.0,,0.66,66.0
2016-12-19,68,66.0,,0.66,44.88
2016-12-20,49,66.0,,0.66,32.34
2016-12-21,43,66.0,,0.66,28.380000000000003
2016-12-22,74,66.0,,0.66,48.84
2016-12-23,62,66.0,,0.66,40.92
2016-12-24,69,66.0,,0.66,45.54
2016-12-25,48,66.0,,0.66,31.68
2016-12-26,48,66.0,,0.66,31.68
2016-12-27,43,66.0,,0.66,28.380000000000003
2016-12-28,43,66.0,,0.66,28.380000000000003
2016-12-29,38,66.0,,0.66,25.080000000000002
2016-12-30,47,66.0,,0.66,31.020000000000003
2016-12-31,44,66.0,,0.66,29.040000000000003
2017-01-01,98,59.0,False,0.59,57.82
2017-01-02,86,59.0,,0.59,50.739999999999995
2017-01-03,96,59.0,,0.59,56.64
2017-01-04,84,59.0,,0.59,49.559999999999995
2017-01-05,87,59.0,,0.59,51.33
2017-01-06,100,59.0,,0.59,59.0
2017-01-07,86,59.0,,0.59,50.739999999999995
2017-01-08,91,59.0,,0.59,53.69
2017-01-09,82,59.0,,0.59,48.379999999999995
2017-01-10,84,59.0,,0.59,49.559999999999995
2017-01-11,84,59.0,,0.59,49.559999999999995
2017-01-12,75,59.0,,0.59,44.25
2017-01-13,87,59.0,,0.59,51.33
2017-01-14,88,59.0,,0.59,51.919999999999995
2017-01-15,80,59.0,,0.59,47.199999999999996
2017-01-16,79,59.0,,0.59,46.61
2017-01-17,75,59.0,,0.59,44.25
2017-01-18,75,59.0,,0.59,44.25
2017-01-19,83,59.0,,0.59,48.97
2017-01-20,92,59.0,,0.59,54.279999999999994
2017-01-21,90,59.0,,0.59,53.099999999999994
2017-01-22,87,59.0,,0.59,51.33
2017-01-23,82,59.0,,0.59,48.379999999999995
2017-01-24,79,59.0,,0.59,46.61
2017-01-25,75,59.0,,0.59,44.25
2017-01-26,83,59.0,,0.59,48.97
2017-01-27,81,59.0,,0.59,47.79
2017-01-28,88,59.0,,0.59,51.919999999999995
2017-01-29,86,59.0,,0.59,50.739999999999995
2017-01-30,75,59.0,,0.59,44.25
2017-01-31,78,59.0,,0.59,46.019999999999996
2017-02-01,11,100.0,False,1.0,11.0
2017-02-02,11,100.0,,1.0,11.0
2017-02-03,13,100.0,,1.0,13.0
2017-02-04,13,100.0,,1.0,13.0
2017-02-05,11,100.0,,1.0,11.0
2017-02-06,10,100.0,,1.0,10.0
2017-02-07,11,100.0,,1.0,11.0
2017-02-08,12,100.0,,1.0,12.0
2017-02-09,11,100.0,,1.0,11.0
2017-02-10,15,100.0,,1.0,15.0
2017-02-11,16,100.0,,1.0,16.0
2017-02-12,15,100.0,,1.0,15.0
2017-02-13,100,100.0,,1.0,100.0
2017-02-14,48,100.0,,1.0,48.0
2017-02-15,47,100.0,,1.0,47.0
2017-02-16,24,100.0,,1.0,24.0
2017-02-17,19,100.0,,1.0,19.0
2017-02-18,22,100.0,,1.0,22.0
2017-02-19,20,100.0,,1.0,20.0
2017-02-20,17,100.0,,1.0,17.0
2017-02-21,18,100.0,,1.0,18.0
2017-02-22,17,100.0,,1.0,17.0
2017-02-23,16,100.0,,1.0,16.0
2017-02-24,14,100.0,,1.0,14.0
2017-02-25,15,100.0,,1.0,15.0
2017-02-26,15,100.0,,1.0,15.0
2017-02-27,14,100.0,,1.0,14.0
2017-02-28,13,100.0,,1.0,13.0
2017-03-01,55,64.0,False,0.64,35.2
2017-03-02,64,64.0,,0.64,40.96
2017-03-03,70,64.0,,0.64,44.800000000000004
2017-03-04,63,64.0,,0.64,40.32
2017-03-05,60,64.0,,0.64,38.4
2017-03-06,74,64.0,,0.64,47.36
2017-03-07,100,64.0,,0.64,64.0
2017-03-08,68,64.0,,0.64,43.52
2017-03-09,75,64.0,,0.64,48.0
2017-03-10,78,64.0,,0.64,49.92
2017-03-11,63,64.0,,0.64,40.32
2017-03-12,67,64.0,,0.64,42.88
2017-03-13,66,64.0,,0.64,42.24
2017-03-14,56,64.0,,0.64,35.84
2017-03-15,58,64.0,,0.64,37.12
2017-03-16,55,64.0,,0.64,35.2
2017-03-17,57,64.0,,0.64,36.480000000000004
2017-03-18,55,64.0,,0.64,35.2
2017-03-19,65,64.0,,0.64,41.6
2017-03-20,59,64.0,,0.64,37.76
2017-03-21,57,64.0,,0.64,36.480000000000004
2017-03-22,55,64.0,,0.64,35.2
2017-03-23,59,64.0,,0.64,37.76
2017-03-24,52,64.0,,0.64,33.28
2017-03-25,52,64.0,,0.64,33.28
2017-03-26,53,64.0,,0.64,33.92
2017-03-27,50,64.0,,0.64,32.0
2017-03-28,53,64.0,,0.64,33.92
2017-03-29,53,64.0,,0.64,33.92
2017-03-30,51,64.0,,0.64,32.64
2017-03-31,51,64.0,,0.64,32.64
2017-04-01,80,58.0,False,0.58,46.4
2017-04-02,73,58.0,,0.58,42.339999999999996
2017-04-03,71,58.0,,0.58,41.18
2017-04-04,73,58.0,,0.58,42.339999999999996
2017-04-05,73,58.0,,0.58,42.339999999999996
2017-04-06,72,58.0,,0.58,41.76
2017-04-07,68,58.0,,0.58,39.44
2017-04-08,76,58.0,,0.58,44.08
2017-04-09,78,58.0,,0.58,45.239999999999995
2017-04-10,71,58.0,,0.58,41.18
2017-04-11,66,58.0,,0.58,38.279999999999994
2017-04-12,78,58.0,,0.58,45.239999999999995
2017-04-13,74,58.0,,0.58,42.919999999999995
2017-04-14,64,58.0,,0.58,37.12
2017-04-15,73,58.0,,0.58,42.339999999999996
2017-04-16,90,58.0,,0.58,52.199999999999996
2017-04-17,74,58.0,,0.58,42.919999999999995
2017-04-18,80,58.0,,0.58,46.4
2017-04-19,76,58.0,,0.58,44.08
2017-04-20,73,58.0,,0.58,42.339999999999996
2017-04-21,76,58.0,,0.58,44.08
2017-04-22,77,58.0,,0.58,44.66
2017-04-23,83,58.0,,0.58,48.13999999999999
2017-04-24,77,58.0,,0.58,44.66
2017-04-25,91,58.0,,0.58,52.779999999999994
2017-04-26,79,58.0,,0.58,45.82
2017-04-27,83,58.0,,0.58,48.13999999999999
2017-04-28,89,58.0,,0.58,51.62
2017-04-29,100,58.0,,0.58,57.99999999999999
2017-04-30,92,58.0,,0.58,53.36
2017-05-01,82,62.0,False,0.62,50.839999999999996
2017-05-02,79,62.0,,0.62,48.98
2017-05-03,85,62.0,,0.62,52.7
2017-05-04,78,62.0,,0.62,48.36
2017-05-05,71,62.0,,0.62,44.02
2017-05-06,76,62.0,,0.62,47.12
2017-05-07,92,62.0,,0.62,57.04
2017-05-08,78,62.0,,0.62,48.36
2017-05-09,87,62.0,,0.62,53.94
2017-05-10,86,62.0,,0.62,53.32
2017-05-11,96,62.0,,0.62,59.519999999999996
2017-05-12,83,62.0,,0.62,51.46
2017-05-13,93,62.0,,0.62,57.66
2017-05-14,100,62.0,,0.62,62.0
2017-05-15,89,62.0,,0.62,55.18
2017-05-16,80,62.0,,0.62,49.6
2017-05-17,76,62.0,,0.62,47.12
2017-05-18,84,62.0,,0.62,52.08
2017-05-19,90,62.0,,0.62,55.8
2017-05-20,87,62.0,,0.62,53.94
2017-05-21,86,62.0,,0.62,53.32
2017-05-22,86,62.0,,0.62,53.32
2017-05-23,73,62.0,,0.62,45.26
2017-05-24,74,62.0,,0.62,45.88
2017-05-25,74,62.0,,0.62,45.88
2017-05-26,75,62.0,,0.62,46.5
2017-05-27,85,62.0,,0.62,52.7
2017-05-28,72,62.0,,0.62,44.64
2017-05-29,73,62.0,,0.62,45.26
2017-05-30,72,62.0,,0.62,44.64
2017-05-31,82,62.0,,0.62,50.839999999999996
2017-06-01,52,63.0,False,0.63,32.76
2017-06-02,40,63.0,,0.63,25.2
2017-06-03,49,63.0,,0.63,30.87
2017-06-04,55,63.0,,0.63,34.65
2017-06-05,47,63.0,,0.63,29.61
2017-06-06,44,63.0,,0.63,27.72
2017-06-07,51,63.0,,0.63,32.13
2017-06-08,48,63.0,,0.63,30.240000000000002
2017-06-09,49,63.0,,0.63,30.87
2017-06-10,43,63.0,,0.63,27.09
2017-06-11,49,63.0,,0.63,30.87
2017-06-12,43,63.0,,0.63,27.09
2017-06-13,42,63.0,,0.63,26.46
2017-06-14,49,63.0,,0.63,30.87
2017-06-15,45,63.0,,0.63,28.35
2017-06-16,41,63.0,,0.63,25.830000000000002
2017-06-17,43,63.0,,0.63,27.09
2017-06-18,49,63.0,,0.63,30.87
2017-06-19,40,63.0,,0.63,25.2
2017-06-20,42,63.0,,0.63,26.46
2017-06-21,46,63.0,,0.63,28.98
2017-06-22,41,63.0,,0.63,25.830000000000002
2017-06-23,44,63.0,,0.63,27.72
2017-06-24,46,63.0,,0.63,28.98
2017-06-25,43,63.0,,0.63,27.09
2017-06-26,100,63.0,,0.63,63.0
2017-06-27,50,63.0,,0.63,31.5
2017-06-28,45,63.0,,0.63,28.35
2017-06-29,48,63.0,,0.63,30.240000000000002
2017-06-30,58,63.0,,0.63,36.54
2017-07-01,83,66.0,False,0.66,54.78
2017-07-02,64,66.0,,0.66,42.24
2017-07-03,67,66.0,,0.66,44.22
2017-07-04,70,66.0,,0.66,46.2
2017-07-05,54,66.0,,0.66,35.64
2017-07-06,71,66.0,,0.66,46.86
2017-07-07,70,66.0,,0.66,46.2
2017-07-08,71,66.0,,0.66,46.86
2017-07-09,73,66.0,,0.66,48.18
2017-07-10,61,66.0,,0.66,40.260000000000005
2017-07-11,64,66.0,,0.66,42.24
2017-07-12,64,66.0,,0.66,42.24
2017-07-13,61,66.0,,0.66,40.260000000000005
2017-07-14,83,66.0,,0.66,54.78
2017-07-15,90,66.0,,0.66,59.400000000000006
2017-07-16,78,66.0,,0.66,51.480000000000004
2017-07-17,64,66.0,,0.66,42.24
2017-07-18,69,66.0,,0.66,45.54
2017-07-19,68,66.0,,0.66,44.88
2017-07-20,76,66.0,,0.66,50.160000000000004
2017-07-21,78,66.0,,0.66,51.480000000000004
2017-07-22,100,66.0,,0.66,66.0
2017-07-23,98,66.0,,0.66,64.68
2017-07-24,86,66.0,,0.66,56.760000000000005
2017-07-25,78,66.0,,0.66,51.480000000000004
2017-07-26,80,66.0,,0.66,52.800000000000004
2017-07-27,76,66.0,,0.66,50.160000000000004
2017-07-28,74,66.0,,0.66,48.84
2017-07-29,77,66.0,,0.66,50.82
2017-07-30,76,66.0,,0.66,50.160000000000004
2017-07-31,74,66.0,,0.66,48.84
2017-08-01,75,57.0,False,0.57,42.74999999999999
2017-08-02,77,57.0,,0.57,43.88999999999999
2017-08-03,73,57.0,,0.57,41.61
2017-08-04,79,57.0,,0.57,45.029999999999994
2017-08-05,87,57.0,,0.57,49.589999999999996
2017-08-06,100,57.0,,0.57,56.99999999999999
2017-08-07,77,57.0,,0.57,43.88999999999999
2017-08-08,78,57.0,,0.57,44.459999999999994
2017-08-09,75,57.0,,0.57,42.74999999999999
2017-08-10,69,57.0,,0.57,39.33
2017-08-11,71,57.0,,0.57,40.47
2017-08-12,83,57.0,,0.57,47.309999999999995
2017-08-13,75,57.0,,0.57,42.74999999999999
2017-08-14,72,57.0,,0.57,41.04
2017-08-15,78,57.0,,0.57,44.459999999999994
2017-08-16,79,57.0,,0.57,45.029999999999994
2017-08-17,69,57.0,,0.57,39.33
2017-08-18,69,57.0,,0.57,39.33
2017-08-19,72,57.0,,0.57,41.04
2017-08-20,74,57.0,,0.57,42.18
2017-08-21,61,57.0,,0.57,34.769999999999996
2017-08-22,64,57.0,,0.57,36.48
2017-08-23,73,57.0,,0.57,41.61
2017-08-24,69,57.0,,0.57,39.33
2017-08-25,68,57.0,,0.57,38.76
2017-08-26,67,57.0,,0.57,38.19
2017-08-27,59,57.0,,0.57,33.629999999999995
2017-08-28,65,57.0,,0.57,37.05
2017-08-29,57,57.0,,0.57,32.489999999999995
2017-08-30,62,57.0,,0.57,35.339999999999996
2017-08-31,62,57.0,,0.57,35.339999999999996
2017-09-01,75,50.0,False,0.5,37.5
2017-09-02,84,50.0,,0.5,42.0
2017-09-03,80,50.0,,0.5,40.0
2017-09-04,79,50.0,,0.5,39.5
2017-09-05,74,50.0,,0.5,37.0
2017-09-06,73,50.0,,0.5,36.5
2017-09-07,74,50.0,,0.5,37.0
2017-09-08,62,50.0,,0.5,31.0
2017-09-09,73,50.0,,0.5,36.5
2017-09-10,74,50.0,,0.5,37.0
2017-09-11,64,50.0,,0.5,32.0
2017-09-12,67,50.0,,0.5,33.5
2017-09-13,63,50.0,,0.5,31.5
2017-09-14,85,50.0,,0.5,42.5
2017-09-15,85,50.0,,0.5,42.5
2017-09-16,86,50.0,,0.5,43.0
2017-09-17,78,50.0,,0.5,39.0
2017-09-18,82,50.0,,0.5,41.0
2017-09-19,70,50.0,,0.5,35.0
2017-09-20,77,50.0,,0.5,38.5
2017-09-21,76,50.0,,0.5,38.0
2017-09-22,76,50.0,,0.5,38.0
2017-09-23,75,50.0,,0.5,37.5
2017-09-24,77,50.0,,0.5,38.5
2017-09-25,72,50.0,,0.5,36.0
2017-09-26,100,50.0,,0.5,50.0
2017-09-27,99,50.0,,0.5,49.5
2017-09-28,81,50.0,,0.5,40.5
2017-09-29,75,50.0,,0.5,37.5
2017-09-30,81,50.0,,0.5,40.5
2017-10-01,65,52.0,False,0.52,33.800000000000004
2017-10-02,68,52.0,,0.52,35.36
2017-10-03,58,52.0,,0.52,30.16
2017-10-04,74,52.0,,0.52,38.480000000000004
2017-10-05,79,52.0,,0.52,41.08
2017-10-06,71,52.0,,0.52,36.92
2017-10-07,71,52.0,,0.52,36.92
2017-10-08,71,52.0,,0.52,36.92
2017-10-09,75,52.0,,0.52,39.0
2017-10-10,100,52.0,,0.52,52.0
2017-10-11,98,52.0,,0.52,50.96
2017-10-12,79,52.0,,0.52,41.08
2017-10-13,76,52.0,,0.52,39.52
2017-10-14,75,52.0,,0.52,39.0
2017-10-15,71,52.0,,0.52,36.92
2017-10-16,71,52.0,,0.52,36.92
2017-10-17,67,52.0,,0.52,34.84
2017-10-18,65,52.0,,0.52,33.800000000000004
2017-10-19,73,52.0,,0.52,37.96
2017-10-20,81,52.0,,0.52,42.120000000000005
2017-10-21,84,52.0,,0.52,43.68
2017-10-22,75,52.0,,0.52,39.0
2017-10-23,64,52.0,,0.52,33.28
2017-10-24,71,52.0,,0.52,36.92
2017-10-25,72,52.0,,0.52,37.44
2017-10-26,75,52.0,,0.52,39.0
2017-10-27,76,52.0,,0.52,39.52
2017-10-28,70,52.0,,0.52,36.4
2017-10-29,64,52.0,,0.52,33.28
2017-10-30,63,52.0,,0.52,32.76
2017-10-31,65,52.0,,0.52,33.800000000000004
2017-11-01,49,49.0,False,0.49,24.009999999999998
2017-11-02,56,49.0,,0.49,27.439999999999998
2017-11-03,50,49.0,,0.49,24.5
2017-11-04,55,49.0,,0.49,26.95
2017-11-05,47,49.0,,0.49,23.03
2017-11-06,53,49.0,,0.49,25.97
2017-11-07,51,49.0,,0.49,24.99
2017-11-08,50,49.0,,0.49,24.5
2017-11-09,47,49.0,,0.49,23.03
2017-11-10,55,49.0,,0.49,26.95
2017-11-11,48,49.0,,0.49,23.52
2017-11-12,51,49.0,,0.49,24.99
2017-11-13,54,49.0,,0.49,26.46
2017-11-14,50,49.0,,0.49,24.5
2017-11-15,48,49.0,,0.49,23.52
2017-11-16,51,49.0,,0.49,24.99
2017-11-17,49,49.0,,0.49,24.009999999999998
2017-11-18,56,49.0,,0.49,27.439999999999998
2017-11-19,100,49.0,,0.49,49.0
2017-11-20,75,49.0,,0.49,36.75
2017-11-21,60,49.0,,0.49,29.4
2017-11-22,62,49.0,,0.49,30.38
2017-11-23,50,49.0,,0.49,24.5
2017-11-24,50,49.0,,0.49,24.5
2017-11-25,56,49.0,,0.49,27.439999999999998
2017-11-26,54,49.0,,0.49,26.46
2017-11-27,45,49.0,,0.49,22.05
2017-11-28,54,49.0,,0.49,26.46
2017-11-29,52,49.0,,0.49,25.48
2017-11-30,50,49.0,,0.49,24.5
2017-12-01,78,50.0,False,0.5,39.0
2017-12-02,88,50.0,,0.5,44.0
2017-12-03,94,50.0,,0.5,47.0
2017-12-04,83,50.0,,0.5,41.5
2017-12-05,90,50.0,,0.5,45.0
2017-12-06,74,50.0,,0.5,37.0
2017-12-07,92,50.0,,0.5,46.0
2017-12-08,93,50.0,,0.5,46.5
2017-12-09,91,50.0,,0.5,45.5
2017-12-10,92,50.0,,0.5,46.0
2017-12-11,89,50.0,,0.5,44.5
2017-12-12,97,50.0,,0.5,48.5
2017-12-13,86,50.0,,0.5,43.0
2017-12-14,85,50.0,,0.5,42.5
2017-12-15,89,50.0,,0.5,44.5
2017-12-16,88,50.0,,0.5,44.0
2017-12-17,91,50.0,,0.5,45.5
2017-12-18,85,50.0,,0.5,42.5
2017-12-19,92,50.0,,0.5,46.0
2017-12-20,100,50.0,,0.5,50.0
2017-12-21,87,50.0,,0.5,43.5
2017-12-22,92,50.0,,0.5,46.0
2017-12-23,89,50.0,,0.5,44.5
2017-12-24,97,50.0,,0.5,48.5
2017-12-25,83,50.0,,0.5,41.5
2017-12-26,80,50.0,,0.5,40.0
2017-12-27,81,50.0,,0.5,40.5
2017-12-28,87,50.0,,0.5,43.5
2017-12-29,94,50.0,,0.5,47.0
2017-12-30,88,50.0,,0.5,44.0
2017-12-31,85,50.0,,0.5,42.5
2018-01-01,79,45.0,False,0.45,35.550000000000004
2018-01-02,83,45.0,,0.45,37.35
2018-01-03,87,45.0,,0.45,39.15
2018-01-04,86,45.0,,0.45,38.7
2018-01-05,76,45.0,,0.45,34.2
2018-01-06,73,45.0,,0.45,32.85
2018-01-07,100,45.0,,0.45,45.0
2018-01-08,73,45.0,,0.45,32.85
2018-01-09,80,45.0,,0.45,36.0
2018-01-10,74,45.0,,0.45,33.300000000000004
2018-01-11,68,45.0,,0.45,30.6
2018-01-12,74,45.0,,0.45,33.300000000000004
2018-01-13,70,45.0,,0.45,31.5
2018-01-14,79,45.0,,0.45,35.550000000000004
2018-01-15,74,45.0,,0.45,33.300000000000004
2018-01-16,82,45.0,,0.45,36.9
2018-01-17,78,45.0,,0.45,35.1
2018-01-18,77,45.0,,0.45,34.65
2018-01-19,85,45.0,,0.45,38.25
2018-01-20,95,45.0,,0.45,42.75
2018-01-21,68,45.0,,0.45,30.6
2018-01-22,66,45.0,,0.45,29.7
2018-01-23,64,45.0,,0.45,28.8
2018-01-24,67,45.0,,0.45,30.150000000000002
2018-01-25,69,45.0,,0.45,31.05
2018-01-26,79,45.0,,0.45,35.550000000000004
2018-01-27,76,45.0,,0.45,34.2
2018-01-28,89,45.0,,0.45,40.050000000000004
2018-01-29,73,45.0,,0.45,32.85
2018-01-30,69,45.0,,0.45,31.05
2018-01-31,72,45.0,,0.45,32.4
2018-02-01,68,44.0,False,0.44,29.92
2018-02-02,74,44.0,,0.44,32.56
2018-02-03,82,44.0,,0.44,36.08
2018-02-04,70,44.0,,0.44,30.8
2018-02-05,68,44.0,,0.44,29.92
2018-02-06,65,44.0,,0.44,28.6
2018-02-07,73,44.0,,0.44,32.12
2018-02-08,66,44.0,,0.44,29.04
2018-02-09,76,44.0,,0.44,33.44
2018-02-10,75,44.0,,0.44,33.0
2018-02-11,100,44.0,,0.44,44.0
2018-02-12,81,44.0,,0.44,35.64
2018-02-13,67,44.0,,0.44,29.48
2018-02-14,68,44.0,,0.44,29.92
2018-02-15,69,44.0,,0.44,30.36
2018-02-16,75,44.0,,0.44,33.0
2018-02-17,63,44.0,,0.44,27.72
2018-02-18,69,44.0,,0.44,30.36
2018-02-19,72,44.0,,0.44,31.68
2018-02-20,77,44.0,,0.44,33.88
2018-02-21,71,44.0,,0.44,31.24
2018-02-22,69,44.0,,0.44,30.36
2018-02-23,71,44.0,,0.44,31.24
2018-02-24,69,44.0,,0.44,30.36
2018-02-25,78,44.0,,0.44,34.32
2018-02-26,69,44.0,,0.44,30.36
2018-02-27,70,44.0,,0.44,30.8
2018-02-28,70,44.0,,0.44,30.8
2018-03-01,80,42.0,False,0.42,33.6
2018-03-02,84,42.0,,0.42,35.28
2018-03-03,75,42.0,,0.42,31.5
2018-03-04,84,42.0,,0.42,35.28
2018-03-05,76,42.0,,0.42,31.919999999999998
2018-03-06,73,42.0,,0.42,30.66
2018-03-07,79,42.0,,0.42,33.18
2018-03-08,82,42.0,,0.42,34.44
2018-03-09,86,42.0,,0.42,36.12
2018-03-10,74,42.0,,0.42,31.08
2018-03-11,85,42.0,,0.42,35.699999999999996
2018-03-12,100,42.0,,0.42,42.0
2018-03-13,80,42.0,,0.42,33.6
2018-03-14,85,42.0,,0.42,35.699999999999996
2018-03-15,74,42.0,,0.42,31.08
2018-03-16,77,42.0,,0.42,32.339999999999996
2018-03-17,78,42.0,,0.42,32.76
2018-03-18,75,42.0,,0.42,31.5
2018-03-19,80,42.0,,0.42,33.6
2018-03-20,85,42.0,,0.42,35.699999999999996
2018-03-21,75,42.0,,0.42,31.5
2018-03-22,76,42.0,,0.42,31.919999999999998
2018-03-23,78,42.0,,0.42,32.76
2018-03-24,82,42.0,,0.42,34.44
2018-03-25,86,42.0,,0.42,36.12
2018-03-26,80,42.0,,0.42,33.6
2018-03-27,82,42.0,,0.42,34.44
2018-03-28,77,42.0,,0.42,32.339999999999996
2018-03-29,76,42.0,,0.42,31.919999999999998
2018-03-30,77,42.0,,0.42,32.339999999999996
2018-03-31,76,42.0,,0.42,31.919999999999998
2018-04-01,62,44.0,False,0.44,27.28
2018-04-02,61,44.0,,0.44,26.84
2018-04-03,58,44.0,,0.44,25.52
2018-04-04,59,44.0,,0.44,25.96
2018-04-05,60,44.0,,0.44,26.4
2018-04-06,55,44.0,,0.44,24.2
2018-04-07,59,44.0,,0.44,25.96
2018-04-08,57,44.0,,0.44,25.080000000000002
2018-04-09,58,44.0,,0.44,25.52
2018-04-10,53,44.0,,0.44,23.32
2018-04-11,56,44.0,,0.44,24.64
2018-04-12,59,44.0,,0.44,25.96
2018-04-13,59,44.0,,0.44,25.96
2018-04-14,58,44.0,,0.44,25.52
2018-04-15,59,44.0,,0.44,25.96
2018-04-16,66,44.0,,0.44,29.04
2018-04-17,64,44.0,,0.44,28.16
2018-04-18,58,44.0,,0.44,25.52
2018-04-19,56,44.0,,0.44,24.64
2018-04-20,58,44.0,,0.44,25.52
2018-04-21,60,44.0,,0.44,26.4
2018-04-22,63,44.0,,0.44,27.72
2018-04-23,62,44.0,,0.44,27.28
2018-04-24,59,44.0,,0.44,25.96
2018-04-25,68,44.0,,0.44,29.92
2018-04-26,100,44.0,,0.44,44.0
2018-04-27,82,44.0,,0.44,36.08
2018-04-28,66,44.0,,0.44,29.04
2018-04-29,63,44.0,,0.44,27.72
2018-04-30,57,44.0,,0.44,25.080000000000002
2018-05-01,89,40.0,False,0.4,35.6
2018-05-02,92,40.0,,0.4,36.800000000000004
2018-05-03,85,40.0,,0.4,34.0
2018-05-04,83,40.0,,0.4,33.2
2018-05-05,82,40.0,,0.4,32.800000000000004
2018-05-06,100,40.0,,0.4,40.0
2018-05-07,82,40.0,,0.4,32.800000000000004
2018-05-08,95,40.0,,0.4,38.0
2018-05-09,92,40.0,,0.4,36.800000000000004
