date,cash_unscaled,cash_monthly,isPartial,scale,cash
2019-01-29,81,76.0,,0.76,61.56
2019-01-30,78,76.0,,0.76,59.28
2019-01-31,87,76.0,,0.76,66.12
2019-02-01,100,76.0,False,0.76,76.0
2019-02-02,97,76.0,,0.76,73.72
2019-02-03,82,76.0,,0.76,62.32
2019-02-04,78,76.0,,0.76,59.28
2019-02-05,85,76.0,,0.76,64.6
2019-02-06,84,76.0,,0.76,63.84
2019-02-07,84,76.0,,0.76,63.84
2019-02-08,87,76.0,,0.76,66.12
2019-02-09,87,76.0,,0.76,66.12
2019-02-10,81,76.0,,0.76,61.56
2019-02-11,79,76.0,,0.76,60.04
2019-02-12,77,76.0,,0.76,58.52
2019-02-13,80,76.0,,0.76,60.8
2019-02-14,77,76.0,,0.76,58.52
2019-02-15,91,76.0,,0.76,69.16
2019-02-16,97,76.0,,0.76,73.72
2019-02-17,82,76.0,,0.76,62.32
2019-02-18,83,76.0,,0.76,63.08
2019-02-19,82,76.0,,0.76,62.32
2019-02-20,81,76.0,,0.76,61.56
2019-02-21,86,76.0,,0.76,65.36
2019-02-22,96,76.0,,0.76,72.96000000000001
2019-02-23,91,76.0,,0.76,69.16
2019-02-24,77,76.0,,0.76,58.52
2019-02-25,78,76.0,,0.76,59.28
2019-02-26,89,76.0,,0.76,67.64
2019-02-27,91,76.0,,0.76,69.16
2019-02-28,90,76.0,,0.76,68.4
2019-03-01,90,75.0,False,0.75,67.5
2019-03-02,100,75.0,,0.75,75.0
2019-03-03,87,75.0,,0.75,65.25
2019-03-04,80,75.0,,0.75,60.0
2019-03-05,91,75.0,,0.75,68.25
2019-03-06,84,75.0,,0.75,63.0
2019-03-07,91,75.0,,0.75,68.25
2019-03-08,93,75.0,,0.75,69.75
2019-03-09,96,75.0,,0.75,72.0
2019-03-10,85,75.0,,0.75,63.75
2019-03-11,87,75.0,,0.75,65.25
2019-03-12,82,75.0,,0.75,61.5
2019-03-13,85,75.0,,0.75,63.75
2019-03-14,86,75.0,,0.75,64.5
2019-03-15,90,75.0,,0.75,67.5
2019-03-16,91,75.0,,0.75,68.25
2019-03-17,82,75.0,,0.75,61.5
2019-03-18,84,75.0,,0.75,63.0
2019-03-19,87,75.0,,0.75,65.25
2019-03-20,87,75.0,,0.75,65.25
2019-03-21,87,75.0,,0.75,65.25
2019-03-22,89,75.0,,0.75,66.75
2019-03-23,91,75.0,,0.75,68.25
2019-03-24,89,75.0,,0.75,66.75
2019-03-25,86,75.0,,0.75,64.5
2019-03-26,90,75.0,,0.75,67.5
2019-03-27,91,75.0,,0.75,68.25
2019-03-28,91,75.0,,0.75,68.25
2019-03-29,99,75.0,,0.75,74.25
2019-03-30,91,75.0,,0.75,68.25
2019-03-31,84,75.0,,0.75,63.0
2019-04-01,90,78.0,False,0.78,70.2
2019-04-02,90,78.0,,0.78,70.2
2019-04-03,95,78.0,,0.78,74.10000000000001
2019-04-04,96,78.0,,0.78,74.88
2019-04-05,99,78.0,,0.78,77.22
2019-04-06,98,78.0,,0.78,76.44
2019-04-07,91,78.0,,0.78,70.98
2019-04-08,91,78.0,,0.78,70.98
2019-04-09,91,78.0,,0.78,70.98
2019-04-10,86,78.0,,0.78,67.08
2019-04-11,87,78.0,,0.78,67.86
2019-04-12,95,78.0,,0.78,74.10000000000001
2019-04-13,93,78.0,,0.78,72.54
2019-04-14,88,78.0,,0.78,68.64
2019-04-15,91,78.0,,0.78,70.98
2019-04-16,90,78.0,,0.78,70.2
2019-04-17,91,78.0,,0.78,70.98
2019-04-18,92,78.0,,0.78,71.76
2019-04-19,100,78.0,,0.78,78.0
2019-04-20,99,78.0,,0.78,77.22
2019-04-21,86,78.0,,0.78,67.08
2019-04-22,88,78.0,,0.78,68.64
2019-04-23,94,78.0,,0.78,73.32000000000001
2019-04-24,92,78.0,,0.78,71.76
2019-04-25,94,78.0,,0.78,73.32000000000001
2019-04-26,99,78.0,,0.78,77.22
2019-04-27,94,78.0,,0.78,73.32000000000001
2019-04-28,97,78.0,,0.78,75.66
2019-04-29,91,78.0,,0.78,70.98
2019-04-30,94,78.0,,0.78,73.32000000000001
2019-05-01,82,80.0,False,0.8,65.60000000000001
2019-05-02,81,80.0,,0.8,64.8
2019-05-03,95,80.0,,0.8,76.0
2019-05-04,89,80.0,,0.8,71.2
2019-05-05,83,80.0,,0.8,66.4
2019-05-06,78,80.0,,0.8,62.400000000000006
2019-05-07,76,80.0,,0.8,60.800000000000004
2019-05-08,75,80.0,,0.8,60.0
2019-05-09,80,80.0,,0.8,64.0
2019-05-10,86,80.0,,0.8,68.8
2019-05-11,82,80.0,,0.8,65.60000000000001
2019-05-12,77,80.0,,0.8,61.6
2019-05-13,79,80.0,,0.8,63.2
2019-05-14,86,80.0,,0.8,68.8
2019-05-15,82,80.0,,0.8,65.60000000000001
2019-05-16,83,80.0,,0.8,66.4
2019-05-17,87,80.0,,0.8,69.60000000000001
2019-05-18,96,80.0,,0.8,76.80000000000001
2019-05-19,81,80.0,,0.8,64.8
2019-05-20,81,80.0,,0.8,64.8
2019-05-21,83,80.0,,0.8,66.4
2019-05-22,83,80.0,,0.8,66.4
2019-05-23,88,80.0,,0.8,70.4
2019-05-24,100,80.0,,0.8,80.0
2019-05-25,87,80.0,,0.8,69.60000000000001
2019-05-26,81,80.0,,0.8,64.8
2019-05-27,76,80.0,,0.8,60.800000000000004
2019-05-28,83,80.0,,0.8,66.4
2019-05-29,86,80.0,,0.8,68.8
2019-05-30,84,80.0,,0.8,67.2
2019-05-31,95,80.0,,0.8,76.0
2019-06-01,94,84.0,False,0.84,78.96
2019-06-02,78,84.0,,0.84,65.52
2019-06-03,84,84.0,,0.84,70.56
2019-06-04,84,84.0,,0.84,70.56
2019-06-05,87,84.0,,0.84,73.08
2019-06-06,85,84.0,,0.84,71.39999999999999
2019-06-07,96,84.0,,0.84,80.64
2019-06-08,97,84.0,,0.84,81.48
2019-06-09,91,84.0,,0.84,76.44
2019-06-10,88,84.0,,0.84,73.92
2019-06-11,86,84.0,,0.84,72.24
2019-06-12,82,84.0,,0.84,68.88
2019-06-13,86,84.0,,0.84,72.24
2019-06-14,95,84.0,,0.84,79.8
2019-06-15,86,84.0,,0.84,72.24
2019-06-16,78,84.0,,0.84,65.52
2019-06-17,81,84.0,,0.84,68.03999999999999
2019-06-18,85,84.0,,0.84,71.39999999999999
2019-06-19,85,84.0,,0.84,71.39999999999999
2019-06-20,87,84.0,,0.84,73.08
2019-06-21,97,84.0,,0.84,81.48
2019-06-22,90,84.0,,0.84,75.6
2019-06-23,93,84.0,,0.84,78.11999999999999
2019-06-24,88,84.0,,0.84,73.92
2019-06-25,86,84.0,,0.84,72.24
2019-06-26,87,84.0,,0.84,73.08
2019-06-27,88,84.0,,0.84,73.92
2019-06-28,98,84.0,,0.84,82.32
2019-06-29,100,84.0,,0.84,84.0
2019-06-30,85,84.0,,0.84,71.39999999999999
2019-07-01,85,83.0,False,0.83,70.55
2019-07-02,87,83.0,,0.83,72.21
2019-07-03,91,83.0,,0.83,75.53
2019-07-04,85,83.0,,0.83,70.55
2019-07-05,99,83.0,,0.83,82.17
2019-07-06,89,83.0,,0.83,73.86999999999999
2019-07-07,78,83.0,,0.83,64.74
2019-07-08,82,83.0,,0.83,68.06
2019-07-09,86,83.0,,0.83,71.38
2019-07-10,88,83.0,,0.83,73.03999999999999
2019-07-11,89,83.0,,0.83,73.86999999999999
2019-07-12,95,83.0,,0.83,78.85
2019-07-13,98,83.0,,0.83,81.33999999999999
2019-07-14,82,83.0,,0.83,68.06
2019-07-15,88,83.0,,0.83,73.03999999999999
2019-07-16,89,83.0,,0.83,73.86999999999999
2019-07-17,84,83.0,,0.83,69.72
2019-07-18,93,83.0,,0.83,77.19
2019-07-19,100,83.0,,0.83,83.0
2019-07-20,90,83.0,,0.83,74.7
2019-07-21,87,83.0,,0.83,72.21
2019-07-22,84,83.0,,0.83,69.72
2019-07-23,87,83.0,,0.83,72.21
2019-07-24,92,83.0,,0.83,76.36
2019-07-25,92,83.0,,0.83,76.36
2019-07-26,100,83.0,,0.83,83.0
2019-07-27,91,83.0,,0.83,75.53
2019-07-28,83,83.0,,0.83,68.89
2019-07-29,88,83.0,,0.83,73.03999999999999
2019-07-30,88,83.0,,0.83,73.03999999999999
2019-07-31,91,83.0,,0.83,75.53
2019-08-01,84,86.0,False,0.86,72.24
2019-08-02,95,86.0,,0.86,81.7
2019-08-03,100,86.0,,0.86,86.0
2019-08-04,81,86.0,,0.86,69.66
2019-08-05,82,86.0,,0.86,70.52
2019-08-06,85,86.0,,0.86,73.1
2019-08-07,86,86.0,,0.86,73.96
2019-08-08,87,86.0,,0.86,74.82
2019-08-09,87,86.0,,0.86,74.82
2019-08-10,85,86.0,,0.86,73.1
2019-08-11,74,86.0,,0.86,63.64
2019-08-12,82,86.0,,0.86,70.52
2019-08-13,83,86.0,,0.86,71.38
2019-08-14,85,86.0,,0.86,73.1
2019-08-15,85,86.0,,0.86,73.1
2019-08-16,88,86.0,,0.86,75.67999999999999
2019-08-17,91,86.0,,0.86,78.26
2019-08-18,77,86.0,,0.86,66.22
2019-08-19,85,86.0,,0.86,73.1
2019-08-20,80,86.0,,0.86,68.8
2019-08-21,86,86.0,,0.86,73.96
2019-08-22,83,86.0,,0.86,71.38
2019-08-23,89,86.0,,0.86,76.53999999999999
2019-08-24,81,86.0,,0.86,69.66
2019-08-25,77,86.0,,0.86,66.22
2019-08-26,77,86.0,,0.86,66.22
2019-08-27,85,86.0,,0.86,73.1
2019-08-28,80,86.0,,0.86,68.8
2019-08-29,81,86.0,,0.86,69.66
2019-08-30,88,86.0,,0.86,75.67999999999999
2019-08-31,84,86.0,,0.86,72.24
2019-09-01,76,85.0,False,0.85,64.6
2019-09-02,80,85.0,,0.85,68.0
2019-09-03,80,85.0,,0.85,68.0
2019-09-04,84,85.0,,0.85,71.39999999999999
2019-09-05,84,85.0,,0.85,71.39999999999999
2019-09-06,89,85.0,,0.85,75.64999999999999
2019-09-07,84,85.0,,0.85,71.39999999999999
2019-09-08,77,85.0,,0.85,65.45
2019-09-09,82,85.0,,0.85,69.7
2019-09-10,82,85.0,,0.85,69.7
2019-09-11,82,85.0,,0.85,69.7
2019-09-12,83,85.0,,0.85,70.55
2019-09-13,89,85.0,,0.85,75.64999999999999
2019-09-14,89,85.0,,0.85,75.64999999999999
2019-09-15,82,85.0,,0.85,69.7
2019-09-16,87,85.0,,0.85,73.95
2019-09-17,82,85.0,,0.85,69.7
2019-09-18,80,85.0,,0.85,68.0
2019-09-19,100,85.0,,0.85,85.0
2019-09-20,91,85.0,,0.85,77.35
2019-09-21,90,85.0,,0.85,76.5
2019-09-22,81,85.0,,0.85,68.85
2019-09-23,90,85.0,,0.85,76.5
2019-09-24,89,85.0,,0.85,75.64999999999999
2019-09-25,92,85.0,,0.85,78.2
2019-09-26,94,85.0,,0.85,79.89999999999999
2019-09-27,92,85.0,,0.85,78.2
2019-09-28,90,85.0,,0.85,76.5
2019-09-29,84,85.0,,0.85,71.39999999999999
2019-09-30,85,85.0,,0.85,72.25
2019-10-01,92,83.0,False,0.83,76.36
2019-10-02,93,83.0,,0.83,77.19
2019-10-03,93,83.0,,0.83,77.19
2019-10-04,99,83.0,,0.83,82.17
2019-10-05,100,83.0,,0.83,83.0
2019-10-06,83,83.0,,0.83,68.89
2019-10-07,81,83.0,,0.83,67.22999999999999
2019-10-08,87,83.0,,0.83,72.21
2019-10-09,87,83.0,,0.83,72.21
2019-10-10,88,83.0,,0.83,73.03999999999999
2019-10-11,93,83.0,,0.83,77.19
2019-10-12,94,83.0,,0.83,78.02
2019-10-13,83,83.0,,0.83,68.89
2019-10-14,88,83.0,,0.83,73.03999999999999
2019-10-15,85,83.0,,0.83,70.55
2019-10-16,83,83.0,,0.83,68.89
2019-10-17,88,83.0,,0.83,73.03999999999999
2019-10-18,93,83.0,,0.83,77.19
2019-10-19,89,83.0,,0.83,73.86999999999999
2019-10-20,83,83.0,,0.83,68.89
2019-10-21,82,83.0,,0.83,68.06
2019-10-22,86,83.0,,0.83,71.38
2019-10-23,86,83.0,,0.83,71.38
2019-10-24,87,83.0,,0.83,72.21
2019-10-25,92,83.0,,0.83,76.36
2019-10-26,92,83.0,,0.83,76.36
2019-10-27,81,83.0,,0.83,67.22999999999999
2019-10-28,85,83.0,,0.83,70.55
2019-10-29,84,83.0,,0.83,69.72
2019-10-30,81,83.0,,0.83,67.22999999999999
2019-10-31,81,83.0,,0.83,67.22999999999999
2019-11-01,98,80.0,False,0.8,78.4
2019-11-02,94,80.0,,0.8,75.2
2019-11-03,86,80.0,,0.8,68.8
2019-11-04,88,80.0,,0.8,70.4
2019-11-05,91,80.0,,0.8,72.8
2019-11-06,87,80.0,,0.8,69.60000000000001
2019-11-07,91,80.0,,0.8,72.8
2019-11-08,93,80.0,,0.8,74.4
2019-11-09,90,80.0,,0.8,72.0
2019-11-10,80,80.0,,0.8,64.0
2019-11-11,82,80.0,,0.8,65.60000000000001
2019-11-12,82,80.0,,0.8,65.60000000000001
2019-11-13,88,80.0,,0.8,70.4
2019-11-14,89,80.0,,0.8,71.2
2019-11-15,91,80.0,,0.8,72.8
2019-11-16,94,80.0,,0.8,75.2
2019-11-17,82,80.0,,0.8,65.60000000000001
2019-11-18,82,80.0,,0.8,65.60000000000001
2019-11-19,86,80.0,,0.8,68.8
2019-11-20,85,80.0,,0.8,68.0
2019-11-21,88,80.0,,0.8,70.4
2019-11-22,100,80.0,,0.8,80.0
2019-11-23,88,80.0,,0.8,70.4
2019-11-24,83,80.0,,0.8,66.4
2019-11-25,84,80.0,,0.8,67.2
2019-11-26,91,80.0,,0.8,72.8
2019-11-27,95,80.0,,0.8,76.0
2019-11-28,79,80.0,,0.8,63.2
2019-11-29,92,80.0,,0.8,73.60000000000001
2019-11-30,92,80.0,,0.8,73.60000000000001
2019-12-01,84,85.0,False,0.85,71.39999999999999
2019-12-02,89,85.0,,0.85,75.64999999999999
2019-12-03,90,85.0,,0.85,76.5
2019-12-04,89,85.0,,0.85,75.64999999999999
2019-12-05,90,85.0,,0.85,76.5
2019-12-06,95,85.0,,0.85,80.75
2019-12-07,95,85.0,,0.85,80.75
2019-12-08,84,85.0,,0.85,71.39999999999999
2019-12-09,86,85.0,,0.85,73.1
2019-12-10,87,85.0,,0.85,73.95
2019-12-11,86,85.0,,0.85,73.1
2019-12-12,91,85.0,,0.85,77.35
2019-12-13,97,85.0,,0.85,82.45
2019-12-14,93,85.0,,0.85,79.05
2019-12-15,82,85.0,,0.85,69.7
2019-12-16,85,85.0,,0.85,72.25
2019-12-17,87,85.0,,0.85,73.95
2019-12-18,86,85.0,,0.85,73.1
2019-12-19,87,85.0,,0.85,73.95
2019-12-20,100,85.0,,0.85,85.0
2019-12-21,99,85.0,,0.85,84.14999999999999
2019-12-22,90,85.0,,0.85,76.5
2019-12-23,95,85.0,,0.85,80.75
2019-12-24,98,85.0,,0.85,83.3
2019-12-25,79,85.0,,0.85,67.14999999999999
2019-12-26,93,85.0,,0.85,79.05
2019-12-27,100,85.0,,0.85,85.0
2019-12-28,89,85.0,,0.85,75.64999999999999
2019-12-29,82,85.0,,0.85,69.7
2019-12-30,87,85.0,,0.85,73.95
2019-12-31,95,85.0,,0.85,80.75
2020-01-01,85,85.0,False,0.85,72.25
2020-01-02,93,85.0,,0.85,79.05
2020-01-03,100,85.0,,0.85,85.0
2020-01-04,95,85.0,,0.85,80.75
2020-01-05,94,85.0,,0.85,79.89999999999999
2020-01-06,83,85.0,,0.85,70.55
2020-01-07,88,85.0,,0.85,74.8
2020-01-08,83,85.0,,0.85,70.55
2020-01-09,84,85.0,,0.85,71.39999999999999
2020-01-10,94,85.0,,0.85,79.89999999999999
2020-01-11,96,85.0,,0.85,81.6
2020-01-12,84,85.0,,0.85,71.39999999999999
2020-01-13,83,85.0,,0.85,70.55
2020-01-14,85,85.0,,0.85,72.25
2020-01-15,87,85.0,,0.85,73.95
2020-01-16,91,85.0,,0.85,77.35
2020-01-17,93,85.0,,0.85,79.05
2020-01-18,96,85.0,,0.85,81.6
2020-01-19,79,85.0,,0.85,67.14999999999999
2020-01-20,84,85.0,,0.85,71.39999999999999
2020-01-21,86,85.0,,0.85,73.1
2020-01-22,86,85.0,,0.85,73.1
2020-01-23,89,85.0,,0.85,75.64999999999999
2020-01-24,94,85.0,,0.85,79.89999999999999
2020-01-25,98,85.0,,0.85,83.3
2020-01-26,80,85.0,,0.85,68.0
2020-01-27,81,85.0,,0.85,68.85
2020-01-28,86,85.0,,0.85,73.1
2020-01-29,87,85.0,,0.85,73.95
2020-01-30,88,85.0,,0.85,74.8
2020-01-31,97,85.0,,0.85,82.45
2020-02-01,99,85.0,False,0.85,84.14999999999999
2020-02-02,89,85.0,,0.85,75.64999999999999
2020-02-03,88,85.0,,0.85,74.8
2020-02-04,89,85.0,,0.85,75.64999999999999
2020-02-05,87,85.0,,0.85,73.95
2020-02-06,89,85.0,,0.85,75.64999999999999
2020-02-07,94,85.0,,0.85,79.89999999999999
2020-02-08,96,85.0,,0.85,81.6
2020-02-09,87,85.0,,0.85,73.95
2020-02-10,83,85.0,,0.85,70.55
2020-02-11,91,85.0,,0.85,77.35
2020-02-12,86,85.0,,0.85,73.1
2020-02-13,87,85.0,,0.85,73.95
2020-02-14,91,85.0,,0.85,77.35
2020-02-15,98,85.0,,0.85,83.3
2020-02-16,89,85.0,,0.85,75.64999999999999
2020-02-17,93,85.0,,0.85,79.05
2020-02-18,83,85.0,,0.85,70.55
2020-02-19,89,85.0,,0.85,75.64999999999999
2020-02-20,89,85.0,,0.85,75.64999999999999
2020-02-21,92,85.0,,0.85,78.2
2020-02-22,100,85.0,,0.85,85.0
2020-02-23,86,85.0,,0.85,73.1
2020-02-24,88,85.0,,0.85,74.8
2020-02-25,87,85.0,,0.85,73.95
2020-02-26,100,85.0,,0.85,85.0
2020-02-27,93,85.0,,0.85,79.05
2020-02-28,94,85.0,,0.85,79.89999999999999
2020-02-29,98,85.0,,0.85,83.3
2020-03-01,86,82.0,False,0.82,70.52
2020-03-02,85,82.0,,0.82,69.7
2020-03-03,81,82.0,,0.82,66.42
2020-03-04,80,82.0,,0.82,65.6
2020-03-05,85,82.0,,0.82,69.7
2020-03-06,91,82.0,,0.82,74.61999999999999
2020-03-07,89,82.0,,0.82,72.97999999999999
2020-03-08,78,82.0,,0.82,63.959999999999994
2020-03-09,83,82.0,,0.82,68.06
2020-03-10,79,82.0,,0.82,64.78
2020-03-11,75,82.0,,0.82,61.49999999999999
2020-03-12,74,82.0,,0.82,60.68
2020-03-13,82,82.0,,0.82,67.24
2020-03-14,79,82.0,,0.82,64.78
2020-03-15,78,82.0,,0.82,63.959999999999994
2020-03-16,78,82.0,,0.82,63.959999999999994
2020-03-17,87,82.0,,0.82,71.33999999999999
2020-03-18,90,82.0,,0.82,73.8
2020-03-19,88,82.0,,0.82,72.16
2020-03-20,89,82.0,,0.82,72.97999999999999
2020-03-21,100,82.0,,0.82,82.0
2020-03-22,85,82.0,,0.82,69.7
2020-03-23,77,82.0,,0.82,63.13999999999999
2020-03-24,78,82.0,,0.82,63.959999999999994
2020-03-25,83,82.0,,0.82,68.06
2020-03-26,83,82.0,,0.82,68.06
2020-03-27,84,82.0,,0.82,68.88
2020-03-28,82,82.0,,0.82,67.24
2020-03-29,74,82.0,,0.82,60.68
2020-03-30,74,82.0,,0.82,60.68
2020-03-31,78,82.0,,0.82,63.959999999999994
2020-04-01,83,81.0,False,0.81,67.23
2020-04-02,84,81.0,,0.81,68.04
2020-04-03,87,81.0,,0.81,70.47
2020-04-04,87,81.0,,0.81,70.47
2020-04-05,75,81.0,,0.81,60.75000000000001
2020-04-06,76,81.0,,0.81,61.56
2020-04-07,78,81.0,,0.81,63.18000000000001
2020-04-08,81,81.0,,0.81,65.61
2020-04-09,83,81.0,,0.81,67.23
2020-04-10,89,81.0,,0.81,72.09
2020-04-11,84,81.0,,0.81,68.04
2020-04-12,74,81.0,,0.81,59.940000000000005
2020-04-13,83,81.0,,0.81,67.23
2020-04-14,81,81.0,,0.81,65.61
2020-04-15,100,81.0,,0.81,81.0
2020-04-16,89,81.0,,0.81,72.09
2020-04-17,92,81.0,,0.81,74.52000000000001
2020-04-18,100,81.0,,0.81,81.0
2020-04-19,88,81.0,,0.81,71.28
2020-04-20,84,81.0,,0.81,68.04
2020-04-21,82,81.0,,0.81,66.42
2020-04-22,85,81.0,,0.81,68.85000000000001
2020-04-23,90,81.0,,0.81,72.9
2020-04-24,89,81.0,,0.81,72.09
2020-04-25,90,81.0,,0.81,72.9
2020-04-26,82,81.0,,0.81,66.42
2020-04-27,87,81.0,,0.81,70.47
2020-04-28,86,81.0,,0.81,69.66000000000001
2020-04-29,88,81.0,,0.81,71.28
2020-04-30,92,81.0,,0.81,74.52000000000001
2020-05-01,98,80.0,False,0.8,78.4
2020-05-02,95,80.0,,0.8,76.0
2020-05-03,85,80.0,,0.8,68.0
2020-05-04,84,80.0,,0.8,67.2
2020-05-05,90,80.0,,0.8,72.0
2020-05-06,88,80.0,,0.8,70.4
2020-05-07,88,80.0,,0.8,70.4
2020-05-08,91,80.0,,0.8,72.8
2020-05-09,86,80.0,,0.8,68.8
2020-05-10,73,80.0,,0.8,58.400000000000006
2020-05-11,85,80.0,,0.8,68.0
2020-05-12,80,80.0,,0.8,64.0
2020-05-13,85,80.0,,0.8,68.0
2020-05-14,86,80.0,,0.8,68.8
2020-05-15,88,80.0,,0.8,70.4
2020-05-16,86,80.0,,0.8,68.8
2020-05-17,78,80.0,,0.8,62.400000000000006
2020-05-18,80,80.0,,0.8,64.0
2020-05-19,88,80.0,,0.8,70.4
2020-05-20,87,80.0,,0.8,69.60000000000001
2020-05-21,93,80.0,,0.8,74.4
2020-05-22,91,80.0,,0.8,72.8
2020-05-23,85,80.0,,0.8,68.0
2020-05-24,81,80.0,,0.8,64.8
2020-05-25,77,80.0,,0.8,61.6
2020-05-26,78,80.0,,0.8,62.400000000000006
2020-05-27,81,80.0,,0.8,64.8
2020-05-28,100,80.0,,0.8,80.0
2020-05-29,90,80.0,,0.8,72.0
2020-05-30,84,80.0,,0.8,67.2
2020-05-31,75,80.0,,0.8,60.0
2020-06-01,84,81.0,False,0.81,68.04
2020-06-02,86,81.0,,0.81,69.66000000000001
2020-06-03,86,81.0,,0.81,69.66000000000001
2020-06-04,93,81.0,,0.81,75.33
2020-06-05,92,81.0,,0.81,74.52000000000001
2020-06-06,90,81.0,,0.81,72.9
2020-06-07,81,81.0,,0.81,65.61
2020-06-08,92,81.0,,0.81,74.52000000000001
2020-06-09,91,81.0,,0.81,73.71000000000001
2020-06-10,88,81.0,,0.81,71.28
2020-06-11,90,81.0,,0.81,72.9
2020-06-12,92,81.0,,0.81,74.52000000000001
2020-06-13,90,81.0,,0.81,72.9
2020-06-14,79,81.0,,0.81,63.99
2020-06-15,85,81.0,,0.81,68.85000000000001
2020-06-16,91,81.0,,0.81,73.71000000000001
2020-06-17,96,81.0,,0.81,77.76
2020-06-18,92,81.0,,0.81,74.52000000000001
2020-06-19,94,81.0,,0.81,76.14
2020-06-20,88,81.0,,0.81,71.28
2020-06-21,84,81.0,,0.81,68.04
2020-06-22,91,81.0,,0.81,73.71000000000001
2020-06-23,93,81.0,,0.81,75.33
2020-06-24,93,81.0,,0.81,75.33
2020-06-25,92,81.0,,0.81,74.52000000000001
2020-06-26,100,81.0,,0.81,81.0
2020-06-27,96,81.0,,0.81,77.76
2020-06-28,89,81.0,,0.81,72.09
2020-06-29,90,81.0,,0.81,72.9
2020-06-30,97,81.0,,0.81,78.57000000000001
2020-07-01,92,87.0,False,0.87,80.04
2020-07-02,91,87.0,,0.87,79.17
2020-07-03,88,87.0,,0.87,76.56
2020-07-04,79,87.0,,0.87,68.73
2020-07-05,76,87.0,,0.87,66.12
2020-07-06,81,87.0,,0.87,70.47
2020-07-07,89,87.0,,0.87,77.42999999999999
2020-07-08,83,87.0,,0.87,72.21
2020-07-09,89,87.0,,0.87,77.42999999999999
2020-07-10,87,87.0,,0.87,75.69
2020-07-11,89,87.0,,0.87,77.42999999999999
2020-07-12,79,87.0,,0.87,68.73
2020-07-13,82,87.0,,0.87,71.34
2020-07-14,88,87.0,,0.87,76.56
2020-07-15,94,87.0,,0.87,81.78
2020-07-16,92,87.0,,0.87,80.04
2020-07-17,100,87.0,,0.87,87.0
2020-07-18,90,87.0,,0.87,78.3
2020-07-19,85,87.0,,0.87,73.95
2020-07-20,87,87.0,,0.87,75.69
2020-07-21,86,87.0,,0.87,74.82
2020-07-22,89,87.0,,0.87,77.42999999999999
2020-07-23,88,87.0,,0.87,76.56
2020-07-24,91,87.0,,0.87,79.17
2020-07-25,89,87.0,,0.87,77.42999999999999
2020-07-26,82,87.0,,0.87,71.34
2020-07-27,82,87.0,,0.87,71.34
2020-07-28,84,87.0,,0.87,73.08
2020-07-29,82,87.0,,0.87,71.34
2020-07-30,89,87.0,,0.87,77.42999999999999
2020-07-31,92,87.0,,0.87,80.04
2020-08-01,97,84.0,False,0.84,81.48
2020-08-02,91,84.0,,0.84,76.44
2020-08-03,93,84.0,,0.84,78.11999999999999
2020-08-04,94,84.0,,0.84,78.96
2020-08-05,96,84.0,,0.84,80.64
2020-08-06,94,84.0,,0.84,78.96
2020-08-07,97,84.0,,0.84,81.48
2020-08-08,95,84.0,,0.84,79.8
2020-08-09,88,84.0,,0.84,73.92
2020-08-10,87,84.0,,0.84,73.08
2020-08-11,95,84.0,,0.84,79.8
2020-08-12,93,84.0,,0.84,78.11999999999999
2020-08-13,91,84.0,,0.84,76.44
2020-08-14,96,84.0,,0.84,80.64
2020-08-15,100,84.0,,0.84,84.0
2020-08-16,87,84.0,,0.84,73.08
2020-08-17,98,84.0,,0.84,82.32
2020-08-18,88,84.0,,0.84,73.92
2020-08-19,92,84.0,,0.84,77.28
2020-08-20,92,84.0,,0.84,77.28
2020-08-21,99,84.0,,0.84,83.16
2020-08-22,99,84.0,,0.84,83.16
2020-08-23,90,84.0,,0.84,75.6
2020-08-24,87,84.0,,0.84,73.08
2020-08-25,89,84.0,,0.84,74.75999999999999
2020-08-26,88,84.0,,0.84,73.92
2020-08-27,89,84.0,,0.84,74.75999999999999
2020-08-28,91,84.0,,0.84,76.44
2020-08-29,89,84.0,,0.84,74.75999999999999
2020-08-30,90,84.0,,0.84,75.6
2020-08-31,89,84.0,,0.84,74.75999999999999
2020-09-01,93,82.0,False,0.82,76.25999999999999
2020-09-02,92,82.0,,0.82,75.44
2020-09-03,93,82.0,,0.82,76.25999999999999
2020-09-04,100,82.0,,0.82,82.0
2020-09-05,98,82.0,,0.82,80.36
2020-09-06,96,82.0,,0.82,78.72
2020-09-07,94,82.0,,0.82,77.08
2020-09-08,89,82.0,,0.82,72.97999999999999
2020-09-09,91,82.0,,0.82,74.61999999999999
2020-09-10,96,82.0,,0.82,78.72
2020-09-11,93,82.0,,0.82,76.25999999999999
2020-09-12,97,82.0,,0.82,79.53999999999999
2020-09-13,91,82.0,,0.82,74.61999999999999
2020-09-14,84,82.0,,0.82,68.88
2020-09-15,89,82.0,,0.82,72.97999999999999
2020-09-16,89,82.0,,0.82,72.97999999999999
2020-09-17,90,82.0,,0.82,73.8
2020-09-18,97,82.0,,0.82,79.53999999999999
2020-09-19,96,82.0,,0.82,78.72
2020-09-20,95,82.0,,0.82,77.89999999999999
2020-09-21,93,82.0,,0.82,76.25999999999999
2020-09-22,90,82.0,,0.82,73.8
2020-09-23,88,82.0,,0.82,72.16
2020-09-24,90,82.0,,0.82,73.8
2020-09-25,98,82.0,,0.82,80.36
2020-09-26,99,82.0,,0.82,81.17999999999999
2020-09-27,87,82.0,,0.82,71.33999999999999
