date,dow jones_unscaled,dow jones_monthly,isPartial,scale,dow jones
2020-10-30,89,32.0,,0.32,28.48
2020-10-31,14,32.0,,0.32,4.48
2020-11-01,6,31.0,True,0.31,1.8599999999999999
2020-11-02,63,31.0,,0.31,19.53
2020-11-03,73,31.0,,0.31,22.63
2020-11-04,57,31.0,,0.31,17.669999999999998
2020-11-05,51,31.0,,0.31,15.81
2020-11-06,57,31.0,,0.31,17.669999999999998
2020-11-07,15,31.0,,0.31,4.65
2020-11-08,8,31.0,,0.31,2.48
2020-11-09,100,31.0,,0.31,31.0
2020-11-10,80,31.0,,0.31,24.8
2020-11-11,64,31.0,,0.31,19.84
2020-11-12,60,31.0,,0.31,18.6
2020-11-13,59,31.0,,0.31,18.29
2020-11-14,11,31.0,,0.31,3.41
2020-11-15,6,31.0,,0.31,1.8599999999999999
2020-11-16,68,31.0,,0.31,21.08
2020-11-17,67,31.0,,0.31,20.77
2020-11-18,63,31.0,,0.31,19.53
2020-11-19,59,31.0,,0.31,18.29
2020-11-20,56,31.0,,0.31,17.36
2020-11-21,11,31.0,,0.31,3.41
2020-11-22,5,31.0,,0.31,1.55
2020-11-23,54,31.0,,0.31,16.74
2020-11-24,75,31.0,,0.31,23.25
2020-11-25,63,31.0,,0.31,19.53
2020-11-26,13,31.0,,0.31,4.03
2020-11-27,45,31.0,,0.31,13.95
2020-11-28,11,31.0,,0.31,3.41
2020-11-29,5,31.0,,0.31,1.55
