date,present_unscaled,present_monthly,isPartial,scale,present
2011-08-21,63,40.0,,0.4,25.200000000000003
2011-08-22,55,40.0,,0.4,22.0
2011-08-23,66,40.0,,0.4,26.400000000000002
2011-08-24,79,40.0,,0.4,31.6
2011-08-25,74,40.0,,0.4,29.6
2011-08-26,71,40.0,,0.4,28.400000000000002
2011-08-27,62,40.0,,0.4,24.8
2011-08-28,58,40.0,,0.4,23.200000000000003
2011-08-29,87,40.0,,0.4,34.800000000000004
2011-08-30,100,40.0,,0.4,40.0
2011-08-31,92,40.0,,0.4,36.800000000000004
2011-09-01,89,57.0,False,0.57,50.73
2011-09-02,61,57.0,,0.57,34.769999999999996
2011-09-03,48,57.0,,0.57,27.36
2011-09-04,51,57.0,,0.57,29.069999999999997
2011-09-05,70,57.0,,0.57,39.9
2011-09-06,84,57.0,,0.57,47.879999999999995
2011-09-07,96,57.0,,0.57,54.72
2011-09-08,94,57.0,,0.57,53.58
2011-09-09,96,57.0,,0.57,54.72
2011-09-10,61,57.0,,0.57,34.769999999999996
2011-09-11,74,57.0,,0.57,42.18
2011-09-12,88,57.0,,0.57,50.16
2011-09-13,92,57.0,,0.57,52.44
2011-09-14,87,57.0,,0.57,49.589999999999996
2011-09-15,98,57.0,,0.57,55.85999999999999
2011-09-16,93,57.0,,0.57,53.01
2011-09-17,58,57.0,,0.57,33.059999999999995
2011-09-18,71,57.0,,0.57,40.47
2011-09-19,88,57.0,,0.57,50.16
2011-09-20,86,57.0,,0.57,49.019999999999996
2011-09-21,88,57.0,,0.57,50.16
2011-09-22,97,57.0,,0.57,55.28999999999999
2011-09-23,77,57.0,,0.57,43.88999999999999
2011-09-24,64,57.0,,0.57,36.48
2011-09-25,82,57.0,,0.57,46.739999999999995
2011-09-26,98,57.0,,0.57,55.85999999999999
2011-09-27,100,57.0,,0.57,56.99999999999999
2011-09-28,97,57.0,,0.57,55.28999999999999
2011-09-29,79,57.0,,0.57,45.029999999999994
2011-09-30,77,57.0,,0.57,43.88999999999999
2011-10-01,43,63.0,False,0.63,27.09
2011-10-02,57,63.0,,0.63,35.910000000000004
2011-10-03,83,63.0,,0.63,52.29
2011-10-04,66,63.0,,0.63,41.58
2011-10-05,78,63.0,,0.63,49.14
2011-10-06,77,63.0,,0.63,48.51
2011-10-07,72,63.0,,0.63,45.36
2011-10-08,53,63.0,,0.63,33.39
2011-10-09,51,63.0,,0.63,32.13
2011-10-10,69,63.0,,0.63,43.47
2011-10-11,80,63.0,,0.63,50.4
2011-10-12,82,63.0,,0.63,51.660000000000004
2011-10-13,75,63.0,,0.63,47.25
2011-10-14,76,63.0,,0.63,47.88
2011-10-15,41,63.0,,0.63,25.830000000000002
2011-10-16,64,63.0,,0.63,40.32
2011-10-17,90,63.0,,0.63,56.7
2011-10-18,84,63.0,,0.63,52.92
2011-10-19,84,63.0,,0.63,52.92
2011-10-20,81,63.0,,0.63,51.03
2011-10-21,62,63.0,,0.63,39.06
2011-10-22,61,63.0,,0.63,38.43
2011-10-23,69,63.0,,0.63,43.47
2011-10-24,66,63.0,,0.63,41.58
2011-10-25,85,63.0,,0.63,53.55
2011-10-26,81,63.0,,0.63,51.03
2011-10-27,100,63.0,,0.63,63.0
2011-10-28,60,63.0,,0.63,37.8
2011-10-29,51,63.0,,0.63,32.13
2011-10-30,62,63.0,,0.63,39.06
2011-10-31,65,63.0,,0.63,40.95
2011-11-01,76,68.0,False,0.68,51.68000000000001
2011-11-02,78,68.0,,0.68,53.040000000000006
2011-11-03,82,68.0,,0.68,55.760000000000005
2011-11-04,71,68.0,,0.68,48.28
2011-11-05,47,68.0,,0.68,31.96
2011-11-06,58,68.0,,0.68,39.440000000000005
2011-11-07,72,68.0,,0.68,48.96
2011-11-08,81,68.0,,0.68,55.080000000000005
2011-11-09,72,68.0,,0.68,48.96
2011-11-10,75,68.0,,0.68,51.00000000000001
2011-11-11,55,68.0,,0.68,37.400000000000006
2011-11-12,54,68.0,,0.68,36.720000000000006
2011-11-13,69,68.0,,0.68,46.92
2011-11-14,82,68.0,,0.68,55.760000000000005
2011-11-15,81,68.0,,0.68,55.080000000000005
2011-11-16,88,68.0,,0.68,59.84
2011-11-17,79,68.0,,0.68,53.720000000000006
2011-11-18,67,68.0,,0.68,45.56
2011-11-19,50,68.0,,0.68,34.0
2011-11-20,61,68.0,,0.68,41.480000000000004
2011-11-21,90,68.0,,0.68,61.2
2011-11-22,73,68.0,,0.68,49.64
2011-11-23,60,68.0,,0.68,40.800000000000004
2011-11-24,46,68.0,,0.68,31.28
2011-11-25,52,68.0,,0.68,35.36
2011-11-26,59,68.0,,0.68,40.120000000000005
2011-11-27,61,68.0,,0.68,41.480000000000004
2011-11-28,81,68.0,,0.68,55.080000000000005
2011-11-29,100,68.0,,0.68,68.0
2011-11-30,100,68.0,,0.68,68.0
2011-12-01,74,82.0,False,0.82,60.68
2011-12-02,82,82.0,,0.82,67.24
2011-12-03,61,82.0,,0.82,50.019999999999996
2011-12-04,80,82.0,,0.82,65.6
2011-12-05,82,82.0,,0.82,67.24
2011-12-06,93,82.0,,0.82,76.25999999999999
2011-12-07,96,82.0,,0.82,78.72
2011-12-08,100,82.0,,0.82,82.0
2011-12-09,79,82.0,,0.82,64.78
2011-12-10,75,82.0,,0.82,61.49999999999999
2011-12-11,80,82.0,,0.82,65.6
2011-12-12,96,82.0,,0.82,78.72
2011-12-13,97,82.0,,0.82,79.53999999999999
2011-12-14,98,82.0,,0.82,80.36
2011-12-15,95,82.0,,0.82,77.89999999999999
2011-12-16,90,82.0,,0.82,73.8
2011-12-17,80,82.0,,0.82,65.6
2011-12-18,84,82.0,,0.82,68.88
2011-12-19,76,82.0,,0.82,62.31999999999999
2011-12-20,84,82.0,,0.82,68.88
2011-12-21,78,82.0,,0.82,63.959999999999994
2011-12-22,83,82.0,,0.82,68.06
2011-12-23,76,82.0,,0.82,62.31999999999999
2011-12-24,96,82.0,,0.82,78.72
2011-12-25,75,82.0,,0.82,61.49999999999999
2011-12-26,34,82.0,,0.82,27.88
2011-12-27,34,82.0,,0.82,27.88
2011-12-28,33,82.0,,0.82,27.06
2011-12-29,35,82.0,,0.82,28.7
2011-12-30,37,82.0,,0.82,30.34
2011-12-31,29,82.0,,0.82,23.779999999999998
2012-01-01,37,51.0,False,0.51,18.87
2012-01-02,40,51.0,,0.51,20.4
2012-01-03,55,51.0,,0.51,28.05
2012-01-04,67,51.0,,0.51,34.17
2012-01-05,84,51.0,,0.51,42.84
2012-01-06,74,51.0,,0.51,37.74
2012-01-07,48,51.0,,0.51,24.48
2012-01-08,48,51.0,,0.51,24.48
2012-01-09,70,51.0,,0.51,35.7
2012-01-10,78,51.0,,0.51,39.78
2012-01-11,77,51.0,,0.51,39.27
2012-01-12,76,51.0,,0.51,38.76
2012-01-13,68,51.0,,0.51,34.68
2012-01-14,52,51.0,,0.51,26.52
2012-01-15,52,51.0,,0.51,26.52
2012-01-16,74,51.0,,0.51,37.74
2012-01-17,72,51.0,,0.51,36.72
2012-01-18,81,51.0,,0.51,41.31
2012-01-19,84,51.0,,0.51,42.84
2012-01-20,85,51.0,,0.51,43.35
2012-01-21,69,51.0,,0.51,35.19
2012-01-22,55,51.0,,0.51,28.05
2012-01-23,77,51.0,,0.51,39.27
2012-01-24,82,51.0,,0.51,41.82
2012-01-25,100,51.0,,0.51,51.0
2012-01-26,88,51.0,,0.51,44.88
2012-01-27,73,51.0,,0.51,37.230000000000004
2012-01-28,64,51.0,,0.51,32.64
2012-01-29,59,51.0,,0.51,30.09
2012-01-30,84,51.0,,0.51,42.84
2012-01-31,80,51.0,,0.51,40.8
2012-02-01,85,59.0,False,0.59,50.15
2012-02-02,83,59.0,,0.59,48.97
2012-02-03,74,59.0,,0.59,43.66
2012-02-04,64,59.0,,0.59,37.76
2012-02-05,58,59.0,,0.59,34.22
2012-02-06,85,59.0,,0.59,50.15
2012-02-07,100,59.0,,0.59,59.0
2012-02-08,74,59.0,,0.59,43.66
2012-02-09,82,59.0,,0.59,48.379999999999995
2012-02-10,71,59.0,,0.59,41.89
2012-02-11,57,59.0,,0.59,33.629999999999995
2012-02-12,61,59.0,,0.59,35.989999999999995
2012-02-13,83,59.0,,0.59,48.97
2012-02-14,93,59.0,,0.59,54.87
2012-02-15,76,59.0,,0.59,44.839999999999996
2012-02-16,78,59.0,,0.59,46.019999999999996
2012-02-17,79,59.0,,0.59,46.61
2012-02-18,54,59.0,,0.59,31.86
2012-02-19,52,59.0,,0.59,30.68
2012-02-20,58,59.0,,0.59,34.22
2012-02-21,79,59.0,,0.59,46.61
2012-02-22,94,59.0,,0.59,55.459999999999994
2012-02-23,83,59.0,,0.59,48.97
2012-02-24,60,59.0,,0.59,35.4
2012-02-25,53,59.0,,0.59,31.27
2012-02-26,62,59.0,,0.59,36.58
2012-02-27,85,59.0,,0.59,50.15
2012-02-28,81,59.0,,0.59,47.79
2012-02-29,84,59.0,,0.59,49.559999999999995
2012-03-01,95,56.0,False,0.56,53.2
2012-03-02,83,56.0,,0.56,46.480000000000004
2012-03-03,52,56.0,,0.56,29.120000000000005
2012-03-04,62,56.0,,0.56,34.720000000000006
2012-03-05,90,56.0,,0.56,50.400000000000006
2012-03-06,94,56.0,,0.56,52.64000000000001
2012-03-07,94,56.0,,0.56,52.64000000000001
2012-03-08,77,56.0,,0.56,43.120000000000005
2012-03-09,70,56.0,,0.56,39.2
2012-03-10,43,56.0,,0.56,24.080000000000002
2012-03-11,61,56.0,,0.56,34.160000000000004
2012-03-12,82,56.0,,0.56,45.92
2012-03-13,79,56.0,,0.56,44.24
2012-03-14,90,56.0,,0.56,50.400000000000006
2012-03-15,73,56.0,,0.56,40.88
2012-03-16,71,56.0,,0.56,39.760000000000005
2012-03-17,57,56.0,,0.56,31.92
2012-03-18,64,56.0,,0.56,35.84
2012-03-19,70,56.0,,0.56,39.2
2012-03-20,90,56.0,,0.56,50.400000000000006
2012-03-21,78,56.0,,0.56,43.68000000000001
2012-03-22,80,56.0,,0.56,44.800000000000004
2012-03-23,76,56.0,,0.56,42.56
2012-03-24,49,56.0,,0.56,27.44
2012-03-25,63,56.0,,0.56,35.28
2012-03-26,77,56.0,,0.56,43.120000000000005
2012-03-27,84,56.0,,0.56,47.040000000000006
2012-03-28,78,56.0,,0.56,43.68000000000001
2012-03-29,100,56.0,,0.56,56.00000000000001
2012-03-30,74,56.0,,0.56,41.440000000000005
2012-03-31,55,56.0,,0.56,30.800000000000004
2012-04-01,59,57.0,False,0.57,33.629999999999995
2012-04-02,75,57.0,,0.57,42.74999999999999
2012-04-03,86,57.0,,0.57,49.019999999999996
2012-04-04,76,57.0,,0.57,43.31999999999999
2012-04-05,72,57.0,,0.57,41.04
2012-04-06,58,57.0,,0.57,33.059999999999995
2012-04-07,50,57.0,,0.57,28.499999999999996
2012-04-08,58,57.0,,0.57,33.059999999999995
2012-04-09,75,57.0,,0.57,42.74999999999999
2012-04-10,72,57.0,,0.57,41.04
2012-04-11,86,57.0,,0.57,49.019999999999996
2012-04-12,76,57.0,,0.57,43.31999999999999
2012-04-13,72,57.0,,0.57,41.04
2012-04-14,49,57.0,,0.57,27.929999999999996
2012-04-15,74,57.0,,0.57,42.18
2012-04-16,80,57.0,,0.57,45.599999999999994
2012-04-17,89,57.0,,0.57,50.73
2012-04-18,86,57.0,,0.57,49.019999999999996
2012-04-19,87,57.0,,0.57,49.589999999999996
2012-04-20,82,57.0,,0.57,46.739999999999995
2012-04-21,46,57.0,,0.57,26.22
2012-04-22,72,57.0,,0.57,41.04
2012-04-23,93,57.0,,0.57,53.01
2012-04-24,100,57.0,,0.57,56.99999999999999
2012-04-25,89,57.0,,0.57,50.73
2012-04-26,94,57.0,,0.57,53.58
2012-04-27,69,57.0,,0.57,39.33
2012-04-28,62,57.0,,0.57,35.339999999999996
2012-04-29,77,57.0,,0.57,43.88999999999999
2012-04-30,87,57.0,,0.57,49.589999999999996
2012-05-01,100,55.0,False,0.55,55.00000000000001
2012-05-02,90,55.0,,0.55,49.50000000000001
2012-05-03,91,55.0,,0.55,50.050000000000004
2012-05-04,79,55.0,,0.55,43.45
2012-05-05,63,55.0,,0.55,34.650000000000006
2012-05-06,64,55.0,,0.55,35.2
2012-05-07,96,55.0,,0.55,52.800000000000004
2012-05-08,99,55.0,,0.55,54.45
2012-05-09,99,55.0,,0.55,54.45
2012-05-10,85,55.0,,0.55,46.75000000000001
2012-05-11,74,55.0,,0.55,40.7
2012-05-12,60,55.0,,0.55,33.0
2012-05-13,67,55.0,,0.55,36.85
2012-05-14,86,55.0,,0.55,47.300000000000004
2012-05-15,90,55.0,,0.55,49.50000000000001
2012-05-16,88,55.0,,0.55,48.400000000000006
2012-05-17,88,55.0,,0.55,48.400000000000006
2012-05-18,96,55.0,,0.55,52.800000000000004
2012-05-19,63,55.0,,0.55,34.650000000000006
2012-05-20,64,55.0,,0.55,35.2
2012-05-21,77,55.0,,0.55,42.35
2012-05-22,79,55.0,,0.55,43.45
2012-05-23,86,55.0,,0.55,47.300000000000004
2012-05-24,80,55.0,,0.55,44.0
2012-05-25,66,55.0,,0.55,36.300000000000004
2012-05-26,45,55.0,,0.55,24.750000000000004
2012-05-27,53,55.0,,0.55,29.150000000000002
2012-05-28,58,55.0,,0.55,31.900000000000002
2012-05-29,78,55.0,,0.55,42.900000000000006
2012-05-30,76,55.0,,0.55,41.800000000000004
2012-05-31,76,55.0,,0.55,41.800000000000004
2012-06-01,79,45.0,False,0.45,35.550000000000004
2012-06-02,72,45.0,,0.45,32.4
2012-06-03,59,45.0,,0.45,26.55
2012-06-04,78,45.0,,0.45,35.1
2012-06-05,95,45.0,,0.45,42.75
2012-06-06,82,45.0,,0.45,36.9
2012-06-07,80,45.0,,0.45,36.0
2012-06-08,77,45.0,,0.45,34.65
2012-06-09,61,45.0,,0.45,27.45
2012-06-10,71,45.0,,0.45,31.95
2012-06-11,76,45.0,,0.45,34.2
2012-06-12,83,45.0,,0.45,37.35
2012-06-13,73,45.0,,0.45,32.85
2012-06-14,100,45.0,,0.45,45.0
2012-06-15,59,45.0,,0.45,26.55
2012-06-16,52,45.0,,0.45,23.400000000000002
2012-06-17,71,45.0,,0.45,31.95
2012-06-18,66,45.0,,0.45,29.7
2012-06-19,59,45.0,,0.45,26.55
2012-06-20,56,45.0,,0.45,25.2
2012-06-21,70,45.0,,0.45,31.5
2012-06-22,65,45.0,,0.45,29.25
2012-06-23,64,45.0,,0.45,28.8
2012-06-24,55,45.0,,0.45,24.75
2012-06-25,70,45.0,,0.45,31.5
2012-06-26,67,45.0,,0.45,30.150000000000002
2012-06-27,67,45.0,,0.45,30.150000000000002
2012-06-28,62,45.0,,0.45,27.900000000000002
2012-06-29,69,45.0,,0.45,31.05
2012-06-30,67,45.0,,0.45,30.150000000000002
2012-07-01,78,39.0,False,0.39,30.42
2012-07-02,82,39.0,,0.39,31.98
2012-07-03,86,39.0,,0.39,33.54
2012-07-04,78,39.0,,0.39,30.42
2012-07-05,91,39.0,,0.39,35.49
2012-07-06,83,39.0,,0.39,32.370000000000005
2012-07-07,80,39.0,,0.39,31.200000000000003
2012-07-08,73,39.0,,0.39,28.470000000000002
2012-07-09,85,39.0,,0.39,33.15
2012-07-10,100,39.0,,0.39,39.0
2012-07-11,85,39.0,,0.39,33.15
2012-07-12,94,39.0,,0.39,36.660000000000004
2012-07-13,95,39.0,,0.39,37.050000000000004
2012-07-14,79,39.0,,0.39,30.810000000000002
2012-07-15,83,39.0,,0.39,32.370000000000005
2012-07-16,91,39.0,,0.39,35.49
2012-07-17,91,39.0,,0.39,35.49
2012-07-18,94,39.0,,0.39,36.660000000000004
2012-07-19,84,39.0,,0.39,32.76
2012-07-20,88,39.0,,0.39,34.32
2012-07-21,73,39.0,,0.39,28.470000000000002
2012-07-22,66,39.0,,0.39,25.740000000000002
2012-07-23,83,39.0,,0.39,32.370000000000005
2012-07-24,86,39.0,,0.39,33.54
2012-07-25,89,39.0,,0.39,34.71
2012-07-26,82,39.0,,0.39,31.98
2012-07-27,92,39.0,,0.39,35.88
2012-07-28,78,39.0,,0.39,30.42
2012-07-29,79,39.0,,0.39,30.810000000000002
2012-07-30,80,39.0,,0.39,31.200000000000003
2012-07-31,100,39.0,,0.39,39.0
2012-08-01,65,42.0,False,0.42,27.3
2012-08-02,81,42.0,,0.42,34.019999999999996
2012-08-03,69,42.0,,0.42,28.98
2012-08-04,66,42.0,,0.42,27.72
2012-08-05,67,42.0,,0.42,28.14
2012-08-06,74,42.0,,0.42,31.08
2012-08-07,77,42.0,,0.42,32.339999999999996
2012-08-08,71,42.0,,0.42,29.82
2012-08-09,79,42.0,,0.42,33.18
2012-08-10,57,42.0,,0.42,23.939999999999998
2012-08-11,63,42.0,,0.42,26.459999999999997
2012-08-12,53,42.0,,0.42,22.259999999999998
2012-08-13,59,42.0,,0.42,24.779999999999998
2012-08-14,63,42.0,,0.42,26.459999999999997
2012-08-15,86,42.0,,0.42,36.12
2012-08-16,63,42.0,,0.42,26.459999999999997
2012-08-17,72,42.0,,0.42,30.24
2012-08-18,54,42.0,,0.42,22.68
2012-08-19,77,42.0,,0.42,32.339999999999996
2012-08-20,70,42.0,,0.42,29.4
2012-08-21,75,42.0,,0.42,31.5
2012-08-22,77,42.0,,0.42,32.339999999999996
2012-08-23,84,42.0,,0.42,35.28
2012-08-24,73,42.0,,0.42,30.66
2012-08-25,68,42.0,,0.42,28.56
2012-08-26,68,42.0,,0.42,28.56
2012-08-27,94,42.0,,0.42,39.48
2012-08-28,99,42.0,,0.42,41.58
2012-08-29,100,42.0,,0.42,42.0
2012-08-30,98,42.0,,0.42,41.16
2012-08-31,75,42.0,,0.42,31.5
2012-09-01,42,62.0,False,0.62,26.04
2012-09-02,48,62.0,,0.62,29.759999999999998
2012-09-03,79,62.0,,0.62,48.98
2012-09-04,64,62.0,,0.62,39.68
2012-09-05,71,62.0,,0.62,44.02
2012-09-06,84,62.0,,0.62,52.08
2012-09-07,82,62.0,,0.62,50.839999999999996
2012-09-08,56,62.0,,0.62,34.72
2012-09-09,71,62.0,,0.62,44.02
2012-09-10,88,62.0,,0.62,54.56
2012-09-11,100,62.0,,0.62,62.0
2012-09-12,82,62.0,,0.62,50.839999999999996
2012-09-13,99,62.0,,0.62,61.38
2012-09-14,71,62.0,,0.62,44.02
2012-09-15,62,62.0,,0.62,38.44
2012-09-16,58,62.0,,0.62,35.96
2012-09-17,90,62.0,,0.62,55.8
2012-09-18,96,62.0,,0.62,59.519999999999996
2012-09-19,97,62.0,,0.62,60.14
2012-09-20,84,62.0,,0.62,52.08
2012-09-21,80,62.0,,0.62,49.6
2012-09-22,57,62.0,,0.62,35.339999999999996
2012-09-23,69,62.0,,0.62,42.78
2012-09-24,90,62.0,,0.62,55.8
2012-09-25,88,62.0,,0.62,54.56
2012-09-26,90,62.0,,0.62,55.8
2012-09-27,89,62.0,,0.62,55.18
2012-09-28,73,62.0,,0.62,45.26
2012-09-29,51,62.0,,0.62,31.62
2012-09-30,76,62.0,,0.62,47.12
2012-10-01,85,62.0,False,0.62,52.7
2012-10-02,85,62.0,,0.62,52.7
2012-10-03,87,62.0,,0.62,53.94
2012-10-04,83,62.0,,0.62,51.46
2012-10-05,70,62.0,,0.62,43.4
2012-10-06,56,62.0,,0.62,34.72
2012-10-07,60,62.0,,0.62,37.2
2012-10-08,72,62.0,,0.62,44.64
2012-10-09,83,62.0,,0.62,51.46
2012-10-10,78,62.0,,0.62,48.36
2012-10-11,83,62.0,,0.62,51.46
2012-10-12,62,62.0,,0.62,38.44
2012-10-13,54,62.0,,0.62,33.48
2012-10-14,55,62.0,,0.62,34.1
2012-10-15,79,62.0,,0.62,48.98
2012-10-16,82,62.0,,0.62,50.839999999999996
2012-10-17,66,62.0,,0.62,40.92
2012-10-18,91,62.0,,0.62,56.42
2012-10-19,65,62.0,,0.62,40.3
2012-10-20,60,62.0,,0.62,37.2
2012-10-21,60,62.0,,0.62,37.2
2012-10-22,73,62.0,,0.62,45.26
2012-10-23,100,62.0,,0.62,62.0
2012-10-24,84,62.0,,0.62,52.08
2012-10-25,79,62.0,,0.62,48.98
2012-10-26,69,62.0,,0.62,42.78
2012-10-27,47,62.0,,0.62,29.14
2012-10-28,56,62.0,,0.62,34.72
2012-10-29,83,62.0,,0.62,51.46
2012-10-30,66,62.0,,0.62,40.92
2012-10-31,69,62.0,,0.62,42.78
2012-11-01,72,66.0,False,0.66,47.52
2012-11-02,62,66.0,,0.66,40.92
2012-11-03,41,66.0,,0.66,27.060000000000002
2012-11-04,56,66.0,,0.66,36.96
2012-11-05,71,66.0,,0.66,46.86
2012-11-06,72,66.0,,0.66,47.52
2012-11-07,70,66.0,,0.66,46.2
2012-11-08,79,66.0,,0.66,52.14
2012-11-09,77,66.0,,0.66,50.82
2012-11-10,55,66.0,,0.66,36.300000000000004
2012-11-11,62,66.0,,0.66,40.92
2012-11-12,72,66.0,,0.66,47.52
2012-11-13,84,66.0,,0.66,55.440000000000005
2012-11-14,95,66.0,,0.66,62.7
2012-11-15,87,66.0,,0.66,57.42
2012-11-16,75,66.0,,0.66,49.5
2012-11-17,54,66.0,,0.66,35.64
2012-11-18,58,66.0,,0.66,38.28
2012-11-19,76,66.0,,0.66,50.160000000000004
2012-11-20,69,66.0,,0.66,45.54
2012-11-21,61,66.0,,0.66,40.260000000000005
2012-11-22,45,66.0,,0.66,29.700000000000003
2012-11-23,52,66.0,,0.66,34.32
2012-11-24,58,66.0,,0.66,38.28
2012-11-25,66,66.0,,0.66,43.56
2012-11-26,75,66.0,,0.66,49.5
2012-11-27,100,66.0,,0.66,66.0
2012-11-28,93,66.0,,0.66,61.38
2012-11-29,93,66.0,,0.66,61.38
2012-11-30,83,66.0,,0.66,54.78
2012-12-01,57,82.0,False,0.82,46.739999999999995
2012-12-02,61,82.0,,0.82,50.019999999999996
2012-12-03,81,82.0,,0.82,66.42
2012-12-04,89,82.0,,0.82,72.97999999999999
2012-12-05,94,82.0,,0.82,77.08
2012-12-06,95,82.0,,0.82,77.89999999999999
2012-12-07,81,82.0,,0.82,66.42
2012-12-08,65,82.0,,0.82,53.3
2012-12-09,74,82.0,,0.82,60.68
2012-12-10,90,82.0,,0.82,73.8
2012-12-11,99,82.0,,0.82,81.17999999999999
2012-12-12,100,82.0,,0.82,82.0
2012-12-13,84,82.0,,0.82,68.88
2012-12-14,79,82.0,,0.82,64.78
2012-12-15,70,82.0,,0.82,57.4
2012-12-16,71,82.0,,0.82,58.22
2012-12-17,84,82.0,,0.82,68.88
2012-12-18,94,82.0,,0.82,77.08
2012-12-19,92,82.0,,0.82,75.44
2012-12-20,92,82.0,,0.82,75.44
2012-12-21,75,82.0,,0.82,61.49999999999999
2012-12-22,77,82.0,,0.82,63.13999999999999
2012-12-23,78,82.0,,0.82,63.959999999999994
2012-12-24,97,82.0,,0.82,79.53999999999999
2012-12-25,77,82.0,,0.82,63.13999999999999
2012-12-26,44,82.0,,0.82,36.08
2012-12-27,40,82.0,,0.82,32.8
2012-12-28,33,82.0,,0.82,27.06
2012-12-29,32,82.0,,0.82,26.24
2012-12-30,31,82.0,,0.82,25.419999999999998
2012-12-31,34,82.0,,0.82,27.88
2013-01-01,46,53.0,False,0.53,24.380000000000003
2013-01-02,54,53.0,,0.53,28.62
2013-01-03,62,53.0,,0.53,32.86
2013-01-04,54,53.0,,0.53,28.62
2013-01-05,48,53.0,,0.53,25.44
2013-01-06,58,53.0,,0.53,30.740000000000002
2013-01-07,64,53.0,,0.53,33.92
2013-01-08,71,53.0,,0.53,37.63
2013-01-09,78,53.0,,0.53,41.34
2013-01-10,73,53.0,,0.53,38.690000000000005
2013-01-11,79,53.0,,0.53,41.870000000000005
2013-01-12,45,53.0,,0.53,23.85
2013-01-13,52,53.0,,0.53,27.560000000000002
2013-01-14,74,53.0,,0.53,39.22
2013-01-15,91,53.0,,0.53,48.230000000000004
2013-01-16,80,53.0,,0.53,42.400000000000006
2013-01-17,94,53.0,,0.53,49.82
2013-01-18,74,53.0,,0.53,39.22
2013-01-19,42,53.0,,0.53,22.26
2013-01-20,48,53.0,,0.53,25.44
2013-01-21,74,53.0,,0.53,39.22
2013-01-22,93,53.0,,0.53,49.29
2013-01-23,86,53.0,,0.53,45.580000000000005
2013-01-24,91,53.0,,0.53,48.230000000000004
2013-01-25,81,53.0,,0.53,42.93
2013-01-26,53,53.0,,0.53,28.09
2013-01-27,66,53.0,,0.53,34.980000000000004
2013-01-28,90,53.0,,0.53,47.7
2013-01-29,91,53.0,,0.53,48.230000000000004
2013-01-30,94,53.0,,0.53,49.82
2013-01-31,100,53.0,,0.53,53.0
2013-02-01,82,63.0,False,0.63,51.660000000000004
2013-02-02,50,63.0,,0.63,31.5
2013-02-03,62,63.0,,0.63,39.06
2013-02-04,88,63.0,,0.63,55.44
2013-02-05,88,63.0,,0.63,55.44
2013-02-06,82,63.0,,0.63,51.660000000000004
2013-02-07,84,63.0,,0.63,52.92
2013-02-08,73,63.0,,0.63,45.99
2013-02-09,47,63.0,,0.63,29.61
2013-02-10,72,63.0,,0.63,45.36
2013-02-11,88,63.0,,0.63,55.44
2013-02-12,100,63.0,,0.63,63.0
2013-02-13,78,63.0,,0.63,49.14
2013-02-14,88,63.0,,0.63,55.44
2013-02-15,64,63.0,,0.63,40.32
2013-02-16,45,63.0,,0.63,28.35
2013-02-17,46,63.0,,0.63,28.98
2013-02-18,72,63.0,,0.63,45.36
2013-02-19,84,63.0,,0.63,52.92
2013-02-20,82,63.0,,0.63,51.660000000000004
2013-02-21,81,63.0,,0.63,51.03
2013-02-22,66,63.0,,0.63,41.58
2013-02-23,43,63.0,,0.63,27.09
2013-02-24,63,63.0,,0.63,39.69
2013-02-25,91,63.0,,0.63,57.33
2013-02-26,95,63.0,,0.63,59.85
2013-02-27,81,63.0,,0.63,51.03
2013-02-28,90,63.0,,0.63,56.7
2013-03-01,82,57.0,False,0.57,46.739999999999995
2013-03-02,65,57.0,,0.57,37.05
2013-03-03,67,57.0,,0.57,38.19
2013-03-04,99,57.0,,0.57,56.42999999999999
2013-03-05,93,57.0,,0.57,53.01
2013-03-06,100,57.0,,0.57,56.99999999999999
2013-03-07,98,57.0,,0.57,55.85999999999999
2013-03-08,87,57.0,,0.57,49.589999999999996
2013-03-09,48,57.0,,0.57,27.36
2013-03-10,68,57.0,,0.57,38.76
2013-03-11,77,57.0,,0.57,43.88999999999999
2013-03-12,80,57.0,,0.57,45.599999999999994
2013-03-13,87,57.0,,0.57,49.589999999999996
2013-03-14,89,57.0,,0.57,50.73
2013-03-15,70,57.0,,0.57,39.9
2013-03-16,45,57.0,,0.57,25.65
2013-03-17,64,57.0,,0.57,36.48
2013-03-18,92,57.0,,0.57,52.44
2013-03-19,95,57.0,,0.57,54.15
2013-03-20,87,57.0,,0.57,49.589999999999996
2013-03-21,88,57.0,,0.57,50.16
2013-03-22,82,57.0,,0.57,46.739999999999995
2013-03-23,46,57.0,,0.57,26.22
2013-03-24,56,57.0,,0.57,31.919999999999998
2013-03-25,88,57.0,,0.57,50.16
2013-03-26,80,57.0,,0.57,45.599999999999994
2013-03-27,77,57.0,,0.57,43.88999999999999
2013-03-28,75,57.0,,0.57,42.74999999999999
2013-03-29,58,57.0,,0.57,33.059999999999995
2013-03-30,51,57.0,,0.57,29.069999999999997
2013-03-31,52,57.0,,0.57,29.639999999999997
2013-04-01,66,61.0,False,0.61,40.26
2013-04-02,70,61.0,,0.61,42.699999999999996
2013-04-03,76,61.0,,0.61,46.36
2013-04-04,80,61.0,,0.61,48.8
2013-04-05,65,61.0,,0.61,39.65
2013-04-06,47,61.0,,0.61,28.669999999999998
2013-04-07,57,61.0,,0.61,34.769999999999996
2013-04-08,81,61.0,,0.61,49.41
