date,garden_unscaled,garden_monthly,isPartial,scale,garden
2011-08-28,98,55.0,,0.55,53.900000000000006
2011-08-29,84,55.0,,0.55,46.2
2011-08-30,80,55.0,,0.55,44.0
2011-08-31,80,55.0,,0.55,44.0
2011-09-01,81,53.0,False,0.53,42.93
2011-09-02,85,53.0,,0.53,45.050000000000004
2011-09-03,100,53.0,,0.53,53.0
2011-09-04,90,53.0,,0.53,47.7
2011-09-05,92,53.0,,0.53,48.760000000000005
2011-09-06,79,53.0,,0.53,41.870000000000005
2011-09-07,76,53.0,,0.53,40.28
2011-09-08,75,53.0,,0.53,39.75
2011-09-09,87,53.0,,0.53,46.11
2011-09-10,92,53.0,,0.53,48.760000000000005
2011-09-11,91,53.0,,0.53,48.230000000000004
2011-09-12,77,53.0,,0.53,40.81
2011-09-13,75,53.0,,0.53,39.75
2011-09-14,71,53.0,,0.53,37.63
2011-09-15,77,53.0,,0.53,40.81
2011-09-16,83,53.0,,0.53,43.99
2011-09-17,94,53.0,,0.53,49.82
2011-09-18,86,53.0,,0.53,45.580000000000005
2011-09-19,72,53.0,,0.53,38.160000000000004
2011-09-20,77,53.0,,0.53,40.81
2011-09-21,71,53.0,,0.53,37.63
2011-09-22,71,53.0,,0.53,37.63
2011-09-23,85,53.0,,0.53,45.050000000000004
2011-09-24,98,53.0,,0.53,51.940000000000005
2011-09-25,89,53.0,,0.53,47.17
2011-09-26,75,53.0,,0.53,39.75
2011-09-27,69,53.0,,0.53,36.57
2011-09-28,72,53.0,,0.53,38.160000000000004
2011-09-29,75,53.0,,0.53,39.75
2011-09-30,82,53.0,,0.53,43.46
2011-10-01,98,52.0,False,0.52,50.96
2011-10-02,86,52.0,,0.52,44.72
2011-10-03,77,52.0,,0.52,40.04
2011-10-04,73,52.0,,0.52,37.96
2011-10-05,71,52.0,,0.52,36.92
2011-10-06,74,52.0,,0.52,38.480000000000004
2011-10-07,86,52.0,,0.52,44.72
2011-10-08,93,52.0,,0.52,48.36
2011-10-09,92,52.0,,0.52,47.84
2011-10-10,82,52.0,,0.52,42.64
2011-10-11,79,52.0,,0.52,41.08
2011-10-12,73,52.0,,0.52,37.96
2011-10-13,79,52.0,,0.52,41.08
2011-10-14,87,52.0,,0.52,45.24
2011-10-15,100,52.0,,0.52,52.0
2011-10-16,90,52.0,,0.52,46.800000000000004
2011-10-17,75,52.0,,0.52,39.0
2011-10-18,70,52.0,,0.52,36.4
2011-10-19,73,52.0,,0.52,37.96
2011-10-20,69,52.0,,0.52,35.88
2011-10-21,85,52.0,,0.52,44.2
2011-10-22,94,52.0,,0.52,48.88
2011-10-23,84,52.0,,0.52,43.68
2011-10-24,73,52.0,,0.52,37.96
2011-10-25,73,52.0,,0.52,37.96
2011-10-26,69,52.0,,0.52,35.88
2011-10-27,72,52.0,,0.52,37.44
2011-10-28,74,52.0,,0.52,38.480000000000004
2011-10-29,83,52.0,,0.52,43.160000000000004
2011-10-30,83,52.0,,0.52,43.160000000000004
2011-10-31,64,52.0,,0.52,33.28
2011-11-01,77,49.0,False,0.49,37.73
2011-11-02,77,49.0,,0.49,37.73
2011-11-03,78,49.0,,0.49,38.22
2011-11-04,88,49.0,,0.49,43.12
2011-11-05,96,49.0,,0.49,47.04
2011-11-06,92,49.0,,0.49,45.08
2011-11-07,77,49.0,,0.49,37.73
2011-11-08,77,49.0,,0.49,37.73
2011-11-09,77,49.0,,0.49,37.73
2011-11-10,81,49.0,,0.49,39.69
2011-11-11,96,49.0,,0.49,47.04
2011-11-12,100,49.0,,0.49,49.0
2011-11-13,85,49.0,,0.49,41.65
2011-11-14,76,49.0,,0.49,37.24
2011-11-15,76,49.0,,0.49,37.24
2011-11-16,80,49.0,,0.49,39.2
2011-11-17,78,49.0,,0.49,38.22
2011-11-18,75,49.0,,0.49,36.75
2011-11-19,92,49.0,,0.49,45.08
2011-11-20,91,49.0,,0.49,44.589999999999996
2011-11-21,78,49.0,,0.49,38.22
2011-11-22,73,49.0,,0.49,35.769999999999996
2011-11-23,81,49.0,,0.49,39.69
2011-11-24,65,49.0,,0.49,31.849999999999998
2011-11-25,82,49.0,,0.49,40.18
2011-11-26,96,49.0,,0.49,47.04
2011-11-27,86,49.0,,0.49,42.14
2011-11-28,77,49.0,,0.49,37.73
2011-11-29,72,49.0,,0.49,35.28
2011-11-30,78,49.0,,0.49,38.22
2011-12-01,72,50.0,False,0.5,36.0
2011-12-02,79,50.0,,0.5,39.5
2011-12-03,89,50.0,,0.5,44.5
2011-12-04,86,50.0,,0.5,43.0
2011-12-05,73,50.0,,0.5,36.5
2011-12-06,72,50.0,,0.5,36.0
2011-12-07,68,50.0,,0.5,34.0
2011-12-08,74,50.0,,0.5,37.0
2011-12-09,81,50.0,,0.5,40.5
2011-12-10,89,50.0,,0.5,44.5
2011-12-11,85,50.0,,0.5,42.5
2011-12-12,75,50.0,,0.5,37.5
2011-12-13,74,50.0,,0.5,37.0
2011-12-14,76,50.0,,0.5,38.0
2011-12-15,72,50.0,,0.5,36.0
2011-12-16,78,50.0,,0.5,39.0
2011-12-17,90,50.0,,0.5,45.0
2011-12-18,87,50.0,,0.5,43.5
2011-12-19,75,50.0,,0.5,37.5
2011-12-20,75,50.0,,0.5,37.5
2011-12-21,80,50.0,,0.5,40.0
2011-12-22,78,50.0,,0.5,39.0
2011-12-23,82,50.0,,0.5,41.0
2011-12-24,85,50.0,,0.5,42.5
2011-12-25,71,50.0,,0.5,35.5
2011-12-26,91,50.0,,0.5,45.5
2011-12-27,84,50.0,,0.5,42.0
2011-12-28,85,50.0,,0.5,42.5
2011-12-29,91,50.0,,0.5,45.5
2011-12-30,93,50.0,,0.5,46.5
2011-12-31,100,50.0,,0.5,50.0
2012-01-01,91,54.0,False,0.54,49.14
2012-01-02,76,54.0,,0.54,41.040000000000006
2012-01-03,72,54.0,,0.54,38.88
2012-01-04,72,54.0,,0.54,38.88
2012-01-05,75,54.0,,0.54,40.5
2012-01-06,80,54.0,,0.54,43.2
2012-01-07,90,54.0,,0.54,48.6
2012-01-08,88,54.0,,0.54,47.52
2012-01-09,75,54.0,,0.54,40.5
2012-01-10,71,54.0,,0.54,38.34
2012-01-11,72,54.0,,0.54,38.88
2012-01-12,72,54.0,,0.54,38.88
2012-01-13,74,54.0,,0.54,39.96
2012-01-14,94,54.0,,0.54,50.760000000000005
2012-01-15,83,54.0,,0.54,44.82
2012-01-16,76,54.0,,0.54,41.040000000000006
2012-01-17,72,54.0,,0.54,38.88
2012-01-18,67,54.0,,0.54,36.18
2012-01-19,67,54.0,,0.54,36.18
2012-01-20,75,54.0,,0.54,40.5
2012-01-21,87,54.0,,0.54,46.980000000000004
2012-01-22,79,54.0,,0.54,42.660000000000004
2012-01-23,73,54.0,,0.54,39.42
2012-01-24,78,54.0,,0.54,42.120000000000005
2012-01-25,72,54.0,,0.54,38.88
2012-01-26,76,54.0,,0.54,41.040000000000006
2012-01-27,81,54.0,,0.54,43.74
2012-01-28,100,54.0,,0.54,54.0
2012-01-29,98,54.0,,0.54,52.92
2012-01-30,72,54.0,,0.54,38.88
2012-01-31,76,54.0,,0.54,41.040000000000006
2012-02-01,65,58.0,False,0.58,37.699999999999996
2012-02-02,67,58.0,,0.58,38.86
2012-02-03,75,58.0,,0.58,43.5
2012-02-04,87,58.0,,0.58,50.459999999999994
2012-02-05,76,58.0,,0.58,44.08
2012-02-06,64,58.0,,0.58,37.12
2012-02-07,69,58.0,,0.58,40.019999999999996
2012-02-08,70,58.0,,0.58,40.599999999999994
2012-02-09,75,58.0,,0.58,43.5
2012-02-10,80,58.0,,0.58,46.4
2012-02-11,100,58.0,,0.58,57.99999999999999
2012-02-12,86,58.0,,0.58,49.879999999999995
2012-02-13,75,58.0,,0.58,43.5
2012-02-14,98,58.0,,0.58,56.839999999999996
2012-02-15,87,58.0,,0.58,50.459999999999994
2012-02-16,77,58.0,,0.58,44.66
2012-02-17,82,58.0,,0.58,47.559999999999995
2012-02-18,90,58.0,,0.58,52.199999999999996
2012-02-19,94,58.0,,0.58,54.519999999999996
2012-02-20,78,58.0,,0.58,45.239999999999995
2012-02-21,72,58.0,,0.58,41.76
2012-02-22,69,58.0,,0.58,40.019999999999996
2012-02-23,74,58.0,,0.58,42.919999999999995
2012-02-24,81,58.0,,0.58,46.98
2012-02-25,97,58.0,,0.58,56.26
2012-02-26,91,58.0,,0.58,52.779999999999994
2012-02-27,72,58.0,,0.58,41.76
2012-02-28,73,58.0,,0.58,42.339999999999996
2012-02-29,69,58.0,,0.58,40.019999999999996
2012-03-01,68,65.0,False,0.65,44.2
2012-03-02,75,65.0,,0.65,48.75
2012-03-03,91,65.0,,0.65,59.15
2012-03-04,90,65.0,,0.65,58.5
2012-03-05,72,65.0,,0.65,46.800000000000004
2012-03-06,68,65.0,,0.65,44.2
2012-03-07,67,65.0,,0.65,43.550000000000004
2012-03-08,68,65.0,,0.65,44.2
2012-03-09,72,65.0,,0.65,46.800000000000004
2012-03-10,98,65.0,,0.65,63.7
2012-03-11,99,65.0,,0.65,64.35000000000001
2012-03-12,83,65.0,,0.65,53.95
2012-03-13,86,65.0,,0.65,55.9
2012-03-14,75,65.0,,0.65,48.75
2012-03-15,72,65.0,,0.65,46.800000000000004
2012-03-16,85,65.0,,0.65,55.25
2012-03-17,93,65.0,,0.65,60.45
2012-03-18,94,65.0,,0.65,61.1
2012-03-19,78,65.0,,0.65,50.7
2012-03-20,76,65.0,,0.65,49.4
2012-03-21,74,65.0,,0.65,48.1
2012-03-22,75,65.0,,0.65,48.75
2012-03-23,85,65.0,,0.65,55.25
2012-03-24,100,65.0,,0.65,65.0
2012-03-25,92,65.0,,0.65,59.800000000000004
2012-03-26,78,65.0,,0.65,50.7
2012-03-27,71,65.0,,0.65,46.15
2012-03-28,71,65.0,,0.65,46.15
2012-03-29,73,65.0,,0.65,47.45
2012-03-30,78,65.0,,0.65,50.7
2012-03-31,88,65.0,,0.65,57.2
2012-04-01,88,68.0,False,0.68,59.84
2012-04-02,72,68.0,,0.68,48.96
2012-04-03,71,68.0,,0.68,48.28
2012-04-04,75,68.0,,0.68,51.00000000000001
2012-04-05,74,68.0,,0.68,50.32
2012-04-06,79,68.0,,0.68,53.720000000000006
2012-04-07,88,68.0,,0.68,59.84
2012-04-08,89,68.0,,0.68,60.52
2012-04-09,75,68.0,,0.68,51.00000000000001
2012-04-10,74,68.0,,0.68,50.32
2012-04-11,70,68.0,,0.68,47.6
2012-04-12,69,68.0,,0.68,46.92
2012-04-13,76,68.0,,0.68,51.68000000000001
2012-04-14,96,68.0,,0.68,65.28
2012-04-15,90,68.0,,0.68,61.2
2012-04-16,71,68.0,,0.68,48.28
2012-04-17,71,68.0,,0.68,48.28
2012-04-18,73,68.0,,0.68,49.64
2012-04-19,72,68.0,,0.68,48.96
2012-04-20,81,68.0,,0.68,55.080000000000005
2012-04-21,100,68.0,,0.68,68.0
2012-04-22,94,68.0,,0.68,63.92
2012-04-23,74,68.0,,0.68,50.32
2012-04-24,70,68.0,,0.68,47.6
2012-04-25,73,68.0,,0.68,49.64
2012-04-26,71,68.0,,0.68,48.28
2012-04-27,76,68.0,,0.68,51.68000000000001
2012-04-28,92,68.0,,0.68,62.56
2012-04-29,90,68.0,,0.68,61.2
2012-04-30,75,68.0,,0.68,51.00000000000001
2012-05-01,59,68.0,False,0.68,40.120000000000005
2012-05-02,59,68.0,,0.68,40.120000000000005
2012-05-03,61,68.0,,0.68,41.480000000000004
2012-05-04,61,68.0,,0.68,41.480000000000004
2012-05-05,79,68.0,,0.68,53.720000000000006
2012-05-06,78,68.0,,0.68,53.040000000000006
2012-05-07,64,68.0,,0.68,43.52
2012-05-08,61,68.0,,0.68,41.480000000000004
2012-05-09,61,68.0,,0.68,41.480000000000004
2012-05-10,62,68.0,,0.68,42.160000000000004
2012-05-11,69,68.0,,0.68,46.92
2012-05-12,84,68.0,,0.68,57.120000000000005
2012-05-13,100,68.0,,0.68,68.0
2012-05-14,67,68.0,,0.68,45.56
2012-05-15,61,68.0,,0.68,41.480000000000004
2012-05-16,60,68.0,,0.68,40.800000000000004
2012-05-17,62,68.0,,0.68,42.160000000000004
2012-05-18,71,68.0,,0.68,48.28
2012-05-19,86,68.0,,0.68,58.480000000000004
2012-05-20,78,68.0,,0.68,53.040000000000006
2012-05-21,60,68.0,,0.68,40.800000000000004
2012-05-22,60,68.0,,0.68,40.800000000000004
2012-05-23,63,68.0,,0.68,42.84
2012-05-24,64,68.0,,0.68,43.52
2012-05-25,67,68.0,,0.68,45.56
2012-05-26,82,68.0,,0.68,55.760000000000005
2012-05-27,84,68.0,,0.68,57.120000000000005
2012-05-28,73,68.0,,0.68,49.64
2012-05-29,64,68.0,,0.68,43.52
2012-05-30,60,68.0,,0.68,40.800000000000004
2012-05-31,60,68.0,,0.68,40.800000000000004
2012-06-01,88,64.0,False,0.64,56.32
2012-06-02,100,64.0,,0.64,64.0
2012-06-03,100,64.0,,0.64,64.0
2012-06-04,79,64.0,,0.64,50.56
2012-06-05,76,64.0,,0.64,48.64
2012-06-06,78,64.0,,0.64,49.92
2012-06-07,78,64.0,,0.64,49.92
2012-06-08,87,64.0,,0.64,55.68
2012-06-09,97,64.0,,0.64,62.08
2012-06-10,93,64.0,,0.64,59.52
2012-06-11,78,64.0,,0.64,49.92
2012-06-12,77,64.0,,0.64,49.28
2012-06-13,74,64.0,,0.64,47.36
2012-06-14,78,64.0,,0.64,49.92
2012-06-15,87,64.0,,0.64,55.68
2012-06-16,100,64.0,,0.64,64.0
2012-06-17,99,64.0,,0.64,63.36
2012-06-18,78,64.0,,0.64,49.92
2012-06-19,73,64.0,,0.64,46.72
2012-06-20,79,64.0,,0.64,50.56
2012-06-21,78,64.0,,0.64,49.92
2012-06-22,78,64.0,,0.64,49.92
2012-06-23,94,64.0,,0.64,60.160000000000004
2012-06-24,90,64.0,,0.64,57.6
2012-06-25,78,64.0,,0.64,49.92
2012-06-26,81,64.0,,0.64,51.84
2012-06-27,80,64.0,,0.64,51.2
2012-06-28,79,64.0,,0.64,50.56
2012-06-29,82,64.0,,0.64,52.480000000000004
2012-06-30,94,64.0,,0.64,60.160000000000004
2012-07-01,98,61.0,False,0.61,59.78
2012-07-02,81,61.0,,0.61,49.41
2012-07-03,81,61.0,,0.61,49.41
2012-07-04,81,61.0,,0.61,49.41
2012-07-05,81,61.0,,0.61,49.41
2012-07-06,85,61.0,,0.61,51.85
2012-07-07,97,61.0,,0.61,59.17
2012-07-08,100,61.0,,0.61,61.0
2012-07-09,82,61.0,,0.61,50.019999999999996
2012-07-10,74,61.0,,0.61,45.14
2012-07-11,75,61.0,,0.61,45.75
2012-07-12,76,61.0,,0.61,46.36
2012-07-13,89,61.0,,0.61,54.29
2012-07-14,95,61.0,,0.61,57.949999999999996
2012-07-15,93,61.0,,0.61,56.73
2012-07-16,79,61.0,,0.61,48.19
2012-07-17,76,61.0,,0.61,46.36
2012-07-18,74,61.0,,0.61,45.14
2012-07-19,77,61.0,,0.61,46.97
2012-07-20,77,61.0,,0.61,46.97
2012-07-21,93,61.0,,0.61,56.73
2012-07-22,93,61.0,,0.61,56.73
2012-07-23,78,61.0,,0.61,47.58
2012-07-24,76,61.0,,0.61,46.36
2012-07-25,75,61.0,,0.61,45.75
2012-07-26,77,61.0,,0.61,46.97
2012-07-27,78,61.0,,0.61,47.58
2012-07-28,87,61.0,,0.61,53.07
2012-07-29,86,61.0,,0.61,52.46
2012-07-30,73,61.0,,0.61,44.53
2012-07-31,72,61.0,,0.61,43.92
2012-08-01,75,56.0,False,0.56,42.00000000000001
2012-08-02,76,56.0,,0.56,42.56
2012-08-03,81,56.0,,0.56,45.36000000000001
2012-08-04,96,56.0,,0.56,53.760000000000005
2012-08-05,89,56.0,,0.56,49.84
2012-08-06,76,56.0,,0.56,42.56
2012-08-07,76,56.0,,0.56,42.56
2012-08-08,78,56.0,,0.56,43.68000000000001
2012-08-09,75,56.0,,0.56,42.00000000000001
2012-08-10,79,56.0,,0.56,44.24
2012-08-11,88,56.0,,0.56,49.28
2012-08-12,91,56.0,,0.56,50.96000000000001
2012-08-13,77,56.0,,0.56,43.120000000000005
2012-08-14,77,56.0,,0.56,43.120000000000005
2012-08-15,76,56.0,,0.56,42.56
2012-08-16,78,56.0,,0.56,43.68000000000001
2012-08-17,84,56.0,,0.56,47.040000000000006
2012-08-18,100,56.0,,0.56,56.00000000000001
2012-08-19,88,56.0,,0.56,49.28
2012-08-20,75,56.0,,0.56,42.00000000000001
2012-08-21,74,56.0,,0.56,41.440000000000005
2012-08-22,75,56.0,,0.56,42.00000000000001
2012-08-23,73,56.0,,0.56,40.88
2012-08-24,80,56.0,,0.56,44.800000000000004
2012-08-25,91,56.0,,0.56,50.96000000000001
2012-08-26,83,56.0,,0.56,46.480000000000004
2012-08-27,72,56.0,,0.56,40.32000000000001
2012-08-28,72,56.0,,0.56,40.32000000000001
2012-08-29,70,56.0,,0.56,39.2
2012-08-30,68,56.0,,0.56,38.080000000000005
2012-08-31,80,56.0,,0.56,44.800000000000004
2012-09-01,100,52.0,False,0.52,52.0
2012-09-02,99,52.0,,0.52,51.480000000000004
2012-09-03,96,52.0,,0.52,49.92
2012-09-04,78,52.0,,0.52,40.56
2012-09-05,76,52.0,,0.52,39.52
2012-09-06,74,52.0,,0.52,38.480000000000004
2012-09-07,80,52.0,,0.52,41.6
2012-09-08,93,52.0,,0.52,48.36
2012-09-09,91,52.0,,0.52,47.32
2012-09-10,79,52.0,,0.52,41.08
2012-09-11,73,52.0,,0.52,37.96
2012-09-12,73,52.0,,0.52,37.96
2012-09-13,75,52.0,,0.52,39.0
2012-09-14,79,52.0,,0.52,41.08
2012-09-15,99,52.0,,0.52,51.480000000000004
2012-09-16,87,52.0,,0.52,45.24
2012-09-17,74,52.0,,0.52,38.480000000000004
2012-09-18,71,52.0,,0.52,36.92
2012-09-19,76,52.0,,0.52,39.52
2012-09-20,74,52.0,,0.52,38.480000000000004
2012-09-21,79,52.0,,0.52,41.08
2012-09-22,96,52.0,,0.52,49.92
2012-09-23,89,52.0,,0.52,46.28
2012-09-24,74,52.0,,0.52,38.480000000000004
2012-09-25,72,52.0,,0.52,37.44
2012-09-26,73,52.0,,0.52,37.96
2012-09-27,73,52.0,,0.52,37.96
2012-09-28,81,52.0,,0.52,42.120000000000005
2012-09-29,93,52.0,,0.52,48.36
2012-09-30,90,52.0,,0.52,46.800000000000004
2012-10-01,70,50.0,False,0.5,35.0
2012-10-02,69,50.0,,0.5,34.5
2012-10-03,68,50.0,,0.5,34.0
2012-10-04,66,50.0,,0.5,33.0
2012-10-05,80,50.0,,0.5,40.0
2012-10-06,90,50.0,,0.5,45.0
2012-10-07,79,50.0,,0.5,39.5
2012-10-08,71,50.0,,0.5,35.5
2012-10-09,70,50.0,,0.5,35.0
2012-10-10,66,50.0,,0.5,33.0
2012-10-11,69,50.0,,0.5,34.5
2012-10-12,74,50.0,,0.5,37.0
2012-10-13,91,50.0,,0.5,45.5
2012-10-14,83,50.0,,0.5,41.5
2012-10-15,69,50.0,,0.5,34.5
2012-10-16,69,50.0,,0.5,34.5
2012-10-17,100,50.0,,0.5,50.0
2012-10-18,73,50.0,,0.5,36.5
2012-10-19,78,50.0,,0.5,39.0
2012-10-20,89,50.0,,0.5,44.5
2012-10-21,84,50.0,,0.5,42.0
2012-10-22,70,50.0,,0.5,35.0
2012-10-23,64,50.0,,0.5,32.0
2012-10-24,63,50.0,,0.5,31.5
2012-10-25,64,50.0,,0.5,32.0
2012-10-26,70,50.0,,0.5,35.0
2012-10-27,81,50.0,,0.5,40.5
2012-10-28,74,50.0,,0.5,37.0
2012-10-29,62,50.0,,0.5,31.0
2012-10-30,63,50.0,,0.5,31.5
2012-10-31,67,50.0,,0.5,33.5
2012-11-01,68,48.0,False,0.48,32.64
2012-11-02,76,48.0,,0.48,36.48
2012-11-03,90,48.0,,0.48,43.199999999999996
2012-11-04,81,48.0,,0.48,38.879999999999995
2012-11-05,68,48.0,,0.48,32.64
2012-11-06,61,48.0,,0.48,29.279999999999998
2012-11-07,58,48.0,,0.48,27.84
2012-11-08,69,48.0,,0.48,33.12
2012-11-09,73,48.0,,0.48,35.04
2012-11-10,94,48.0,,0.48,45.12
2012-11-11,100,48.0,,0.48,48.0
2012-11-12,78,48.0,,0.48,37.44
2012-11-13,66,48.0,,0.48,31.68
2012-11-14,68,48.0,,0.48,32.64
2012-11-15,70,48.0,,0.48,33.6
2012-11-16,74,48.0,,0.48,35.519999999999996
2012-11-17,82,48.0,,0.48,39.36
2012-11-18,80,48.0,,0.48,38.4
2012-11-19,68,48.0,,0.48,32.64
2012-11-20,66,48.0,,0.48,31.68
2012-11-21,73,48.0,,0.48,35.04
2012-11-22,62,48.0,,0.48,29.759999999999998
2012-11-23,74,48.0,,0.48,35.519999999999996
2012-11-24,82,48.0,,0.48,39.36
2012-11-25,77,48.0,,0.48,36.96
2012-11-26,66,48.0,,0.48,31.68
2012-11-27,67,48.0,,0.48,32.16
2012-11-28,70,48.0,,0.48,33.6
2012-11-29,70,48.0,,0.48,33.6
2012-11-30,76,48.0,,0.48,36.48
2012-12-01,95,52.0,False,0.52,49.4
2012-12-02,90,52.0,,0.52,46.800000000000004
2012-12-03,82,52.0,,0.52,42.64
2012-12-04,79,52.0,,0.52,41.08
2012-12-05,76,52.0,,0.52,39.52
2012-12-06,72,52.0,,0.52,37.44
2012-12-07,79,52.0,,0.52,41.08
2012-12-08,100,52.0,,0.52,52.0
2012-12-09,86,52.0,,0.52,44.72
2012-12-10,75,52.0,,0.52,39.0
2012-12-11,73,52.0,,0.52,37.96
2012-12-12,78,52.0,,0.52,40.56
2012-12-13,83,52.0,,0.52,43.160000000000004
2012-12-14,79,52.0,,0.52,41.08
2012-12-15,92,52.0,,0.52,47.84
2012-12-16,85,52.0,,0.52,44.2
2012-12-17,73,52.0,,0.52,37.96
2012-12-18,74,52.0,,0.52,38.480000000000004
2012-12-19,74,52.0,,0.52,38.480000000000004
2012-12-20,73,52.0,,0.52,37.96
2012-12-21,79,52.0,,0.52,41.08
2012-12-22,98,52.0,,0.52,50.96
2012-12-23,95,52.0,,0.52,49.4
2012-12-24,84,52.0,,0.52,43.68
2012-12-25,75,52.0,,0.52,39.0
2012-12-26,81,52.0,,0.52,42.120000000000005
2012-12-27,82,52.0,,0.52,42.64
2012-12-28,86,52.0,,0.52,44.72
2012-12-29,99,52.0,,0.52,51.480000000000004
2012-12-30,94,52.0,,0.52,48.88
2012-12-31,91,52.0,,0.52,47.32
2013-01-01,100,51.0,False,0.51,51.0
2013-01-02,80,51.0,,0.51,40.8
2013-01-03,76,51.0,,0.51,38.76
2013-01-04,82,51.0,,0.51,41.82
2013-01-05,91,51.0,,0.51,46.410000000000004
2013-01-06,97,51.0,,0.51,49.47
2013-01-07,75,51.0,,0.51,38.25
2013-01-08,76,51.0,,0.51,38.76
2013-01-09,73,51.0,,0.51,37.230000000000004
2013-01-10,78,51.0,,0.51,39.78
2013-01-11,81,51.0,,0.51,41.31
2013-01-12,94,51.0,,0.51,47.94
2013-01-13,89,51.0,,0.51,45.39
2013-01-14,77,51.0,,0.51,39.27
2013-01-15,72,51.0,,0.51,36.72
2013-01-16,75,51.0,,0.51,38.25
2013-01-17,75,51.0,,0.51,38.25
2013-01-18,86,51.0,,0.51,43.86
2013-01-19,97,51.0,,0.51,49.47
2013-01-20,94,51.0,,0.51,47.94
2013-01-21,85,51.0,,0.51,43.35
2013-01-22,75,51.0,,0.51,38.25
2013-01-23,73,51.0,,0.51,37.230000000000004
2013-01-24,77,51.0,,0.51,39.27
2013-01-25,83,51.0,,0.51,42.33
2013-01-26,95,51.0,,0.51,48.45
2013-01-27,97,51.0,,0.51,49.47
2013-01-28,76,51.0,,0.51,38.76
2013-01-29,78,51.0,,0.51,39.78
2013-01-30,77,51.0,,0.51,39.27
2013-01-31,73,51.0,,0.51,37.230000000000004
2013-02-01,72,56.0,False,0.56,40.32000000000001
2013-02-02,87,56.0,,0.56,48.720000000000006
2013-02-03,77,56.0,,0.56,43.120000000000005
2013-02-04,63,56.0,,0.56,35.28
2013-02-05,69,56.0,,0.56,38.64
2013-02-06,70,56.0,,0.56,39.2
2013-02-07,71,56.0,,0.56,39.760000000000005
2013-02-08,75,56.0,,0.56,42.00000000000001
2013-02-09,93,56.0,,0.56,52.080000000000005
2013-02-10,93,56.0,,0.56,52.080000000000005
2013-02-11,73,56.0,,0.56,40.88
2013-02-12,70,56.0,,0.56,39.2
2013-02-13,74,56.0,,0.56,41.440000000000005
2013-02-14,99,56.0,,0.56,55.440000000000005
2013-02-15,92,56.0,,0.56,51.52
2013-02-16,100,56.0,,0.56,56.00000000000001
2013-02-17,100,56.0,,0.56,56.00000000000001
2013-02-18,73,56.0,,0.56,40.88
2013-02-19,70,56.0,,0.56,39.2
2013-02-20,71,56.0,,0.56,39.760000000000005
2013-02-21,74,56.0,,0.56,41.440000000000005
2013-02-22,76,56.0,,0.56,42.56
2013-02-23,95,56.0,,0.56,53.2
2013-02-24,93,56.0,,0.56,52.080000000000005
2013-02-25,71,56.0,,0.56,39.760000000000005
2013-02-26,70,56.0,,0.56,39.2
2013-02-27,74,56.0,,0.56,41.440000000000005
2013-02-28,74,56.0,,0.56,41.440000000000005
2013-03-01,81,62.0,False,0.62,50.22
2013-03-02,100,62.0,,0.62,62.0
2013-03-03,94,62.0,,0.62,58.28
2013-03-04,72,62.0,,0.62,44.64
2013-03-05,68,62.0,,0.62,42.16
2013-03-06,67,62.0,,0.62,41.54
2013-03-07,69,62.0,,0.62,42.78
2013-03-08,78,62.0,,0.62,48.36
2013-03-09,98,62.0,,0.62,60.76
2013-03-10,93,62.0,,0.62,57.66
2013-03-11,75,62.0,,0.62,46.5
2013-03-12,73,62.0,,0.62,45.26
2013-03-13,70,62.0,,0.62,43.4
2013-03-14,77,62.0,,0.62,47.74
2013-03-15,83,62.0,,0.62,51.46
2013-03-16,95,62.0,,0.62,58.9
2013-03-17,91,62.0,,0.62,56.42
2013-03-18,81,62.0,,0.62,50.22
2013-03-19,73,62.0,,0.62,45.26
2013-03-20,71,62.0,,0.62,44.02
2013-03-21,75,62.0,,0.62,46.5
2013-03-22,82,62.0,,0.62,50.839999999999996
2013-03-23,94,62.0,,0.62,58.28
2013-03-24,90,62.0,,0.62,55.8
2013-03-25,77,62.0,,0.62,47.74
2013-03-26,73,62.0,,0.62,45.26
2013-03-27,75,62.0,,0.62,46.5
2013-03-28,78,62.0,,0.62,48.36
2013-03-29,85,62.0,,0.62,52.7
2013-03-30,98,62.0,,0.62,60.76
2013-03-31,91,62.0,,0.62,56.42
2013-04-01,68,67.0,False,0.67,45.56
2013-04-02,67,67.0,,0.67,44.89
2013-04-03,68,67.0,,0.67,45.56
2013-04-04,70,67.0,,0.67,46.900000000000006
2013-04-05,77,67.0,,0.67,51.59
2013-04-06,95,67.0,,0.67,63.650000000000006
2013-04-07,91,67.0,,0.67,60.970000000000006
2013-04-08,70,67.0,,0.67,46.900000000000006
2013-04-09,72,67.0,,0.67,48.24
2013-04-10,68,67.0,,0.67,45.56
2013-04-11,65,67.0,,0.67,43.550000000000004
2013-04-12,77,67.0,,0.67,51.59
2013-04-13,96,67.0,,0.67,64.32000000000001
2013-04-14,91,67.0,,0.67,60.970000000000006
2013-04-15,68,67.0,,0.67,45.56
2013-04-16,70,67.0,,0.67,46.900000000000006
2013-04-17,70,67.0,,0.67,46.900000000000006
2013-04-18,69,67.0,,0.67,46.230000000000004
2013-04-19,70,67.0,,0.67,46.900000000000006
2013-04-20,92,67.0,,0.67,61.64
2013-04-21,96,67.0,,0.67,64.32000000000001
2013-04-22,78,67.0,,0.67,52.260000000000005
2013-04-23,71,67.0,,0.67,47.57
