date,cancer_unscaled,cancer_monthly,isPartial,scale,cancer
2010-01-01,51,72.0,False,0.72,36.72
2010-01-02,54,72.0,,0.72,38.879999999999995
2010-01-03,55,72.0,,0.72,39.6
2010-01-04,73,72.0,,0.72,52.559999999999995
2010-01-05,77,72.0,,0.72,55.44
2010-01-06,78,72.0,,0.72,56.16
2010-01-07,79,72.0,,0.72,56.879999999999995
2010-01-08,100,72.0,,0.72,72.0
2010-01-09,59,72.0,,0.72,42.48
2010-01-10,63,72.0,,0.72,45.36
2010-01-11,75,72.0,,0.72,54.0
2010-01-12,81,72.0,,0.72,58.32
2010-01-13,86,72.0,,0.72,61.919999999999995
2010-01-14,86,72.0,,0.72,61.919999999999995
2010-01-15,78,72.0,,0.72,56.16
2010-01-16,62,72.0,,0.72,44.64
2010-01-17,57,72.0,,0.72,41.04
2010-01-18,80,72.0,,0.72,57.599999999999994
2010-01-19,81,72.0,,0.72,58.32
2010-01-20,81,72.0,,0.72,58.32
2010-01-21,83,72.0,,0.72,59.76
2010-01-22,76,72.0,,0.72,54.72
2010-01-23,65,72.0,,0.72,46.8
2010-01-24,68,72.0,,0.72,48.96
2010-01-25,76,72.0,,0.72,54.72
2010-01-26,80,72.0,,0.72,57.599999999999994
2010-01-27,78,72.0,,0.72,56.16
2010-01-28,83,72.0,,0.72,59.76
2010-01-29,75,72.0,,0.72,54.0
2010-01-30,61,72.0,,0.72,43.92
2010-01-31,59,72.0,,0.72,42.48
2010-02-01,84,75.0,False,0.75,63.0
2010-02-02,87,75.0,,0.75,65.25
2010-02-03,94,75.0,,0.75,70.5
2010-02-04,84,75.0,,0.75,63.0
2010-02-05,84,75.0,,0.75,63.0
2010-02-06,71,75.0,,0.75,53.25
2010-02-07,61,75.0,,0.75,45.75
2010-02-08,81,75.0,,0.75,60.75
2010-02-09,90,75.0,,0.75,67.5
2010-02-10,89,75.0,,0.75,66.75
2010-02-11,97,75.0,,0.75,72.75
2010-02-12,91,75.0,,0.75,68.25
2010-02-13,76,75.0,,0.75,57.0
2010-02-14,60,75.0,,0.75,45.0
2010-02-15,81,75.0,,0.75,60.75
2010-02-16,85,75.0,,0.75,63.75
2010-02-17,100,75.0,,0.75,75.0
2010-02-18,96,75.0,,0.75,72.0
2010-02-19,90,75.0,,0.75,67.5
2010-02-20,75,75.0,,0.75,56.25
2010-02-21,72,75.0,,0.75,54.0
2010-02-22,87,75.0,,0.75,65.25
2010-02-23,91,75.0,,0.75,68.25
2010-02-24,96,75.0,,0.75,72.0
2010-02-25,94,75.0,,0.75,70.5
2010-02-26,77,75.0,,0.75,57.75
2010-02-27,73,75.0,,0.75,54.75
2010-02-28,65,75.0,,0.75,48.75
2010-03-01,87,77.0,False,0.77,66.99
2010-03-02,89,77.0,,0.77,68.53
2010-03-03,100,77.0,,0.77,77.0
2010-03-04,93,77.0,,0.77,71.61
2010-03-05,85,77.0,,0.77,65.45
2010-03-06,68,77.0,,0.77,52.36
2010-03-07,70,77.0,,0.77,53.9
2010-03-08,92,77.0,,0.77,70.84
2010-03-09,90,77.0,,0.77,69.3
2010-03-10,95,77.0,,0.77,73.15
2010-03-11,89,77.0,,0.77,68.53
2010-03-12,83,77.0,,0.77,63.910000000000004
2010-03-13,65,77.0,,0.77,50.050000000000004
2010-03-14,65,77.0,,0.77,50.050000000000004
2010-03-15,82,77.0,,0.77,63.14
2010-03-16,86,77.0,,0.77,66.22
2010-03-17,82,77.0,,0.77,63.14
2010-03-18,87,77.0,,0.77,66.99
2010-03-19,81,77.0,,0.77,62.370000000000005
2010-03-20,66,77.0,,0.77,50.82
2010-03-21,67,77.0,,0.77,51.59
2010-03-22,95,77.0,,0.77,73.15
2010-03-23,91,77.0,,0.77,70.07000000000001
2010-03-24,90,77.0,,0.77,69.3
2010-03-25,93,77.0,,0.77,71.61
2010-03-26,89,77.0,,0.77,68.53
2010-03-27,71,77.0,,0.77,54.67
2010-03-28,68,77.0,,0.77,52.36
2010-03-29,87,77.0,,0.77,66.99
2010-03-30,91,77.0,,0.77,70.07000000000001
2010-03-31,93,77.0,,0.77,71.61
2010-04-01,70,79.0,False,0.79,55.300000000000004
2010-04-02,65,79.0,,0.79,51.35
2010-04-03,59,79.0,,0.79,46.61
2010-04-04,49,79.0,,0.79,38.71
2010-04-05,74,79.0,,0.79,58.46
2010-04-06,74,79.0,,0.79,58.46
2010-04-07,77,79.0,,0.79,60.830000000000005
2010-04-08,78,79.0,,0.79,61.620000000000005
2010-04-09,72,79.0,,0.79,56.88
2010-04-10,57,79.0,,0.79,45.03
2010-04-11,72,79.0,,0.79,56.88
2010-04-12,100,79.0,,0.79,79.0
2010-04-13,85,79.0,,0.79,67.15
2010-04-14,78,79.0,,0.79,61.620000000000005
2010-04-15,81,79.0,,0.79,63.99
2010-04-16,75,79.0,,0.79,59.25
2010-04-17,59,79.0,,0.79,46.61
2010-04-18,65,79.0,,0.79,51.35
2010-04-19,83,79.0,,0.79,65.57000000000001
2010-04-20,86,79.0,,0.79,67.94
2010-04-21,81,79.0,,0.79,63.99
2010-04-22,78,79.0,,0.79,61.620000000000005
2010-04-23,73,79.0,,0.79,57.67
2010-04-24,55,79.0,,0.79,43.45
2010-04-25,56,79.0,,0.79,44.24
2010-04-26,73,79.0,,0.79,57.67
2010-04-27,77,79.0,,0.79,60.830000000000005
2010-04-28,76,79.0,,0.79,60.040000000000006
2010-04-29,83,79.0,,0.79,65.57000000000001
2010-04-30,77,79.0,,0.79,60.830000000000005
2010-05-01,72,72.0,False,0.72,51.839999999999996
2010-05-02,72,72.0,,0.72,51.839999999999996
2010-05-03,100,72.0,,0.72,72.0
2010-05-04,92,72.0,,0.72,66.24
2010-05-05,95,72.0,,0.72,68.39999999999999
2010-05-06,94,72.0,,0.72,67.67999999999999
2010-05-07,91,72.0,,0.72,65.52
2010-05-08,69,72.0,,0.72,49.68
2010-05-09,62,72.0,,0.72,44.64
2010-05-10,100,72.0,,0.72,72.0
2010-05-11,92,72.0,,0.72,66.24
2010-05-12,93,72.0,,0.72,66.96
2010-05-13,92,72.0,,0.72,66.24
2010-05-14,81,72.0,,0.72,58.32
2010-05-15,69,72.0,,0.72,49.68
2010-05-16,71,72.0,,0.72,51.12
2010-05-17,93,72.0,,0.72,66.96
2010-05-18,95,72.0,,0.72,68.39999999999999
2010-05-19,92,72.0,,0.72,66.24
2010-05-20,84,72.0,,0.72,60.48
2010-05-21,78,72.0,,0.72,56.16
2010-05-22,67,72.0,,0.72,48.239999999999995
2010-05-23,68,72.0,,0.72,48.96
2010-05-24,86,72.0,,0.72,61.919999999999995
2010-05-25,93,72.0,,0.72,66.96
2010-05-26,86,72.0,,0.72,61.919999999999995
2010-05-27,90,72.0,,0.72,64.8
2010-05-28,80,72.0,,0.72,57.599999999999994
2010-05-29,71,72.0,,0.72,51.12
2010-05-30,66,72.0,,0.72,47.519999999999996
2010-05-31,69,72.0,,0.72,49.68
2010-06-01,95,70.0,False,0.7,66.5
2010-06-02,97,70.0,,0.7,67.89999999999999
2010-06-03,100,70.0,,0.7,70.0
2010-06-04,84,70.0,,0.7,58.8
2010-06-05,71,70.0,,0.7,49.699999999999996
2010-06-06,84,70.0,,0.7,58.8
2010-06-07,97,70.0,,0.7,67.89999999999999
2010-06-08,88,70.0,,0.7,61.599999999999994
2010-06-09,89,70.0,,0.7,62.3
2010-06-10,89,70.0,,0.7,62.3
2010-06-11,89,70.0,,0.7,62.3
2010-06-12,75,70.0,,0.7,52.5
2010-06-13,71,70.0,,0.7,49.699999999999996
2010-06-14,95,70.0,,0.7,66.5
2010-06-15,100,70.0,,0.7,70.0
2010-06-16,95,70.0,,0.7,66.5
2010-06-17,88,70.0,,0.7,61.599999999999994
2010-06-18,87,70.0,,0.7,60.9
2010-06-19,68,70.0,,0.7,47.599999999999994
2010-06-20,77,70.0,,0.7,53.9
2010-06-21,95,70.0,,0.7,66.5
2010-06-22,96,70.0,,0.7,67.19999999999999
2010-06-23,95,70.0,,0.7,66.5
2010-06-24,93,70.0,,0.7,65.1
2010-06-25,84,70.0,,0.7,58.8
2010-06-26,77,70.0,,0.7,53.9
2010-06-27,69,70.0,,0.7,48.3
2010-06-28,86,70.0,,0.7,60.199999999999996
2010-06-29,96,70.0,,0.7,67.19999999999999
2010-06-30,85,70.0,,0.7,59.49999999999999
2010-07-01,100,64.0,False,0.64,64.0
2010-07-02,89,64.0,,0.64,56.96
2010-07-03,72,64.0,,0.64,46.08
2010-07-04,64,64.0,,0.64,40.96
2010-07-05,76,64.0,,0.64,48.64
2010-07-06,89,64.0,,0.64,56.96
2010-07-07,92,64.0,,0.64,58.88
2010-07-08,97,64.0,,0.64,62.08
2010-07-09,83,64.0,,0.64,53.120000000000005
2010-07-10,75,64.0,,0.64,48.0
2010-07-11,72,64.0,,0.64,46.08
2010-07-12,96,64.0,,0.64,61.44
2010-07-13,95,64.0,,0.64,60.800000000000004
2010-07-14,94,64.0,,0.64,60.160000000000004
2010-07-15,93,64.0,,0.64,59.52
2010-07-16,85,64.0,,0.64,54.4
2010-07-17,79,64.0,,0.64,50.56
2010-07-18,71,64.0,,0.64,45.44
2010-07-19,93,64.0,,0.64,59.52
2010-07-20,97,64.0,,0.64,62.08
2010-07-21,97,64.0,,0.64,62.08
2010-07-22,95,64.0,,0.64,60.800000000000004
2010-07-23,84,64.0,,0.64,53.76
2010-07-24,80,64.0,,0.64,51.2
2010-07-25,85,64.0,,0.64,54.4
2010-07-26,97,64.0,,0.64,62.08
2010-07-27,94,64.0,,0.64,60.160000000000004
2010-07-28,92,64.0,,0.64,58.88
2010-07-29,95,64.0,,0.64,60.800000000000004
2010-07-30,88,64.0,,0.64,56.32
2010-07-31,69,64.0,,0.64,44.160000000000004
2010-08-01,70,65.0,False,0.65,45.5
2010-08-02,85,65.0,,0.65,55.25
2010-08-03,87,65.0,,0.65,56.550000000000004
2010-08-04,90,65.0,,0.65,58.5
2010-08-05,91,65.0,,0.65,59.15
2010-08-06,89,65.0,,0.65,57.85
2010-08-07,73,65.0,,0.65,47.45
2010-08-08,68,65.0,,0.65,44.2
2010-08-09,84,65.0,,0.65,54.6
2010-08-10,88,65.0,,0.65,57.2
2010-08-11,91,65.0,,0.65,59.15
2010-08-12,89,65.0,,0.65,57.85
2010-08-13,81,65.0,,0.65,52.65
2010-08-14,70,65.0,,0.65,45.5
2010-08-15,70,65.0,,0.65,45.5
2010-08-16,89,65.0,,0.65,57.85
2010-08-17,95,65.0,,0.65,61.75
2010-08-18,95,65.0,,0.65,61.75
2010-08-19,93,65.0,,0.65,60.45
2010-08-20,89,65.0,,0.65,57.85
2010-08-21,70,65.0,,0.65,45.5
2010-08-22,69,65.0,,0.65,44.85
2010-08-23,100,65.0,,0.65,65.0
2010-08-24,95,65.0,,0.65,61.75
2010-08-25,97,65.0,,0.65,63.050000000000004
2010-08-26,89,65.0,,0.65,57.85
2010-08-27,84,65.0,,0.65,54.6
2010-08-28,75,65.0,,0.65,48.75
2010-08-29,68,65.0,,0.65,44.2
2010-08-30,95,65.0,,0.65,61.75
2010-08-31,93,65.0,,0.65,60.45
2010-09-01,98,81.0,False,0.81,79.38000000000001
2010-09-02,87,81.0,,0.81,70.47
2010-09-03,72,81.0,,0.81,58.32000000000001
2010-09-04,58,81.0,,0.81,46.980000000000004
2010-09-05,51,81.0,,0.81,41.31
2010-09-06,56,81.0,,0.81,45.36
2010-09-07,76,81.0,,0.81,61.56
2010-09-08,75,81.0,,0.81,60.75000000000001
2010-09-09,80,81.0,,0.81,64.80000000000001
2010-09-10,82,81.0,,0.81,66.42
2010-09-11,100,81.0,,0.81,81.0
2010-09-12,67,81.0,,0.81,54.27
2010-09-13,77,81.0,,0.81,62.370000000000005
2010-09-14,85,81.0,,0.81,68.85000000000001
2010-09-15,85,81.0,,0.81,68.85000000000001
2010-09-16,81,81.0,,0.81,65.61
2010-09-17,77,81.0,,0.81,62.370000000000005
2010-09-18,65,81.0,,0.81,52.650000000000006
2010-09-19,60,81.0,,0.81,48.6
2010-09-20,80,81.0,,0.81,64.80000000000001
2010-09-21,86,81.0,,0.81,69.66000000000001
2010-09-22,85,81.0,,0.81,68.85000000000001
2010-09-23,82,81.0,,0.81,66.42
2010-09-24,79,81.0,,0.81,63.99
2010-09-25,60,81.0,,0.81,48.6
2010-09-26,64,81.0,,0.81,51.84
2010-09-27,80,81.0,,0.81,64.80000000000001
2010-09-28,87,81.0,,0.81,70.47
2010-09-29,85,81.0,,0.81,68.85000000000001
2010-09-30,85,81.0,,0.81,68.85000000000001
2010-10-01,77,88.0,False,0.88,67.76
2010-10-02,57,88.0,,0.88,50.160000000000004
2010-10-03,66,88.0,,0.88,58.08
2010-10-04,81,88.0,,0.88,71.28
2010-10-05,86,88.0,,0.88,75.68
2010-10-06,100,88.0,,0.88,88.0
2010-10-07,95,88.0,,0.88,83.6
2010-10-08,75,88.0,,0.88,66.0
2010-10-09,65,88.0,,0.88,57.2
2010-10-10,63,88.0,,0.88,55.44
2010-10-11,76,88.0,,0.88,66.88
2010-10-12,78,88.0,,0.88,68.64
2010-10-13,76,88.0,,0.88,66.88
2010-10-14,71,88.0,,0.88,62.48
2010-10-15,79,88.0,,0.88,69.52
2010-10-16,65,88.0,,0.88,57.2
2010-10-17,66,88.0,,0.88,58.08
2010-10-18,72,88.0,,0.88,63.36
2010-10-19,79,88.0,,0.88,69.52
2010-10-20,81,88.0,,0.88,71.28
2010-10-21,75,88.0,,0.88,66.0
2010-10-22,69,88.0,,0.88,60.72
2010-10-23,52,88.0,,0.88,45.76
2010-10-24,57,88.0,,0.88,50.160000000000004
2010-10-25,71,88.0,,0.88,62.48
2010-10-26,68,88.0,,0.88,59.84
2010-10-27,69,88.0,,0.88,60.72
2010-10-28,72,88.0,,0.88,63.36
2010-10-29,58,88.0,,0.88,51.04
2010-10-30,51,88.0,,0.88,44.88
2010-10-31,51,88.0,,0.88,44.88
2010-11-01,94,69.0,False,0.69,64.86
2010-11-02,100,69.0,,0.69,69.0
2010-11-03,93,69.0,,0.69,64.17
2010-11-04,98,69.0,,0.69,67.61999999999999
2010-11-05,95,69.0,,0.69,65.55
2010-11-06,81,69.0,,0.69,55.88999999999999
2010-11-07,69,69.0,,0.69,47.61
2010-11-08,90,69.0,,0.69,62.099999999999994
2010-11-09,97,69.0,,0.69,66.92999999999999
2010-11-10,95,69.0,,0.69,65.55
2010-11-11,89,69.0,,0.69,61.41
2010-11-12,88,69.0,,0.69,60.72
2010-11-13,71,69.0,,0.69,48.989999999999995
2010-11-14,76,69.0,,0.69,52.44
2010-11-15,89,69.0,,0.69,61.41
2010-11-16,96,69.0,,0.69,66.24
2010-11-17,92,69.0,,0.69,63.48
2010-11-18,93,69.0,,0.69,64.17
2010-11-19,88,69.0,,0.69,60.72
2010-11-20,71,69.0,,0.69,48.989999999999995
2010-11-21,68,69.0,,0.69,46.919999999999995
2010-11-22,87,69.0,,0.69,60.029999999999994
2010-11-23,81,69.0,,0.69,55.88999999999999
2010-11-24,79,69.0,,0.69,54.51
2010-11-25,53,69.0,,0.69,36.57
2010-11-26,61,69.0,,0.69,42.089999999999996
2010-11-27,59,69.0,,0.69,40.709999999999994
2010-11-28,66,69.0,,0.69,45.54
2010-11-29,84,69.0,,0.69,57.959999999999994
2010-11-30,93,69.0,,0.69,64.17
2010-12-01,82,65.0,False,0.65,53.300000000000004
2010-12-02,74,65.0,,0.65,48.1
2010-12-03,73,65.0,,0.65,47.45
2010-12-04,57,65.0,,0.65,37.050000000000004
2010-12-05,54,65.0,,0.65,35.1
2010-12-06,72,65.0,,0.65,46.800000000000004
2010-12-07,84,65.0,,0.65,54.6
2010-12-08,95,65.0,,0.65,61.75
2010-12-09,100,65.0,,0.65,65.0
2010-12-10,78,65.0,,0.65,50.7
2010-12-11,60,65.0,,0.65,39.0
2010-12-12,58,65.0,,0.65,37.7
2010-12-13,72,65.0,,0.65,46.800000000000004
2010-12-14,73,65.0,,0.65,47.45
2010-12-15,70,65.0,,0.65,45.5
2010-12-16,72,65.0,,0.65,46.800000000000004
2010-12-17,67,65.0,,0.65,43.550000000000004
2010-12-18,48,65.0,,0.65,31.200000000000003
2010-12-19,51,65.0,,0.65,33.15
2010-12-20,67,65.0,,0.65,43.550000000000004
2010-12-21,66,65.0,,0.65,42.9
2010-12-22,63,65.0,,0.65,40.95
2010-12-23,54,65.0,,0.65,35.1
2010-12-24,46,65.0,,0.65,29.900000000000002
2010-12-25,38,65.0,,0.65,24.7
2010-12-26,46,65.0,,0.65,29.900000000000002
2010-12-27,61,65.0,,0.65,39.65
2010-12-28,63,65.0,,0.65,40.95
2010-12-29,63,65.0,,0.65,40.95
2010-12-30,64,65.0,,0.65,41.6
2010-12-31,55,65.0,,0.65,35.75
2011-01-01,40,76.0,False,0.76,30.4
2011-01-02,49,76.0,,0.76,37.24
2011-01-03,60,76.0,,0.76,45.6
2011-01-04,68,76.0,,0.76,51.68
2011-01-05,60,76.0,,0.76,45.6
2011-01-06,62,76.0,,0.76,47.12
2011-01-07,65,76.0,,0.76,49.4
2011-01-08,50,76.0,,0.76,38.0
2011-01-09,46,76.0,,0.76,34.96
2011-01-10,56,76.0,,0.76,42.56
2011-01-11,58,76.0,,0.76,44.08
2011-01-12,59,76.0,,0.76,44.84
2011-01-13,70,76.0,,0.76,53.2
2011-01-14,100,76.0,,0.76,76.0
2011-01-15,64,76.0,,0.76,48.64
2011-01-16,54,76.0,,0.76,41.04
2011-01-17,59,76.0,,0.76,44.84
2011-01-18,67,76.0,,0.76,50.92
2011-01-19,70,76.0,,0.76,53.2
2011-01-20,67,76.0,,0.76,50.92
2011-01-21,68,76.0,,0.76,51.68
2011-01-22,51,76.0,,0.76,38.76
2011-01-23,48,76.0,,0.76,36.480000000000004
2011-01-24,60,76.0,,0.76,45.6
2011-01-25,59,76.0,,0.76,44.84
2011-01-26,63,76.0,,0.76,47.88
2011-01-27,63,76.0,,0.76,47.88
2011-01-28,58,76.0,,0.76,44.08
2011-01-29,48,76.0,,0.76,36.480000000000004
2011-01-30,49,76.0,,0.76,37.24
2011-01-31,57,76.0,,0.76,43.32
2011-02-01,89,73.0,False,0.73,64.97
2011-02-02,87,73.0,,0.73,63.51
2011-02-03,93,73.0,,0.73,67.89
2011-02-04,90,73.0,,0.73,65.7
2011-02-05,74,73.0,,0.73,54.019999999999996
2011-02-06,72,73.0,,0.73,52.56
2011-02-07,85,73.0,,0.73,62.05
2011-02-08,97,73.0,,0.73,70.81
2011-02-09,97,73.0,,0.73,70.81
2011-02-10,97,73.0,,0.73,70.81
2011-02-11,89,73.0,,0.73,64.97
2011-02-12,72,73.0,,0.73,52.56
2011-02-13,79,73.0,,0.73,57.67
2011-02-14,99,73.0,,0.73,72.27
2011-02-15,97,73.0,,0.73,70.81
2011-02-16,97,73.0,,0.73,70.81
2011-02-17,99,73.0,,0.73,72.27
2011-02-18,97,73.0,,0.73,70.81
2011-02-19,72,73.0,,0.73,52.56
2011-02-20,73,73.0,,0.73,53.29
2011-02-21,94,73.0,,0.73,68.62
2011-02-22,98,73.0,,0.73,71.53999999999999
2011-02-23,100,73.0,,0.73,73.0
2011-02-24,97,73.0,,0.73,70.81
2011-02-25,91,73.0,,0.73,66.42999999999999
2011-02-26,74,73.0,,0.73,54.019999999999996
2011-02-27,73,73.0,,0.73,53.29
2011-02-28,87,73.0,,0.73,63.51
2011-03-01,96,75.0,False,0.75,72.0
2011-03-02,93,75.0,,0.75,69.75
2011-03-03,94,75.0,,0.75,70.5
2011-03-04,90,75.0,,0.75,67.5
2011-03-05,75,75.0,,0.75,56.25
2011-03-06,76,75.0,,0.75,57.0
2011-03-07,92,75.0,,0.75,69.0
2011-03-08,92,75.0,,0.75,69.0
2011-03-09,92,75.0,,0.75,69.0
2011-03-10,94,75.0,,0.75,70.5
2011-03-11,82,75.0,,0.75,61.5
2011-03-12,60,75.0,,0.75,45.0
2011-03-13,71,75.0,,0.75,53.25
2011-03-14,84,75.0,,0.75,63.0
2011-03-15,88,75.0,,0.75,66.0
2011-03-16,89,75.0,,0.75,66.75
2011-03-17,92,75.0,,0.75,69.0
2011-03-18,86,75.0,,0.75,64.5
2011-03-19,74,75.0,,0.75,55.5
2011-03-20,72,75.0,,0.75,54.0
2011-03-21,87,75.0,,0.75,65.25
2011-03-22,98,75.0,,0.75,73.5
2011-03-23,97,75.0,,0.75,72.75
2011-03-24,97,75.0,,0.75,72.75
2011-03-25,93,75.0,,0.75,69.75
2011-03-26,87,75.0,,0.75,65.25
2011-03-27,81,75.0,,0.75,60.75
2011-03-28,99,75.0,,0.75,74.25
2011-03-29,92,75.0,,0.75,69.0
2011-03-30,100,75.0,,0.75,75.0
2011-03-31,95,75.0,,0.75,71.25
2011-04-01,89,74.0,False,0.74,65.86
2011-04-02,78,74.0,,0.74,57.72
2011-04-03,72,74.0,,0.74,53.28
2011-04-04,95,74.0,,0.74,70.3
2011-04-05,96,74.0,,0.74,71.03999999999999
2011-04-06,99,74.0,,0.74,73.26
2011-04-07,98,74.0,,0.74,72.52
2011-04-08,89,74.0,,0.74,65.86
2011-04-09,73,74.0,,0.74,54.019999999999996
2011-04-10,77,74.0,,0.74,56.98
2011-04-11,92,74.0,,0.74,68.08
2011-04-12,100,74.0,,0.74,74.0
2011-04-13,98,74.0,,0.74,72.52
2011-04-14,92,74.0,,0.74,68.08
2011-04-15,89,74.0,,0.74,65.86
2011-04-16,73,74.0,,0.74,54.019999999999996
2011-04-17,72,74.0,,0.74,53.28
2011-04-18,97,74.0,,0.74,71.78
2011-04-19,91,74.0,,0.74,67.34
2011-04-20,97,74.0,,0.74,71.78
2011-04-21,91,74.0,,0.74,67.34
2011-04-22,77,74.0,,0.74,56.98
2011-04-23,65,74.0,,0.74,48.1
2011-04-24,72,74.0,,0.74,53.28
2011-04-25,90,74.0,,0.74,66.6
2011-04-26,94,74.0,,0.74,69.56
2011-04-27,93,74.0,,0.74,68.82
2011-04-28,93,74.0,,0.74,68.82
2011-04-29,80,74.0,,0.74,59.2
2011-04-30,75,74.0,,0.74,55.5
2011-05-01,69,73.0,False,0.73,50.37
2011-05-02,82,73.0,,0.73,59.86
2011-05-03,82,73.0,,0.73,59.86
2011-05-04,88,73.0,,0.73,64.24
2011-05-05,87,73.0,,0.73,63.51
2011-05-06,86,73.0,,0.73,62.78
2011-05-07,65,73.0,,0.73,47.449999999999996
2011-05-08,72,73.0,,0.73,52.56
2011-05-09,96,73.0,,0.73,70.08
2011-05-10,88,73.0,,0.73,64.24
2011-05-11,89,73.0,,0.73,64.97
2011-05-12,91,73.0,,0.73,66.42999999999999
2011-05-13,96,73.0,,0.73,70.08
2011-05-14,79,73.0,,0.73,57.67
2011-05-15,74,73.0,,0.73,54.019999999999996
2011-05-16,91,73.0,,0.73,66.42999999999999
2011-05-17,98,73.0,,0.73,71.53999999999999
2011-05-18,100,73.0,,0.73,73.0
2011-05-19,89,73.0,,0.73,64.97
2011-05-20,81,73.0,,0.73,59.129999999999995
2011-05-21,69,73.0,,0.73,50.37
2011-05-22,66,73.0,,0.73,48.18
2011-05-23,84,73.0,,0.73,61.32
2011-05-24,86,73.0,,0.73,62.78
2011-05-25,85,73.0,,0.73,62.05
2011-05-26,85,73.0,,0.73,62.05
2011-05-27,75,73.0,,0.73,54.75
2011-05-28,69,73.0,,0.73,50.37
2011-05-29,66,73.0,,0.73,48.18
2011-05-30,68,73.0,,0.73,49.64
2011-05-31,90,73.0,,0.73,65.7
2011-06-01,100,72.0,False,0.72,72.0
2011-06-02,84,72.0,,0.72,60.48
2011-06-03,80,72.0,,0.72,57.599999999999994
2011-06-04,65,72.0,,0.72,46.8
2011-06-05,63,72.0,,0.72,45.36
2011-06-06,80,72.0,,0.72,57.599999999999994
2011-06-07,78,72.0,,0.72,56.16
2011-06-08,74,72.0,,0.72,53.28
2011-06-09,77,72.0,,0.72,55.44
2011-06-10,70,72.0,,0.72,50.4
2011-06-11,61,72.0,,0.72,43.92
2011-06-12,67,72.0,,0.72,48.239999999999995
2011-06-13,77,72.0,,0.72,55.44
2011-06-14,74,72.0,,0.72,53.28
2011-06-15,71,72.0,,0.72,51.12
2011-06-16,76,72.0,,0.72,54.72
2011-06-17,72,72.0,,0.72,51.839999999999996
2011-06-18,64,72.0,,0.72,46.08
2011-06-19,59,72.0,,0.72,42.48
2011-06-20,70,72.0,,0.72,50.4
2011-06-21,77,72.0,,0.72,55.44
2011-06-22,72,72.0,,0.72,51.839999999999996
2011-06-23,74,72.0,,0.72,53.28
2011-06-24,67,72.0,,0.72,48.239999999999995
2011-06-25,62,72.0,,0.72,44.64
2011-06-26,61,72.0,,0.72,43.92
2011-06-27,71,72.0,,0.72,51.12
2011-06-28,72,72.0,,0.72,51.839999999999996
2011-06-29,75,72.0,,0.72,54.0
2011-06-30,73,72.0,,0.72,52.559999999999995
2011-07-01,82,68.0,False,0.68,55.760000000000005
2011-07-02,70,68.0,,0.68,47.6
2011-07-03,68,68.0,,0.68,46.24
2011-07-04,68,68.0,,0.68,46.24
2011-07-05,77,68.0,,0.68,52.36000000000001
2011-07-06,88,68.0,,0.68,59.84
2011-07-07,89,68.0,,0.68,60.52
2011-07-08,90,68.0,,0.68,61.2
2011-07-09,76,68.0,,0.68,51.68000000000001
2011-07-10,74,68.0,,0.68,50.32
2011-07-11,86,68.0,,0.68,58.480000000000004
2011-07-12,88,68.0,,0.68,59.84
2011-07-13,90,68.0,,0.68,61.2
2011-07-14,86,68.0,,0.68,58.480000000000004
2011-07-15,85,68.0,,0.68,57.800000000000004
2011-07-16,72,68.0,,0.68,48.96
2011-07-17,71,68.0,,0.68,48.28
2011-07-18,88,68.0,,0.68,59.84
2011-07-19,88,68.0,,0.68,59.84
2011-07-20,100,68.0,,0.68,68.0
2011-07-21,87,68.0,,0.68,59.160000000000004
2011-07-22,86,68.0,,0.68,58.480000000000004
2011-07-23,73,68.0,,0.68,49.64
2011-07-24,72,68.0,,0.68,48.96
2011-07-25,86,68.0,,0.68,58.480000000000004
2011-07-26,89,68.0,,0.68,60.52
2011-07-27,91,68.0,,0.68,61.88
2011-07-28,86,68.0,,0.68,58.480000000000004
2011-07-29,88,68.0,,0.68,59.84
2011-07-30,74,68.0,,0.68,50.32
2011-07-31,74,68.0,,0.68,50.32
2011-08-01,85,68.0,False,0.68,57.800000000000004
2011-08-02,84,68.0,,0.68,57.120000000000005
2011-08-03,94,68.0,,0.68,63.92
2011-08-04,95,68.0,,0.68,64.60000000000001
2011-08-05,91,68.0,,0.68,61.88
2011-08-06,73,68.0,,0.68,49.64
2011-08-07,78,68.0,,0.68,53.040000000000006
2011-08-08,90,68.0,,0.68,61.2
2011-08-09,89,68.0,,0.68,60.52
2011-08-10,92,68.0,,0.68,62.56
2011-08-11,97,68.0,,0.68,65.96000000000001
2011-08-12,92,68.0,,0.68,62.56
2011-08-13,74,68.0,,0.68,50.32
2011-08-14,72,68.0,,0.68,48.96
2011-08-15,86,68.0,,0.68,58.480000000000004
2011-08-16,96,68.0,,0.68,65.28
2011-08-17,94,68.0,,0.68,63.92
2011-08-18,94,68.0,,0.68,63.92
2011-08-19,83,68.0,,0.68,56.440000000000005
2011-08-20,75,68.0,,0.68,51.00000000000001
2011-08-21,74,68.0,,0.68,50.32
2011-08-22,89,68.0,,0.68,60.52
2011-08-23,92,68.0,,0.68,62.56
2011-08-24,94,68.0,,0.68,63.92
2011-08-25,98,68.0,,0.68,66.64
2011-08-26,88,68.0,,0.68,59.84
2011-08-27,77,68.0,,0.68,52.36000000000001
2011-08-28,70,68.0,,0.68,47.6
2011-08-29,91,68.0,,0.68,61.88
2011-08-30,91,68.0,,0.68,61.88
2011-08-31,100,68.0,,0.68,68.0
2011-09-01,82,81.0,False,0.81,66.42
