date,consumption_unscaled,consumption_monthly,isPartial,scale,consumption
2018-01-09,76,74.0,,0.74,56.24
2018-01-10,77,74.0,,0.74,56.98
2018-01-11,70,74.0,,0.74,51.8
2018-01-12,75,74.0,,0.74,55.5
2018-01-13,66,74.0,,0.74,48.839999999999996
2018-01-14,55,74.0,,0.74,40.7
2018-01-15,67,74.0,,0.74,49.58
2018-01-16,74,74.0,,0.74,54.76
2018-01-17,89,74.0,,0.74,65.86
2018-01-18,89,74.0,,0.74,65.86
2018-01-19,74,74.0,,0.74,54.76
2018-01-20,65,74.0,,0.74,48.1
2018-01-21,75,74.0,,0.74,55.5
2018-01-22,80,74.0,,0.74,59.2
2018-01-23,97,74.0,,0.74,71.78
2018-01-24,85,74.0,,0.74,62.9
2018-01-25,99,74.0,,0.74,73.26
2018-01-26,79,74.0,,0.74,58.46
2018-01-27,75,74.0,,0.74,55.5
2018-01-28,80,74.0,,0.74,59.2
2018-01-29,94,74.0,,0.74,69.56
2018-01-30,100,74.0,,0.74,74.0
2018-01-31,98,74.0,,0.74,72.52
2018-02-01,93,88.0,False,0.88,81.84
2018-02-02,77,88.0,,0.88,67.76
2018-02-03,49,88.0,,0.88,43.12
2018-02-04,64,88.0,,0.88,56.32
2018-02-05,66,88.0,,0.88,58.08
2018-02-06,100,88.0,,0.88,88.0
2018-02-07,95,88.0,,0.88,83.6
2018-02-08,82,88.0,,0.88,72.16
2018-02-09,73,88.0,,0.88,64.24
2018-02-10,63,88.0,,0.88,55.44
2018-02-11,75,88.0,,0.88,66.0
2018-02-12,88,88.0,,0.88,77.44
2018-02-13,76,88.0,,0.88,66.88
2018-02-14,73,88.0,,0.88,64.24
2018-02-15,79,88.0,,0.88,69.52
2018-02-16,86,88.0,,0.88,75.68
2018-02-17,55,88.0,,0.88,48.4
2018-02-18,76,88.0,,0.88,66.88
2018-02-19,79,88.0,,0.88,69.52
2018-02-20,90,88.0,,0.88,79.2
2018-02-21,82,88.0,,0.88,72.16
2018-02-22,76,88.0,,0.88,66.88
2018-02-23,83,88.0,,0.88,73.04
2018-02-24,50,88.0,,0.88,44.0
2018-02-25,83,88.0,,0.88,73.04
2018-02-26,95,88.0,,0.88,83.6
2018-02-27,95,88.0,,0.88,83.6
2018-02-28,77,88.0,,0.88,67.76
2018-03-01,86,85.0,False,0.85,73.1
2018-03-02,68,85.0,,0.85,57.8
2018-03-03,76,85.0,,0.85,64.6
2018-03-04,95,85.0,,0.85,80.75
2018-03-05,88,85.0,,0.85,74.8
2018-03-06,100,85.0,,0.85,85.0
2018-03-07,91,85.0,,0.85,77.35
2018-03-08,88,85.0,,0.85,74.8
2018-03-09,72,85.0,,0.85,61.199999999999996
2018-03-10,56,85.0,,0.85,47.6
2018-03-11,74,85.0,,0.85,62.9
2018-03-12,74,85.0,,0.85,62.9
2018-03-13,71,85.0,,0.85,60.35
2018-03-14,77,85.0,,0.85,65.45
2018-03-15,72,85.0,,0.85,61.199999999999996
2018-03-16,62,85.0,,0.85,52.699999999999996
2018-03-17,52,85.0,,0.85,44.199999999999996
2018-03-18,59,85.0,,0.85,50.15
2018-03-19,83,85.0,,0.85,70.55
2018-03-20,83,85.0,,0.85,70.55
2018-03-21,57,85.0,,0.85,48.449999999999996
2018-03-22,81,85.0,,0.85,68.85
2018-03-23,63,85.0,,0.85,53.55
2018-03-24,59,85.0,,0.85,50.15
2018-03-25,66,85.0,,0.85,56.1
2018-03-26,89,85.0,,0.85,75.64999999999999
2018-03-27,92,85.0,,0.85,78.2
2018-03-28,89,85.0,,0.85,75.64999999999999
2018-03-29,70,85.0,,0.85,59.5
2018-03-30,56,85.0,,0.85,47.6
2018-03-31,64,85.0,,0.85,54.4
2018-04-01,61,86.0,False,0.86,52.46
2018-04-02,85,86.0,,0.86,73.1
2018-04-03,76,86.0,,0.86,65.36
2018-04-04,76,86.0,,0.86,65.36
2018-04-05,81,86.0,,0.86,69.66
2018-04-06,78,86.0,,0.86,67.08
2018-04-07,56,86.0,,0.86,48.16
2018-04-08,69,86.0,,0.86,59.339999999999996
2018-04-09,84,86.0,,0.86,72.24
2018-04-10,71,86.0,,0.86,61.06
2018-04-11,86,86.0,,0.86,73.96
2018-04-12,73,86.0,,0.86,62.78
2018-04-13,71,86.0,,0.86,61.06
2018-04-14,49,86.0,,0.86,42.14
2018-04-15,65,86.0,,0.86,55.9
2018-04-16,90,86.0,,0.86,77.4
2018-04-17,83,86.0,,0.86,71.38
2018-04-18,79,86.0,,0.86,67.94
2018-04-19,84,86.0,,0.86,72.24
2018-04-20,70,86.0,,0.86,60.199999999999996
2018-04-21,59,86.0,,0.86,50.74
2018-04-22,60,86.0,,0.86,51.6
2018-04-23,95,86.0,,0.86,81.7
2018-04-24,100,86.0,,0.86,86.0
2018-04-25,87,86.0,,0.86,74.82
2018-04-26,82,86.0,,0.86,70.52
2018-04-27,67,86.0,,0.86,57.62
2018-04-28,53,86.0,,0.86,45.58
2018-04-29,70,86.0,,0.86,60.199999999999996
2018-04-30,88,86.0,,0.86,75.67999999999999
2018-05-01,86,69.0,False,0.69,59.339999999999996
2018-05-02,100,69.0,,0.69,69.0
2018-05-03,89,69.0,,0.69,61.41
2018-05-04,66,69.0,,0.69,45.54
2018-05-05,64,69.0,,0.69,44.16
2018-05-06,64,69.0,,0.69,44.16
2018-05-07,85,69.0,,0.69,58.65
2018-05-08,97,69.0,,0.69,66.92999999999999
2018-05-09,72,69.0,,0.69,49.67999999999999
2018-05-10,74,69.0,,0.69,51.059999999999995
2018-05-11,84,69.0,,0.69,57.959999999999994
2018-05-12,64,69.0,,0.69,44.16
2018-05-13,73,69.0,,0.69,50.37
2018-05-14,91,69.0,,0.69,62.78999999999999
2018-05-15,58,69.0,,0.69,40.019999999999996
2018-05-16,83,69.0,,0.69,57.269999999999996
2018-05-17,76,69.0,,0.69,52.44
2018-05-18,48,69.0,,0.69,33.12
2018-05-19,42,69.0,,0.69,28.979999999999997
2018-05-20,72,69.0,,0.69,49.67999999999999
2018-05-21,71,69.0,,0.69,48.989999999999995
2018-05-22,63,69.0,,0.69,43.47
2018-05-23,61,69.0,,0.69,42.089999999999996
2018-05-24,67,69.0,,0.69,46.23
2018-05-25,58,69.0,,0.69,40.019999999999996
2018-05-26,67,69.0,,0.69,46.23
2018-05-27,52,69.0,,0.69,35.879999999999995
2018-05-28,69,69.0,,0.69,47.61
2018-05-29,62,69.0,,0.69,42.779999999999994
2018-05-30,81,69.0,,0.69,55.88999999999999
2018-05-31,89,69.0,,0.69,61.41
2018-06-01,77,63.0,False,0.63,48.51
2018-06-02,67,63.0,,0.63,42.21
2018-06-03,99,63.0,,0.63,62.37
2018-06-04,80,63.0,,0.63,50.4
2018-06-05,100,63.0,,0.63,63.0
2018-06-06,91,63.0,,0.63,57.33
2018-06-07,92,63.0,,0.63,57.96
2018-06-08,86,63.0,,0.63,54.18
2018-06-09,69,63.0,,0.63,43.47
2018-06-10,73,63.0,,0.63,45.99
2018-06-11,88,63.0,,0.63,55.44
2018-06-12,79,63.0,,0.63,49.77
2018-06-13,99,63.0,,0.63,62.37
2018-06-14,81,63.0,,0.63,51.03
2018-06-15,86,63.0,,0.63,54.18
2018-06-16,62,63.0,,0.63,39.06
2018-06-17,77,63.0,,0.63,48.51
2018-06-18,99,63.0,,0.63,62.37
2018-06-19,78,63.0,,0.63,49.14
2018-06-20,67,63.0,,0.63,42.21
2018-06-21,84,63.0,,0.63,52.92
2018-06-22,70,63.0,,0.63,44.1
2018-06-23,63,63.0,,0.63,39.69
2018-06-24,65,63.0,,0.63,40.95
2018-06-25,95,63.0,,0.63,59.85
2018-06-26,72,63.0,,0.63,45.36
2018-06-27,83,63.0,,0.63,52.29
2018-06-28,88,63.0,,0.63,55.44
2018-06-29,75,63.0,,0.63,47.25
2018-06-30,86,63.0,,0.63,54.18
2018-07-01,85,59.0,False,0.59,50.15
2018-07-02,100,59.0,,0.59,59.0
2018-07-03,75,59.0,,0.59,44.25
2018-07-04,65,59.0,,0.59,38.35
2018-07-05,91,59.0,,0.59,53.69
2018-07-06,68,59.0,,0.59,40.12
2018-07-07,83,59.0,,0.59,48.97
2018-07-08,74,59.0,,0.59,43.66
2018-07-09,99,59.0,,0.59,58.41
2018-07-10,77,59.0,,0.59,45.43
2018-07-11,90,59.0,,0.59,53.099999999999994
2018-07-12,79,59.0,,0.59,46.61
2018-07-13,76,59.0,,0.59,44.839999999999996
2018-07-14,97,59.0,,0.59,57.23
2018-07-15,93,59.0,,0.59,54.87
2018-07-16,90,59.0,,0.59,53.099999999999994
2018-07-17,88,59.0,,0.59,51.919999999999995
2018-07-18,91,59.0,,0.59,53.69
2018-07-19,79,59.0,,0.59,46.61
2018-07-20,81,59.0,,0.59,47.79
2018-07-21,62,59.0,,0.59,36.58
2018-07-22,97,59.0,,0.59,57.23
2018-07-23,87,59.0,,0.59,51.33
2018-07-24,88,59.0,,0.59,51.919999999999995
2018-07-25,82,59.0,,0.59,48.379999999999995
2018-07-26,84,59.0,,0.59,49.559999999999995
2018-07-27,72,59.0,,0.59,42.48
2018-07-28,78,59.0,,0.59,46.019999999999996
2018-07-29,84,59.0,,0.59,49.559999999999995
2018-07-30,89,59.0,,0.59,52.51
2018-07-31,88,59.0,,0.59,51.919999999999995
2018-08-01,53,61.0,False,0.61,32.33
2018-08-02,65,61.0,,0.61,39.65
2018-08-03,66,61.0,,0.61,40.26
2018-08-04,63,61.0,,0.61,38.43
2018-08-05,70,61.0,,0.61,42.699999999999996
2018-08-06,83,61.0,,0.61,50.629999999999995
2018-08-07,100,61.0,,0.61,61.0
2018-08-08,66,61.0,,0.61,40.26
2018-08-09,63,61.0,,0.61,38.43
2018-08-10,64,61.0,,0.61,39.04
2018-08-11,66,61.0,,0.61,40.26
2018-08-12,68,61.0,,0.61,41.48
2018-08-13,65,61.0,,0.61,39.65
2018-08-14,79,61.0,,0.61,48.19
2018-08-15,55,61.0,,0.61,33.55
2018-08-16,77,61.0,,0.61,46.97
2018-08-17,57,61.0,,0.61,34.769999999999996
2018-08-18,58,61.0,,0.61,35.38
2018-08-19,58,61.0,,0.61,35.38
2018-08-20,59,61.0,,0.61,35.99
2018-08-21,66,61.0,,0.61,40.26
2018-08-22,66,61.0,,0.61,40.26
2018-08-23,73,61.0,,0.61,44.53
2018-08-24,90,61.0,,0.61,54.9
2018-08-25,57,61.0,,0.61,34.769999999999996
2018-08-26,72,61.0,,0.61,43.92
2018-08-27,96,61.0,,0.61,58.56
2018-08-28,61,61.0,,0.61,37.21
2018-08-29,78,61.0,,0.61,47.58
2018-08-30,76,61.0,,0.61,46.36
2018-08-31,75,61.0,,0.61,45.75
2018-09-01,62,71.0,False,0.71,44.019999999999996
2018-09-02,53,71.0,,0.71,37.629999999999995
2018-09-03,70,71.0,,0.71,49.699999999999996
2018-09-04,55,71.0,,0.71,39.05
2018-09-05,73,71.0,,0.71,51.83
2018-09-06,85,71.0,,0.71,60.349999999999994
2018-09-07,61,71.0,,0.71,43.309999999999995
2018-09-08,55,71.0,,0.71,39.05
2018-09-09,52,71.0,,0.71,36.92
2018-09-10,78,71.0,,0.71,55.379999999999995
2018-09-11,77,71.0,,0.71,54.669999999999995
2018-09-12,72,71.0,,0.71,51.12
2018-09-13,84,71.0,,0.71,59.64
2018-09-14,64,71.0,,0.71,45.44
2018-09-15,56,71.0,,0.71,39.76
2018-09-16,83,71.0,,0.71,58.93
2018-09-17,85,71.0,,0.71,60.349999999999994
2018-09-18,76,71.0,,0.71,53.959999999999994
2018-09-19,82,71.0,,0.71,58.22
2018-09-20,84,71.0,,0.71,59.64
2018-09-21,73,71.0,,0.71,51.83
2018-09-22,61,71.0,,0.71,43.309999999999995
2018-09-23,73,71.0,,0.71,51.83
2018-09-24,100,71.0,,0.71,71.0
2018-09-25,69,71.0,,0.71,48.989999999999995
2018-09-26,83,71.0,,0.71,58.93
2018-09-27,84,71.0,,0.71,59.64
2018-09-28,66,71.0,,0.71,46.86
2018-09-29,56,71.0,,0.71,39.76
2018-09-30,70,71.0,,0.71,49.699999999999996
2018-10-01,75,84.0,False,0.84,63.0
2018-10-02,80,84.0,,0.84,67.2
2018-10-03,80,84.0,,0.84,67.2
2018-10-04,88,84.0,,0.84,73.92
2018-10-05,73,84.0,,0.84,61.32
2018-10-06,69,84.0,,0.84,57.96
2018-10-07,64,84.0,,0.84,53.76
2018-10-08,73,84.0,,0.84,61.32
2018-10-09,77,84.0,,0.84,64.67999999999999
2018-10-10,79,84.0,,0.84,66.36
2018-10-11,84,84.0,,0.84,70.56
2018-10-12,61,84.0,,0.84,51.239999999999995
2018-10-13,53,84.0,,0.84,44.519999999999996
2018-10-14,73,84.0,,0.84,61.32
2018-10-15,85,84.0,,0.84,71.39999999999999
2018-10-16,96,84.0,,0.84,80.64
2018-10-17,82,84.0,,0.84,68.88
2018-10-18,83,84.0,,0.84,69.72
2018-10-19,70,84.0,,0.84,58.8
2018-10-20,57,84.0,,0.84,47.879999999999995
2018-10-21,83,84.0,,0.84,69.72
2018-10-22,95,84.0,,0.84,79.8
2018-10-23,86,84.0,,0.84,72.24
2018-10-24,81,84.0,,0.84,68.03999999999999
2018-10-25,73,84.0,,0.84,61.32
2018-10-26,71,84.0,,0.84,59.64
2018-10-27,68,84.0,,0.84,57.12
2018-10-28,74,84.0,,0.84,62.16
2018-10-29,100,84.0,,0.84,84.0
2018-10-30,91,84.0,,0.84,76.44
2018-10-31,87,84.0,,0.84,73.08
2018-11-01,100,77.0,False,0.77,77.0
2018-11-02,77,77.0,,0.77,59.29
2018-11-03,86,77.0,,0.77,66.22
2018-11-04,75,77.0,,0.77,57.75
2018-11-05,77,77.0,,0.77,59.29
2018-11-06,82,77.0,,0.77,63.14
2018-11-07,67,77.0,,0.77,51.59
2018-11-08,75,77.0,,0.77,57.75
2018-11-09,73,77.0,,0.77,56.21
2018-11-10,58,77.0,,0.77,44.660000000000004
2018-11-11,66,77.0,,0.77,50.82
2018-11-12,73,77.0,,0.77,56.21
2018-11-13,81,77.0,,0.77,62.370000000000005
2018-11-14,83,77.0,,0.77,63.910000000000004
2018-11-15,74,77.0,,0.77,56.980000000000004
2018-11-16,72,77.0,,0.77,55.44
2018-11-17,75,77.0,,0.77,57.75
2018-11-18,62,77.0,,0.77,47.74
2018-11-19,91,77.0,,0.77,70.07000000000001
2018-11-20,59,77.0,,0.77,45.43
2018-11-21,58,77.0,,0.77,44.660000000000004
2018-11-22,37,77.0,,0.77,28.490000000000002
2018-11-23,57,77.0,,0.77,43.89
2018-11-24,52,77.0,,0.77,40.04
2018-11-25,75,77.0,,0.77,57.75
2018-11-26,67,77.0,,0.77,51.59
2018-11-27,79,77.0,,0.77,60.83
2018-11-28,60,77.0,,0.77,46.2
2018-11-29,86,77.0,,0.77,66.22
2018-11-30,52,77.0,,0.77,40.04
2018-12-01,57,66.0,False,0.66,37.620000000000005
2018-12-02,76,66.0,,0.66,50.160000000000004
2018-12-03,95,66.0,,0.66,62.7
2018-12-04,100,66.0,,0.66,66.0
2018-12-05,90,66.0,,0.66,59.400000000000006
2018-12-06,83,66.0,,0.66,54.78
2018-12-07,86,66.0,,0.66,56.760000000000005
2018-12-08,62,66.0,,0.66,40.92
2018-12-09,72,66.0,,0.66,47.52
2018-12-10,89,66.0,,0.66,58.74
2018-12-11,95,66.0,,0.66,62.7
2018-12-12,72,66.0,,0.66,47.52
2018-12-13,79,66.0,,0.66,52.14
2018-12-14,87,66.0,,0.66,57.42
2018-12-15,60,66.0,,0.66,39.6
2018-12-16,59,66.0,,0.66,38.940000000000005
2018-12-17,65,66.0,,0.66,42.9
2018-12-18,67,66.0,,0.66,44.22
2018-12-19,80,66.0,,0.66,52.800000000000004
2018-12-20,65,66.0,,0.66,42.9
2018-12-21,51,66.0,,0.66,33.660000000000004
2018-12-22,46,66.0,,0.66,30.360000000000003
2018-12-23,48,66.0,,0.66,31.68
2018-12-24,42,66.0,,0.66,27.720000000000002
2018-12-25,42,66.0,,0.66,27.720000000000002
2018-12-26,55,66.0,,0.66,36.300000000000004
2018-12-27,54,66.0,,0.66,35.64
2018-12-28,61,66.0,,0.66,40.260000000000005
2018-12-29,46,66.0,,0.66,30.360000000000003
2018-12-30,49,66.0,,0.66,32.34
2018-12-31,45,66.0,,0.66,29.700000000000003
2019-01-01,49,65.0,False,0.65,31.85
2019-01-02,67,65.0,,0.65,43.550000000000004
2019-01-03,51,65.0,,0.65,33.15
2019-01-04,62,65.0,,0.65,40.300000000000004
2019-01-05,60,65.0,,0.65,39.0
2019-01-06,62,65.0,,0.65,40.300000000000004
2019-01-07,59,65.0,,0.65,38.35
2019-01-08,70,65.0,,0.65,45.5
2019-01-09,78,65.0,,0.65,50.7
2019-01-10,68,65.0,,0.65,44.2
2019-01-11,69,65.0,,0.65,44.85
2019-01-12,73,65.0,,0.65,47.45
2019-01-13,56,65.0,,0.65,36.4
2019-01-14,76,65.0,,0.65,49.4
2019-01-15,100,65.0,,0.65,65.0
2019-01-16,75,65.0,,0.65,48.75
2019-01-17,86,65.0,,0.65,55.9
2019-01-18,82,65.0,,0.65,53.300000000000004
2019-01-19,57,65.0,,0.65,37.050000000000004
2019-01-20,62,65.0,,0.65,40.300000000000004
2019-01-21,73,65.0,,0.65,47.45
2019-01-22,79,65.0,,0.65,51.35
2019-01-23,89,65.0,,0.65,57.85
2019-01-24,85,65.0,,0.65,55.25
2019-01-25,79,65.0,,0.65,51.35
2019-01-26,75,65.0,,0.65,48.75
2019-01-27,80,65.0,,0.65,52.0
2019-01-28,85,65.0,,0.65,55.25
2019-01-29,81,65.0,,0.65,52.65
2019-01-30,83,65.0,,0.65,53.95
2019-01-31,90,65.0,,0.65,58.5
2019-02-01,64,85.0,False,0.85,54.4
2019-02-02,72,85.0,,0.85,61.199999999999996
2019-02-03,69,85.0,,0.85,58.65
2019-02-04,87,85.0,,0.85,73.95
2019-02-05,76,85.0,,0.85,64.6
2019-02-06,80,85.0,,0.85,68.0
2019-02-07,74,85.0,,0.85,62.9
2019-02-08,78,85.0,,0.85,66.3
2019-02-09,56,85.0,,0.85,47.6
2019-02-10,63,85.0,,0.85,53.55
2019-02-11,98,85.0,,0.85,83.3
2019-02-12,79,85.0,,0.85,67.14999999999999
2019-02-13,83,85.0,,0.85,70.55
2019-02-14,81,85.0,,0.85,68.85
2019-02-15,89,85.0,,0.85,75.64999999999999
2019-02-16,56,85.0,,0.85,47.6
2019-02-17,76,85.0,,0.85,64.6
2019-02-18,77,85.0,,0.85,65.45
2019-02-19,88,85.0,,0.85,74.8
2019-02-20,100,85.0,,0.85,85.0
2019-02-21,83,85.0,,0.85,70.55
2019-02-22,85,85.0,,0.85,72.25
2019-02-23,76,85.0,,0.85,64.6
2019-02-24,73,85.0,,0.85,62.05
2019-02-25,92,85.0,,0.85,78.2
2019-02-26,94,85.0,,0.85,79.89999999999999
2019-02-27,93,85.0,,0.85,79.05
2019-02-28,89,85.0,,0.85,75.64999999999999
2019-03-01,77,75.0,False,0.75,57.75
2019-03-02,56,75.0,,0.75,42.0
2019-03-03,60,75.0,,0.75,45.0
2019-03-04,91,75.0,,0.75,68.25
2019-03-05,85,75.0,,0.75,63.75
2019-03-06,100,75.0,,0.75,75.0
2019-03-07,85,75.0,,0.75,63.75
2019-03-08,72,75.0,,0.75,54.0
2019-03-09,63,75.0,,0.75,47.25
2019-03-10,60,75.0,,0.75,45.0
2019-03-11,95,75.0,,0.75,71.25
2019-03-12,83,75.0,,0.75,62.25
2019-03-13,84,75.0,,0.75,63.0
2019-03-14,73,75.0,,0.75,54.75
2019-03-15,68,75.0,,0.75,51.0
2019-03-16,63,75.0,,0.75,47.25
2019-03-17,65,75.0,,0.75,48.75
2019-03-18,62,75.0,,0.75,46.5
2019-03-19,95,75.0,,0.75,71.25
2019-03-20,86,75.0,,0.75,64.5
2019-03-21,83,75.0,,0.75,62.25
2019-03-22,81,75.0,,0.75,60.75
2019-03-23,38,75.0,,0.75,28.5
2019-03-24,63,75.0,,0.75,47.25
2019-03-25,82,75.0,,0.75,61.5
2019-03-26,81,75.0,,0.75,60.75
2019-03-27,74,75.0,,0.75,55.5
2019-03-28,78,75.0,,0.75,58.5
2019-03-29,83,75.0,,0.75,62.25
2019-03-30,54,75.0,,0.75,40.5
2019-03-31,64,75.0,,0.75,48.0
2019-04-01,72,84.0,False,0.84,60.48
2019-04-02,84,84.0,,0.84,70.56
2019-04-03,72,84.0,,0.84,60.48
2019-04-04,67,84.0,,0.84,56.28
2019-04-05,64,84.0,,0.84,53.76
2019-04-06,81,84.0,,0.84,68.03999999999999
2019-04-07,73,84.0,,0.84,61.32
2019-04-08,88,84.0,,0.84,73.92
2019-04-09,54,84.0,,0.84,45.36
2019-04-10,77,84.0,,0.84,64.67999999999999
2019-04-11,68,84.0,,0.84,57.12
2019-04-12,86,84.0,,0.84,72.24
2019-04-13,50,84.0,,0.84,42.0
2019-04-14,56,84.0,,0.84,47.04
2019-04-15,80,84.0,,0.84,67.2
2019-04-16,65,84.0,,0.84,54.6
2019-04-17,100,84.0,,0.84,84.0
2019-04-18,62,84.0,,0.84,52.08
2019-04-19,81,84.0,,0.84,68.03999999999999
2019-04-20,45,84.0,,0.84,37.8
2019-04-21,52,84.0,,0.84,43.68
2019-04-22,91,84.0,,0.84,76.44
2019-04-23,66,84.0,,0.84,55.44
2019-04-24,84,84.0,,0.84,70.56
2019-04-25,70,84.0,,0.84,58.8
2019-04-26,76,84.0,,0.84,63.839999999999996
2019-04-27,52,84.0,,0.84,43.68
2019-04-28,47,84.0,,0.84,39.48
2019-04-29,80,84.0,,0.84,67.2
2019-04-30,78,84.0,,0.84,65.52
2019-05-01,93,70.0,False,0.7,65.1
2019-05-02,94,70.0,,0.7,65.8
2019-05-03,82,70.0,,0.7,57.4
2019-05-04,67,70.0,,0.7,46.9
2019-05-05,89,70.0,,0.7,62.3
2019-05-06,97,70.0,,0.7,67.89999999999999
2019-05-07,95,70.0,,0.7,66.5
2019-05-08,100,70.0,,0.7,70.0
2019-05-09,89,70.0,,0.7,62.3
2019-05-10,73,70.0,,0.7,51.099999999999994
2019-05-11,65,70.0,,0.7,45.5
2019-05-12,56,70.0,,0.7,39.199999999999996
2019-05-13,92,70.0,,0.7,64.39999999999999
2019-05-14,89,70.0,,0.7,62.3
2019-05-15,72,70.0,,0.7,50.4
2019-05-16,70,70.0,,0.7,49.0
2019-05-17,67,70.0,,0.7,46.9
2019-05-18,60,70.0,,0.7,42.0
2019-05-19,54,70.0,,0.7,37.8
2019-05-20,67,70.0,,0.7,46.9
2019-05-21,72,70.0,,0.7,50.4
2019-05-22,83,70.0,,0.7,58.099999999999994
2019-05-23,77,70.0,,0.7,53.9
2019-05-24,70,70.0,,0.7,49.0
2019-05-25,47,70.0,,0.7,32.9
2019-05-26,68,70.0,,0.7,47.599999999999994
2019-05-27,69,70.0,,0.7,48.3
2019-05-28,65,70.0,,0.7,45.5
2019-05-29,92,70.0,,0.7,64.39999999999999
2019-05-30,87,70.0,,0.7,60.9
2019-05-31,71,70.0,,0.7,49.699999999999996
2019-06-01,93,60.0,False,0.6,55.8
2019-06-02,87,60.0,,0.6,52.199999999999996
2019-06-03,89,60.0,,0.6,53.4
2019-06-04,100,60.0,,0.6,60.0
2019-06-05,99,60.0,,0.6,59.4
2019-06-06,73,60.0,,0.6,43.8
2019-06-07,81,60.0,,0.6,48.6
2019-06-08,93,60.0,,0.6,55.8
2019-06-09,86,60.0,,0.6,51.6
2019-06-10,87,60.0,,0.6,52.199999999999996
2019-06-11,65,60.0,,0.6,39.0
2019-06-12,87,60.0,,0.6,52.199999999999996
2019-06-13,72,60.0,,0.6,43.199999999999996
2019-06-14,58,60.0,,0.6,34.8
2019-06-15,80,60.0,,0.6,48.0
2019-06-16,72,60.0,,0.6,43.199999999999996
2019-06-17,79,60.0,,0.6,47.4
2019-06-18,70,60.0,,0.6,42.0
2019-06-19,82,60.0,,0.6,49.199999999999996
2019-06-20,94,60.0,,0.6,56.4
2019-06-21,63,60.0,,0.6,37.8
2019-06-22,76,60.0,,0.6,45.6
2019-06-23,75,60.0,,0.6,45.0
2019-06-24,92,60.0,,0.6,55.199999999999996
2019-06-25,73,60.0,,0.6,43.8
2019-06-26,85,60.0,,0.6,51.0
2019-06-27,76,60.0,,0.6,45.6
2019-06-28,86,60.0,,0.6,51.6
2019-06-29,49,60.0,,0.6,29.4
2019-06-30,95,60.0,,0.6,57.0
2019-07-01,92,61.0,False,0.61,56.12
2019-07-02,94,61.0,,0.61,57.339999999999996
2019-07-03,76,61.0,,0.61,46.36
2019-07-04,67,61.0,,0.61,40.87
2019-07-05,82,61.0,,0.61,50.019999999999996
2019-07-06,73,61.0,,0.61,44.53
2019-07-07,81,61.0,,0.61,49.41
2019-07-08,82,61.0,,0.61,50.019999999999996
2019-07-09,93,61.0,,0.61,56.73
2019-07-10,88,61.0,,0.61,53.68
2019-07-11,74,61.0,,0.61,45.14
2019-07-12,76,61.0,,0.61,46.36
2019-07-13,88,61.0,,0.61,53.68
2019-07-14,84,61.0,,0.61,51.24
2019-07-15,95,61.0,,0.61,57.949999999999996
2019-07-16,85,61.0,,0.61,51.85
2019-07-17,92,61.0,,0.61,56.12
2019-07-18,84,61.0,,0.61,51.24
2019-07-19,97,61.0,,0.61,59.17
2019-07-20,79,61.0,,0.61,48.19
2019-07-21,96,61.0,,0.61,58.56
2019-07-22,96,61.0,,0.61,58.56
2019-07-23,91,61.0,,0.61,55.51
2019-07-24,88,61.0,,0.61,53.68
2019-07-25,100,61.0,,0.61,61.0
2019-07-26,93,61.0,,0.61,56.73
2019-07-27,74,61.0,,0.61,45.14
2019-07-28,83,61.0,,0.61,50.629999999999995
2019-07-29,90,61.0,,0.61,54.9
2019-07-30,82,61.0,,0.61,50.019999999999996
2019-07-31,100,61.0,,0.61,61.0
2019-08-01,62,56.0,False,0.56,34.720000000000006
2019-08-02,53,56.0,,0.56,29.680000000000003
2019-08-03,56,56.0,,0.56,31.360000000000003
2019-08-04,73,56.0,,0.56,40.88
2019-08-05,62,56.0,,0.56,34.720000000000006
2019-08-06,72,56.0,,0.56,40.32000000000001
2019-08-07,66,56.0,,0.56,36.96
2019-08-08,70,56.0,,0.56,39.2
2019-08-09,60,56.0,,0.56,33.6
2019-08-10,62,56.0,,0.56,34.720000000000006
2019-08-11,76,56.0,,0.56,42.56
2019-08-12,71,56.0,,0.56,39.760000000000005
2019-08-13,74,56.0,,0.56,41.440000000000005
2019-08-14,69,56.0,,0.56,38.64
2019-08-15,68,56.0,,0.56,38.080000000000005
2019-08-16,63,56.0,,0.56,35.28
2019-08-17,55,56.0,,0.56,30.800000000000004
2019-08-18,58,56.0,,0.56,32.480000000000004
2019-08-19,71,56.0,,0.56,39.760000000000005
2019-08-20,65,56.0,,0.56,36.400000000000006
2019-08-21,78,56.0,,0.56,43.68000000000001
2019-08-22,64,56.0,,0.56,35.84
2019-08-23,68,56.0,,0.56,38.080000000000005
2019-08-24,52,56.0,,0.56,29.120000000000005
2019-08-25,58,56.0,,0.56,32.480000000000004
2019-08-26,69,56.0,,0.56,38.64
2019-08-27,100,56.0,,0.56,56.00000000000001
2019-08-28,77,56.0,,0.56,43.120000000000005
2019-08-29,83,56.0,,0.56,46.480000000000004
2019-08-30,70,56.0,,0.56,39.2
2019-08-31,57,56.0,,0.56,31.92
2019-09-01,63,78.0,False,0.78,49.14
2019-09-02,59,78.0,,0.78,46.02
2019-09-03,84,78.0,,0.78,65.52
2019-09-04,77,78.0,,0.78,60.06
2019-09-05,81,78.0,,0.78,63.18
2019-09-06,63,78.0,,0.78,49.14
2019-09-07,56,78.0,,0.78,43.68
2019-09-08,69,78.0,,0.78,53.82
2019-09-09,78,78.0,,0.78,60.84
