date,money_unscaled,money_monthly,isPartial,scale,money
2020-01-08,94,73.0,,0.73,68.62
2020-01-09,100,73.0,,0.73,73.0
2020-01-10,99,73.0,,0.73,72.27
2020-01-11,92,73.0,,0.73,67.16
2020-01-12,91,73.0,,0.73,66.42999999999999
2020-01-13,91,73.0,,0.73,66.42999999999999
2020-01-14,96,73.0,,0.73,70.08
2020-01-15,92,73.0,,0.73,67.16
2020-01-16,99,73.0,,0.73,72.27
2020-01-17,98,73.0,,0.73,71.53999999999999
2020-01-18,93,73.0,,0.73,67.89
2020-01-19,96,73.0,,0.73,70.08
2020-01-20,89,73.0,,0.73,64.97
2020-01-21,96,73.0,,0.73,70.08
2020-01-22,94,73.0,,0.73,68.62
2020-01-23,98,73.0,,0.73,71.53999999999999
2020-01-24,96,73.0,,0.73,70.08
2020-01-25,91,73.0,,0.73,66.42999999999999
2020-01-26,83,73.0,,0.73,60.589999999999996
2020-01-27,88,73.0,,0.73,64.24
2020-01-28,93,73.0,,0.73,67.89
2020-01-29,94,73.0,,0.73,68.62
2020-01-30,98,73.0,,0.73,71.53999999999999
2020-01-31,97,73.0,,0.73,70.81
2020-02-01,88,73.0,False,0.73,64.24
2020-02-02,87,73.0,,0.73,63.51
2020-02-03,92,73.0,,0.73,67.16
2020-02-04,95,73.0,,0.73,69.35
2020-02-05,92,73.0,,0.73,67.16
2020-02-06,88,73.0,,0.73,64.24
2020-02-07,89,73.0,,0.73,64.97
2020-02-08,90,73.0,,0.73,65.7
2020-02-09,88,73.0,,0.73,64.24
2020-02-10,93,73.0,,0.73,67.89
2020-02-11,91,73.0,,0.73,66.42999999999999
2020-02-12,92,73.0,,0.73,67.16
2020-02-13,90,73.0,,0.73,65.7
2020-02-14,87,73.0,,0.73,63.51
2020-02-15,83,73.0,,0.73,60.589999999999996
2020-02-16,86,73.0,,0.73,62.78
2020-02-17,88,73.0,,0.73,64.24
2020-02-18,91,73.0,,0.73,66.42999999999999
2020-02-19,89,73.0,,0.73,64.97
2020-02-20,96,73.0,,0.73,70.08
2020-02-21,92,73.0,,0.73,67.16
2020-02-22,88,73.0,,0.73,64.24
2020-02-23,93,73.0,,0.73,67.89
2020-02-24,96,73.0,,0.73,70.08
2020-02-25,94,73.0,,0.73,68.62
2020-02-26,100,73.0,,0.73,73.0
2020-02-27,94,73.0,,0.73,68.62
2020-02-28,95,73.0,,0.73,69.35
2020-02-29,91,73.0,,0.73,66.42999999999999
2020-03-01,67,81.0,False,0.81,54.27
2020-03-02,72,81.0,,0.81,58.32000000000001
2020-03-03,72,81.0,,0.81,58.32000000000001
2020-03-04,72,81.0,,0.81,58.32000000000001
2020-03-05,71,81.0,,0.81,57.510000000000005
2020-03-06,72,81.0,,0.81,58.32000000000001
2020-03-07,65,81.0,,0.81,52.650000000000006
2020-03-08,64,81.0,,0.81,51.84
2020-03-09,72,81.0,,0.81,58.32000000000001
2020-03-10,69,81.0,,0.81,55.89
2020-03-11,68,81.0,,0.81,55.080000000000005
2020-03-12,69,81.0,,0.81,55.89
2020-03-13,68,81.0,,0.81,55.080000000000005
2020-03-14,63,81.0,,0.81,51.03
2020-03-15,64,81.0,,0.81,51.84
2020-03-16,67,81.0,,0.81,54.27
2020-03-17,84,81.0,,0.81,68.04
2020-03-18,100,81.0,,0.81,81.0
2020-03-19,95,81.0,,0.81,76.95
2020-03-20,93,81.0,,0.81,75.33
2020-03-21,85,81.0,,0.81,68.85000000000001
2020-03-22,83,81.0,,0.81,67.23
2020-03-23,84,81.0,,0.81,68.04
2020-03-24,81,81.0,,0.81,65.61
2020-03-25,99,81.0,,0.81,80.19000000000001
2020-03-26,100,81.0,,0.81,81.0
2020-03-27,98,81.0,,0.81,79.38000000000001
2020-03-28,94,81.0,,0.81,76.14
2020-03-29,87,81.0,,0.81,70.47
2020-03-30,86,81.0,,0.81,69.66000000000001
2020-03-31,86,81.0,,0.81,69.66000000000001
2020-04-01,60,100.0,False,1.0,60.0
2020-04-02,60,100.0,,1.0,60.0
2020-04-03,67,100.0,,1.0,67.0
2020-04-04,69,100.0,,1.0,69.0
2020-04-05,66,100.0,,1.0,66.0
2020-04-06,63,100.0,,1.0,63.0
2020-04-07,66,100.0,,1.0,66.0
2020-04-08,66,100.0,,1.0,66.0
2020-04-09,67,100.0,,1.0,67.0
2020-04-10,67,100.0,,1.0,67.0
2020-04-11,67,100.0,,1.0,67.0
2020-04-12,65,100.0,,1.0,65.0
2020-04-13,72,100.0,,1.0,72.0
2020-04-14,73,100.0,,1.0,73.0
2020-04-15,100,100.0,,1.0,100.0
2020-04-16,86,100.0,,1.0,86.0
2020-04-17,77,100.0,,1.0,77.0
2020-04-18,74,100.0,,1.0,74.0
2020-04-19,71,100.0,,1.0,71.0
2020-04-20,73,100.0,,1.0,73.0
2020-04-21,72,100.0,,1.0,72.0
2020-04-22,77,100.0,,1.0,77.0
2020-04-23,69,100.0,,1.0,69.0
2020-04-24,70,100.0,,1.0,70.0
2020-04-25,64,100.0,,1.0,64.0
2020-04-26,67,100.0,,1.0,67.0
2020-04-27,69,100.0,,1.0,69.0
2020-04-28,70,100.0,,1.0,70.0
2020-04-29,67,100.0,,1.0,67.0
2020-04-30,69,100.0,,1.0,69.0
2020-05-01,98,84.0,False,0.84,82.32
2020-05-02,92,84.0,,0.84,77.28
2020-05-03,87,84.0,,0.84,73.08
2020-05-04,93,84.0,,0.84,78.11999999999999
2020-05-05,94,84.0,,0.84,78.96
2020-05-06,86,84.0,,0.84,72.24
2020-05-07,88,84.0,,0.84,73.92
2020-05-08,91,84.0,,0.84,76.44
2020-05-09,90,84.0,,0.84,75.6
2020-05-10,92,84.0,,0.84,77.28
2020-05-11,100,84.0,,0.84,84.0
2020-05-12,90,84.0,,0.84,75.6
2020-05-13,89,84.0,,0.84,74.75999999999999
2020-05-14,84,84.0,,0.84,70.56
2020-05-15,86,84.0,,0.84,72.24
2020-05-16,81,84.0,,0.84,68.03999999999999
2020-05-17,82,84.0,,0.84,68.88
2020-05-18,87,84.0,,0.84,73.08
2020-05-19,84,84.0,,0.84,70.56
2020-05-20,87,84.0,,0.84,73.08
2020-05-21,86,84.0,,0.84,72.24
2020-05-22,84,84.0,,0.84,70.56
2020-05-23,77,84.0,,0.84,64.67999999999999
2020-05-24,76,84.0,,0.84,63.839999999999996
2020-05-25,72,84.0,,0.84,60.48
2020-05-26,78,84.0,,0.84,65.52
2020-05-27,80,84.0,,0.84,67.2
2020-05-28,83,84.0,,0.84,69.72
2020-05-29,79,84.0,,0.84,66.36
2020-05-30,72,84.0,,0.84,60.48
2020-05-31,69,84.0,,0.84,57.96
2020-06-01,89,72.0,False,0.72,64.08
2020-06-02,93,72.0,,0.72,66.96
2020-06-03,93,72.0,,0.72,66.96
2020-06-04,98,72.0,,0.72,70.56
2020-06-05,97,72.0,,0.72,69.84
2020-06-06,95,72.0,,0.72,68.39999999999999
2020-06-07,90,72.0,,0.72,64.8
2020-06-08,95,72.0,,0.72,68.39999999999999
2020-06-09,100,72.0,,0.72,72.0
2020-06-10,98,72.0,,0.72,70.56
2020-06-11,100,72.0,,0.72,72.0
2020-06-12,95,72.0,,0.72,68.39999999999999
2020-06-13,91,72.0,,0.72,65.52
2020-06-14,89,72.0,,0.72,64.08
2020-06-15,91,72.0,,0.72,65.52
2020-06-16,98,72.0,,0.72,70.56
2020-06-17,94,72.0,,0.72,67.67999999999999
2020-06-18,91,72.0,,0.72,65.52
2020-06-19,90,72.0,,0.72,64.8
2020-06-20,92,72.0,,0.72,66.24
2020-06-21,88,72.0,,0.72,63.36
2020-06-22,92,72.0,,0.72,66.24
2020-06-23,93,72.0,,0.72,66.96
2020-06-24,91,72.0,,0.72,65.52
2020-06-25,94,72.0,,0.72,67.67999999999999
2020-06-26,91,72.0,,0.72,65.52
2020-06-27,90,72.0,,0.72,64.8
2020-06-28,92,72.0,,0.72,66.24
2020-06-29,94,72.0,,0.72,67.67999999999999
2020-06-30,93,72.0,,0.72,66.96
2020-07-01,94,74.0,False,0.74,69.56
2020-07-02,95,74.0,,0.74,70.3
2020-07-03,90,74.0,,0.74,66.6
2020-07-04,84,74.0,,0.74,62.16
2020-07-05,87,74.0,,0.74,64.38
2020-07-06,91,74.0,,0.74,67.34
2020-07-07,97,74.0,,0.74,71.78
2020-07-08,98,74.0,,0.74,72.52
2020-07-09,96,74.0,,0.74,71.03999999999999
2020-07-10,95,74.0,,0.74,70.3
2020-07-11,91,74.0,,0.74,67.34
2020-07-12,92,74.0,,0.74,68.08
2020-07-13,94,74.0,,0.74,69.56
2020-07-14,96,74.0,,0.74,71.03999999999999
2020-07-15,99,74.0,,0.74,73.26
2020-07-16,95,74.0,,0.74,70.3
2020-07-17,96,74.0,,0.74,71.03999999999999
2020-07-18,93,74.0,,0.74,68.82
2020-07-19,95,74.0,,0.74,70.3
2020-07-20,93,74.0,,0.74,68.82
2020-07-21,96,74.0,,0.74,71.03999999999999
2020-07-22,95,74.0,,0.74,70.3
2020-07-23,99,74.0,,0.74,73.26
2020-07-24,95,74.0,,0.74,70.3
2020-07-25,93,74.0,,0.74,68.82
2020-07-26,90,74.0,,0.74,66.6
2020-07-27,91,74.0,,0.74,67.34
2020-07-28,96,74.0,,0.74,71.03999999999999
2020-07-29,98,74.0,,0.74,72.52
2020-07-30,100,74.0,,0.74,74.0
2020-07-31,98,74.0,,0.74,72.52
2020-08-01,96,71.0,False,0.71,68.16
2020-08-02,96,71.0,,0.71,68.16
2020-08-03,100,71.0,,0.71,71.0
2020-08-04,98,71.0,,0.71,69.58
2020-08-05,93,71.0,,0.71,66.03
2020-08-06,96,71.0,,0.71,68.16
2020-08-07,94,71.0,,0.71,66.74
2020-08-08,93,71.0,,0.71,66.03
2020-08-09,94,71.0,,0.71,66.74
2020-08-10,97,71.0,,0.71,68.86999999999999
2020-08-11,95,71.0,,0.71,67.45
2020-08-12,92,71.0,,0.71,65.32
2020-08-13,97,71.0,,0.71,68.86999999999999
2020-08-14,93,71.0,,0.71,66.03
2020-08-15,92,71.0,,0.71,65.32
2020-08-16,92,71.0,,0.71,65.32
2020-08-17,94,71.0,,0.71,66.74
2020-08-18,93,71.0,,0.71,66.03
2020-08-19,95,71.0,,0.71,67.45
2020-08-20,93,71.0,,0.71,66.03
2020-08-21,93,71.0,,0.71,66.03
2020-08-22,89,71.0,,0.71,63.19
2020-08-23,89,71.0,,0.71,63.19
2020-08-24,91,71.0,,0.71,64.61
2020-08-25,92,71.0,,0.71,65.32
2020-08-26,91,71.0,,0.71,64.61
2020-08-27,91,71.0,,0.71,64.61
2020-08-28,94,71.0,,0.71,66.74
2020-08-29,93,71.0,,0.71,66.03
2020-08-30,90,71.0,,0.71,63.9
2020-08-31,93,71.0,,0.71,66.03
2020-09-01,100,70.0,False,0.7,70.0
2020-09-02,97,70.0,,0.7,67.89999999999999
2020-09-03,95,70.0,,0.7,66.5
2020-09-04,97,70.0,,0.7,67.89999999999999
2020-09-05,94,70.0,,0.7,65.8
2020-09-06,89,70.0,,0.7,62.3
2020-09-07,95,70.0,,0.7,66.5
2020-09-08,92,70.0,,0.7,64.39999999999999
2020-09-09,91,70.0,,0.7,63.699999999999996
2020-09-10,92,70.0,,0.7,64.39999999999999
2020-09-11,92,70.0,,0.7,64.39999999999999
2020-09-12,93,70.0,,0.7,65.1
2020-09-13,91,70.0,,0.7,63.699999999999996
2020-09-14,93,70.0,,0.7,65.1
2020-09-15,94,70.0,,0.7,65.8
2020-09-16,94,70.0,,0.7,65.8
2020-09-17,95,70.0,,0.7,66.5
2020-09-18,93,70.0,,0.7,65.1
2020-09-19,90,70.0,,0.7,62.99999999999999
2020-09-20,90,70.0,,0.7,62.99999999999999
2020-09-21,94,70.0,,0.7,65.8
2020-09-22,92,70.0,,0.7,64.39999999999999
2020-09-23,94,70.0,,0.7,65.8
2020-09-24,94,70.0,,0.7,65.8
2020-09-25,94,70.0,,0.7,65.8
2020-09-26,87,70.0,,0.7,60.9
2020-09-27,87,70.0,,0.7,60.9
2020-09-28,99,70.0,,0.7,69.3
2020-09-29,95,70.0,,0.7,66.5
2020-09-30,100,70.0,,0.7,70.0
2020-10-01,98,69.0,False,0.69,67.61999999999999
2020-10-02,92,69.0,,0.69,63.48
2020-10-03,85,69.0,,0.69,58.65
2020-10-04,85,69.0,,0.69,58.65
2020-10-05,92,69.0,,0.69,63.48
2020-10-06,96,69.0,,0.69,66.24
2020-10-07,91,69.0,,0.69,62.78999999999999
2020-10-08,94,69.0,,0.69,64.86
2020-10-09,92,69.0,,0.69,63.48
2020-10-10,87,69.0,,0.69,60.029999999999994
2020-10-11,88,69.0,,0.69,60.72
2020-10-12,90,69.0,,0.69,62.099999999999994
2020-10-13,93,69.0,,0.69,64.17
2020-10-14,93,69.0,,0.69,64.17
2020-10-15,100,69.0,,0.69,69.0
2020-10-16,96,69.0,,0.69,66.24
2020-10-17,87,69.0,,0.69,60.029999999999994
2020-10-18,85,69.0,,0.69,58.65
2020-10-19,93,69.0,,0.69,64.17
2020-10-20,93,69.0,,0.69,64.17
2020-10-21,93,69.0,,0.69,64.17
2020-10-22,94,69.0,,0.69,64.86
2020-10-23,97,69.0,,0.69,66.92999999999999
2020-10-24,85,69.0,,0.69,58.65
2020-10-25,83,69.0,,0.69,57.269999999999996
2020-10-26,89,69.0,,0.69,61.41
2020-10-27,94,69.0,,0.69,64.86
2020-10-28,93,69.0,,0.69,64.17
2020-10-29,99,69.0,,0.69,68.30999999999999
2020-10-30,95,69.0,,0.69,65.55
2020-10-31,84,69.0,,0.69,57.959999999999994
2020-11-01,92,64.0,True,0.64,58.88
2020-11-02,99,64.0,,0.64,63.36
2020-11-03,92,64.0,,0.64,58.88
2020-11-04,59,64.0,,0.64,37.76
2020-11-05,75,64.0,,0.64,48.0
2020-11-06,79,64.0,,0.64,50.56
2020-11-07,75,64.0,,0.64,48.0
2020-11-08,83,64.0,,0.64,53.120000000000005
2020-11-09,99,64.0,,0.64,63.36
2020-11-10,96,64.0,,0.64,61.44
2020-11-11,95,64.0,,0.64,60.800000000000004
2020-11-12,99,64.0,,0.64,63.36
2020-11-13,96,64.0,,0.64,61.44
2020-11-14,91,64.0,,0.64,58.24
2020-11-15,97,64.0,,0.64,62.08
2020-11-16,100,64.0,,0.64,64.0
2020-11-17,99,64.0,,0.64,63.36
2020-11-18,97,64.0,,0.64,62.08
2020-11-19,100,64.0,,0.64,64.0
2020-11-20,98,64.0,,0.64,62.72
2020-11-21,92,64.0,,0.64,58.88
2020-11-22,89,64.0,,0.64,56.96
2020-11-23,92,64.0,,0.64,58.88
2020-11-24,97,64.0,,0.64,62.08
2020-11-25,93,64.0,,0.64,59.52
2020-11-26,82,64.0,,0.64,52.480000000000004
2020-11-27,87,64.0,,0.64,55.68
2020-11-28,90,64.0,,0.64,57.6
