date,economy_unscaled,economy_monthly,isPartial,scale,economy
2011-08-29,77,59.0,,0.59,45.43
2011-08-30,88,59.0,,0.59,51.919999999999995
2011-08-31,60,59.0,,0.59,35.4
2011-09-01,62,74.0,False,0.74,45.88
2011-09-02,68,74.0,,0.74,50.32
2011-09-03,40,74.0,,0.74,29.6
2011-09-04,47,74.0,,0.74,34.78
2011-09-05,54,74.0,,0.74,39.96
2011-09-06,66,74.0,,0.74,48.839999999999996
2011-09-07,80,74.0,,0.74,59.2
2011-09-08,78,74.0,,0.74,57.72
2011-09-09,62,74.0,,0.74,45.88
2011-09-10,54,74.0,,0.74,39.96
2011-09-11,63,74.0,,0.74,46.62
2011-09-12,75,74.0,,0.74,55.5
2011-09-13,80,74.0,,0.74,59.2
2011-09-14,66,74.0,,0.74,48.839999999999996
2011-09-15,100,74.0,,0.74,74.0
2011-09-16,60,74.0,,0.74,44.4
2011-09-17,47,74.0,,0.74,34.78
2011-09-18,58,74.0,,0.74,42.92
2011-09-19,91,74.0,,0.74,67.34
2011-09-20,76,74.0,,0.74,56.24
2011-09-21,87,74.0,,0.74,64.38
2011-09-22,82,74.0,,0.74,60.68
2011-09-23,87,74.0,,0.74,64.38
2011-09-24,52,74.0,,0.74,38.48
2011-09-25,68,74.0,,0.74,50.32
2011-09-26,93,74.0,,0.74,68.82
2011-09-27,82,74.0,,0.74,60.68
2011-09-28,78,74.0,,0.74,57.72
2011-09-29,81,74.0,,0.74,59.94
2011-09-30,83,74.0,,0.74,61.42
2011-10-01,45,71.0,False,0.71,31.95
2011-10-02,60,71.0,,0.71,42.599999999999994
2011-10-03,83,71.0,,0.71,58.93
2011-10-04,79,71.0,,0.71,56.089999999999996
2011-10-05,83,71.0,,0.71,58.93
2011-10-06,91,71.0,,0.71,64.61
2011-10-07,78,71.0,,0.71,55.379999999999995
2011-10-08,49,71.0,,0.71,34.79
2011-10-09,55,71.0,,0.71,39.05
2011-10-10,84,71.0,,0.71,59.64
2011-10-11,88,71.0,,0.71,62.48
2011-10-12,85,71.0,,0.71,60.349999999999994
2011-10-13,71,71.0,,0.71,50.41
2011-10-14,67,71.0,,0.71,47.57
2011-10-15,53,71.0,,0.71,37.629999999999995
2011-10-16,57,71.0,,0.71,40.47
2011-10-17,82,71.0,,0.71,58.22
2011-10-18,78,71.0,,0.71,55.379999999999995
2011-10-19,100,71.0,,0.71,71.0
2011-10-20,75,71.0,,0.71,53.25
2011-10-21,73,71.0,,0.71,51.83
2011-10-22,46,71.0,,0.71,32.66
2011-10-23,65,71.0,,0.71,46.15
2011-10-24,71,71.0,,0.71,50.41
2011-10-25,77,71.0,,0.71,54.669999999999995
2011-10-26,76,71.0,,0.71,53.959999999999994
2011-10-27,95,71.0,,0.71,67.45
2011-10-28,68,71.0,,0.71,48.28
2011-10-29,48,71.0,,0.71,34.08
2011-10-30,67,71.0,,0.71,47.57
2011-10-31,80,71.0,,0.71,56.8
2011-11-01,81,71.0,False,0.71,57.51
2011-11-02,100,71.0,,0.71,71.0
2011-11-03,70,71.0,,0.71,49.699999999999996
2011-11-04,58,71.0,,0.71,41.18
2011-11-05,48,71.0,,0.71,34.08
2011-11-06,65,71.0,,0.71,46.15
2011-11-07,62,71.0,,0.71,44.019999999999996
2011-11-08,80,71.0,,0.71,56.8
2011-11-09,79,71.0,,0.71,56.089999999999996
2011-11-10,82,71.0,,0.71,58.22
2011-11-11,62,71.0,,0.71,44.019999999999996
2011-11-12,50,71.0,,0.71,35.5
2011-11-13,57,71.0,,0.71,40.47
2011-11-14,78,71.0,,0.71,55.379999999999995
2011-11-15,74,71.0,,0.71,52.54
2011-11-16,69,71.0,,0.71,48.989999999999995
2011-11-17,76,71.0,,0.71,53.959999999999994
2011-11-18,65,71.0,,0.71,46.15
2011-11-19,46,71.0,,0.71,32.66
2011-11-20,48,71.0,,0.71,34.08
2011-11-21,75,71.0,,0.71,53.25
2011-11-22,67,71.0,,0.71,47.57
2011-11-23,50,71.0,,0.71,35.5
2011-11-24,33,71.0,,0.71,23.43
2011-11-25,38,71.0,,0.71,26.979999999999997
2011-11-26,43,71.0,,0.71,30.529999999999998
2011-11-27,57,71.0,,0.71,40.47
2011-11-28,59,71.0,,0.71,41.89
2011-11-29,81,71.0,,0.71,57.51
2011-11-30,86,71.0,,0.71,61.059999999999995
2011-12-01,82,59.0,False,0.59,48.379999999999995
2011-12-02,79,59.0,,0.59,46.61
2011-12-03,51,59.0,,0.59,30.09
2011-12-04,64,59.0,,0.59,37.76
2011-12-05,89,59.0,,0.59,52.51
2011-12-06,100,59.0,,0.59,59.0
2011-12-07,99,59.0,,0.59,58.41
2011-12-08,91,59.0,,0.59,53.69
2011-12-09,78,59.0,,0.59,46.019999999999996
2011-12-10,54,59.0,,0.59,31.86
2011-12-11,65,59.0,,0.59,38.35
2011-12-12,94,59.0,,0.59,55.459999999999994
2011-12-13,85,59.0,,0.59,50.15
2011-12-14,82,59.0,,0.59,48.379999999999995
2011-12-15,83,59.0,,0.59,48.97
2011-12-16,67,59.0,,0.59,39.53
2011-12-17,48,59.0,,0.59,28.32
2011-12-18,45,59.0,,0.59,26.549999999999997
2011-12-19,62,59.0,,0.59,36.58
2011-12-20,56,59.0,,0.59,33.04
2011-12-21,46,59.0,,0.59,27.139999999999997
2011-12-22,40,59.0,,0.59,23.599999999999998
2011-12-23,39,59.0,,0.59,23.009999999999998
2011-12-24,26,59.0,,0.59,15.34
2011-12-25,29,59.0,,0.59,17.11
2011-12-26,38,59.0,,0.59,22.419999999999998
2011-12-27,35,59.0,,0.59,20.65
2011-12-28,43,59.0,,0.59,25.369999999999997
2011-12-29,44,59.0,,0.59,25.959999999999997
2011-12-30,44,59.0,,0.59,25.959999999999997
2011-12-31,36,59.0,,0.59,21.24
2012-01-01,42,60.0,False,0.6,25.2
2012-01-02,54,60.0,,0.6,32.4
2012-01-03,58,60.0,,0.6,34.8
2012-01-04,72,60.0,,0.6,43.199999999999996
2012-01-05,73,60.0,,0.6,43.8
2012-01-06,69,60.0,,0.6,41.4
2012-01-07,45,60.0,,0.6,27.0
2012-01-08,58,60.0,,0.6,34.8
2012-01-09,72,60.0,,0.6,43.199999999999996
2012-01-10,82,60.0,,0.6,49.199999999999996
2012-01-11,80,60.0,,0.6,48.0
2012-01-12,78,60.0,,0.6,46.8
2012-01-13,80,60.0,,0.6,48.0
2012-01-14,46,60.0,,0.6,27.599999999999998
2012-01-15,45,60.0,,0.6,27.0
2012-01-16,61,60.0,,0.6,36.6
2012-01-17,82,60.0,,0.6,49.199999999999996
2012-01-18,86,60.0,,0.6,51.6
2012-01-19,82,60.0,,0.6,49.199999999999996
2012-01-20,76,60.0,,0.6,45.6
2012-01-21,55,60.0,,0.6,33.0
2012-01-22,66,60.0,,0.6,39.6
2012-01-23,82,60.0,,0.6,49.199999999999996
2012-01-24,82,60.0,,0.6,49.199999999999996
2012-01-25,89,60.0,,0.6,53.4
2012-01-26,85,60.0,,0.6,51.0
2012-01-27,85,60.0,,0.6,51.0
2012-01-28,55,60.0,,0.6,33.0
2012-01-29,66,60.0,,0.6,39.6
2012-01-30,89,60.0,,0.6,53.4
2012-01-31,100,60.0,,0.6,60.0
2012-02-01,76,69.0,False,0.69,52.44
2012-02-02,69,69.0,,0.69,47.61
2012-02-03,69,69.0,,0.69,47.61
2012-02-04,49,69.0,,0.69,33.809999999999995
2012-02-05,53,69.0,,0.69,36.57
2012-02-06,93,69.0,,0.69,64.17
2012-02-07,93,69.0,,0.69,64.17
2012-02-08,84,69.0,,0.69,57.959999999999994
2012-02-09,78,69.0,,0.69,53.81999999999999
2012-02-10,81,69.0,,0.69,55.88999999999999
2012-02-11,47,69.0,,0.69,32.43
2012-02-12,48,69.0,,0.69,33.12
2012-02-13,68,69.0,,0.69,46.919999999999995
2012-02-14,69,69.0,,0.69,47.61
2012-02-15,79,69.0,,0.69,54.51
2012-02-16,100,69.0,,0.69,69.0
2012-02-17,60,69.0,,0.69,41.4
2012-02-18,56,69.0,,0.69,38.64
2012-02-19,63,69.0,,0.69,43.47
2012-02-20,72,69.0,,0.69,49.67999999999999
2012-02-21,83,69.0,,0.69,57.269999999999996
2012-02-22,69,69.0,,0.69,47.61
2012-02-23,83,69.0,,0.69,57.269999999999996
2012-02-24,74,69.0,,0.69,51.059999999999995
2012-02-25,45,69.0,,0.69,31.049999999999997
2012-02-26,50,69.0,,0.69,34.5
2012-02-27,77,69.0,,0.69,53.129999999999995
2012-02-28,83,69.0,,0.69,57.269999999999996
2012-02-29,76,69.0,,0.69,52.44
2012-03-01,100,67.0,False,0.67,67.0
2012-03-02,93,67.0,,0.67,62.31
2012-03-03,57,67.0,,0.67,38.190000000000005
2012-03-04,74,67.0,,0.67,49.580000000000005
2012-03-05,88,67.0,,0.67,58.96
2012-03-06,98,67.0,,0.67,65.66000000000001
2012-03-07,90,67.0,,0.67,60.300000000000004
2012-03-08,91,67.0,,0.67,60.970000000000006
2012-03-09,78,67.0,,0.67,52.260000000000005
2012-03-10,67,67.0,,0.67,44.89
2012-03-11,65,67.0,,0.67,43.550000000000004
2012-03-12,84,67.0,,0.67,56.28
2012-03-13,87,67.0,,0.67,58.290000000000006
2012-03-14,82,67.0,,0.67,54.940000000000005
2012-03-15,76,67.0,,0.67,50.92
2012-03-16,69,67.0,,0.67,46.230000000000004
2012-03-17,51,67.0,,0.67,34.17
2012-03-18,65,67.0,,0.67,43.550000000000004
2012-03-19,88,67.0,,0.67,58.96
2012-03-20,80,67.0,,0.67,53.6
2012-03-21,91,67.0,,0.67,60.970000000000006
2012-03-22,84,67.0,,0.67,56.28
2012-03-23,78,67.0,,0.67,52.260000000000005
2012-03-24,60,67.0,,0.67,40.2
2012-03-25,60,67.0,,0.67,40.2
2012-03-26,87,67.0,,0.67,58.290000000000006
2012-03-27,80,67.0,,0.67,53.6
2012-03-28,82,67.0,,0.67,54.940000000000005
2012-03-29,83,67.0,,0.67,55.61000000000001
2012-03-30,67,67.0,,0.67,44.89
2012-03-31,52,67.0,,0.67,34.84
2012-04-01,57,70.0,False,0.7,39.9
2012-04-02,76,70.0,,0.7,53.199999999999996
2012-04-03,74,70.0,,0.7,51.8
2012-04-04,73,70.0,,0.7,51.099999999999994
2012-04-05,69,70.0,,0.7,48.3
2012-04-06,62,70.0,,0.7,43.4
2012-04-07,53,70.0,,0.7,37.099999999999994
2012-04-08,57,70.0,,0.7,39.9
2012-04-09,83,70.0,,0.7,58.099999999999994
2012-04-10,80,70.0,,0.7,56.0
2012-04-11,87,70.0,,0.7,60.9
2012-04-12,84,70.0,,0.7,58.8
2012-04-13,78,70.0,,0.7,54.599999999999994
2012-04-14,51,70.0,,0.7,35.699999999999996
2012-04-15,67,70.0,,0.7,46.9
2012-04-16,81,70.0,,0.7,56.699999999999996
2012-04-17,86,70.0,,0.7,60.199999999999996
2012-04-18,94,70.0,,0.7,65.8
2012-04-19,85,70.0,,0.7,59.49999999999999
2012-04-20,81,70.0,,0.7,56.699999999999996
2012-04-21,61,70.0,,0.7,42.699999999999996
2012-04-22,65,70.0,,0.7,45.5
2012-04-23,100,70.0,,0.7,70.0
2012-04-24,88,70.0,,0.7,61.599999999999994
2012-04-25,97,70.0,,0.7,67.89999999999999
2012-04-26,86,70.0,,0.7,60.199999999999996
2012-04-27,87,70.0,,0.7,60.9
2012-04-28,59,70.0,,0.7,41.3
2012-04-29,69,70.0,,0.7,48.3
2012-04-30,93,70.0,,0.7,65.1
2012-05-01,98,69.0,False,0.69,67.61999999999999
2012-05-02,97,69.0,,0.69,66.92999999999999
2012-05-03,100,69.0,,0.69,69.0
2012-05-04,81,69.0,,0.69,55.88999999999999
2012-05-05,57,69.0,,0.69,39.33
2012-05-06,63,69.0,,0.69,43.47
2012-05-07,94,69.0,,0.69,64.86
2012-05-08,89,69.0,,0.69,61.41
2012-05-09,86,69.0,,0.69,59.339999999999996
2012-05-10,87,69.0,,0.69,60.029999999999994
2012-05-11,75,69.0,,0.69,51.74999999999999
2012-05-12,53,69.0,,0.69,36.57
2012-05-13,62,69.0,,0.69,42.779999999999994
2012-05-14,90,69.0,,0.69,62.099999999999994
2012-05-15,97,69.0,,0.69,66.92999999999999
2012-05-16,87,69.0,,0.69,60.029999999999994
2012-05-17,87,69.0,,0.69,60.029999999999994
2012-05-18,75,69.0,,0.69,51.74999999999999
2012-05-19,58,69.0,,0.69,40.019999999999996
2012-05-20,54,69.0,,0.69,37.26
2012-05-21,82,69.0,,0.69,56.58
2012-05-22,86,69.0,,0.69,59.339999999999996
2012-05-23,82,69.0,,0.69,56.58
2012-05-24,80,69.0,,0.69,55.199999999999996
2012-05-25,67,69.0,,0.69,46.23
2012-05-26,42,69.0,,0.69,28.979999999999997
2012-05-27,53,69.0,,0.69,36.57
2012-05-28,60,69.0,,0.69,41.4
2012-05-29,79,69.0,,0.69,54.51
2012-05-30,83,69.0,,0.69,57.269999999999996
2012-05-31,70,69.0,,0.69,48.3
2012-06-01,81,51.0,False,0.51,41.31
2012-06-02,69,51.0,,0.51,35.19
2012-06-03,64,51.0,,0.51,32.64
2012-06-04,100,51.0,,0.51,51.0
2012-06-05,83,51.0,,0.51,42.33
2012-06-06,80,51.0,,0.51,40.8
2012-06-07,87,51.0,,0.51,44.37
2012-06-08,71,51.0,,0.51,36.21
2012-06-09,65,51.0,,0.51,33.15
2012-06-10,75,51.0,,0.51,38.25
2012-06-11,85,51.0,,0.51,43.35
2012-06-12,79,51.0,,0.51,40.29
2012-06-13,81,51.0,,0.51,41.31
2012-06-14,76,51.0,,0.51,38.76
2012-06-15,61,51.0,,0.51,31.11
2012-06-16,47,51.0,,0.51,23.97
2012-06-17,46,51.0,,0.51,23.46
2012-06-18,81,51.0,,0.51,41.31
2012-06-19,69,51.0,,0.51,35.19
2012-06-20,65,51.0,,0.51,33.15
2012-06-21,68,51.0,,0.51,34.68
2012-06-22,53,51.0,,0.51,27.03
2012-06-23,69,51.0,,0.51,35.19
2012-06-24,54,51.0,,0.51,27.54
2012-06-25,64,51.0,,0.51,32.64
2012-06-26,65,51.0,,0.51,33.15
2012-06-27,72,51.0,,0.51,36.72
2012-06-28,66,51.0,,0.51,33.660000000000004
2012-06-29,58,51.0,,0.51,29.580000000000002
2012-06-30,49,51.0,,0.51,24.990000000000002
2012-07-01,69,45.0,False,0.45,31.05
2012-07-02,87,45.0,,0.45,39.15
2012-07-03,66,45.0,,0.45,29.7
2012-07-04,64,45.0,,0.45,28.8
2012-07-05,64,45.0,,0.45,28.8
2012-07-06,64,45.0,,0.45,28.8
2012-07-07,73,45.0,,0.45,32.85
2012-07-08,79,45.0,,0.45,35.550000000000004
2012-07-09,72,45.0,,0.45,32.4
2012-07-10,87,45.0,,0.45,39.15
2012-07-11,85,45.0,,0.45,38.25
2012-07-12,84,45.0,,0.45,37.800000000000004
2012-07-13,71,45.0,,0.45,31.95
2012-07-14,75,45.0,,0.45,33.75
2012-07-15,77,45.0,,0.45,34.65
2012-07-16,84,45.0,,0.45,37.800000000000004
2012-07-17,74,45.0,,0.45,33.300000000000004
2012-07-18,87,45.0,,0.45,39.15
2012-07-19,78,45.0,,0.45,35.1
2012-07-20,75,45.0,,0.45,33.75
2012-07-21,71,45.0,,0.45,31.95
2012-07-22,70,45.0,,0.45,31.5
2012-07-23,87,45.0,,0.45,39.15
2012-07-24,100,45.0,,0.45,45.0
2012-07-25,74,45.0,,0.45,33.300000000000004
2012-07-26,84,45.0,,0.45,37.800000000000004
2012-07-27,76,45.0,,0.45,34.2
2012-07-28,62,45.0,,0.45,27.900000000000002
2012-07-29,73,45.0,,0.45,32.85
2012-07-30,84,45.0,,0.45,37.800000000000004
2012-07-31,88,45.0,,0.45,39.6
2012-08-01,56,50.0,False,0.5,28.0
2012-08-02,60,50.0,,0.5,30.0
2012-08-03,55,50.0,,0.5,27.5
2012-08-04,48,50.0,,0.5,24.0
2012-08-05,50,50.0,,0.5,25.0
2012-08-06,58,50.0,,0.5,29.0
2012-08-07,60,50.0,,0.5,30.0
2012-08-08,58,50.0,,0.5,29.0
2012-08-09,62,50.0,,0.5,31.0
2012-08-10,62,50.0,,0.5,31.0
2012-08-11,57,50.0,,0.5,28.5
2012-08-12,53,50.0,,0.5,26.5
2012-08-13,64,50.0,,0.5,32.0
2012-08-14,63,50.0,,0.5,31.5
2012-08-15,63,50.0,,0.5,31.5
2012-08-16,67,50.0,,0.5,33.5
2012-08-17,65,50.0,,0.5,32.5
2012-08-18,59,50.0,,0.5,29.5
2012-08-19,60,50.0,,0.5,30.0
2012-08-20,68,50.0,,0.5,34.0
2012-08-21,61,50.0,,0.5,30.5
2012-08-22,71,50.0,,0.5,35.5
2012-08-23,73,50.0,,0.5,36.5
2012-08-24,73,50.0,,0.5,36.5
2012-08-25,51,50.0,,0.5,25.5
2012-08-26,60,50.0,,0.5,30.0
2012-08-27,78,50.0,,0.5,39.0
2012-08-28,83,50.0,,0.5,41.5
2012-08-29,90,50.0,,0.5,45.0
2012-08-30,100,50.0,,0.5,50.0
2012-08-31,87,50.0,,0.5,43.5
2012-09-01,60,73.0,False,0.73,43.8
2012-09-02,53,73.0,,0.73,38.69
2012-09-03,61,73.0,,0.73,44.53
2012-09-04,81,73.0,,0.73,59.129999999999995
2012-09-05,87,73.0,,0.73,63.51
2012-09-06,94,73.0,,0.73,68.62
2012-09-07,93,73.0,,0.73,67.89
2012-09-08,71,73.0,,0.73,51.83
2012-09-09,71,73.0,,0.73,51.83
2012-09-10,90,73.0,,0.73,65.7
2012-09-11,84,73.0,,0.73,61.32
2012-09-12,93,73.0,,0.73,67.89
2012-09-13,85,73.0,,0.73,62.05
2012-09-14,82,73.0,,0.73,59.86
2012-09-15,57,73.0,,0.73,41.61
2012-09-16,71,73.0,,0.73,51.83
2012-09-17,97,73.0,,0.73,70.81
2012-09-18,82,73.0,,0.73,59.86
2012-09-19,100,73.0,,0.73,73.0
2012-09-20,90,73.0,,0.73,65.7
2012-09-21,82,73.0,,0.73,59.86
2012-09-22,52,73.0,,0.73,37.96
2012-09-23,61,73.0,,0.73,44.53
2012-09-24,98,73.0,,0.73,71.53999999999999
2012-09-25,81,73.0,,0.73,59.129999999999995
2012-09-26,79,73.0,,0.73,57.67
2012-09-27,86,73.0,,0.73,62.78
2012-09-28,75,73.0,,0.73,54.75
2012-09-29,57,73.0,,0.73,41.61
2012-09-30,69,73.0,,0.73,50.37
2012-10-01,84,76.0,False,0.76,63.84
2012-10-02,80,76.0,,0.76,60.8
2012-10-03,76,76.0,,0.76,57.76
2012-10-04,100,76.0,,0.76,76.0
2012-10-05,76,76.0,,0.76,57.76
2012-10-06,52,76.0,,0.76,39.52
2012-10-07,57,76.0,,0.76,43.32
2012-10-08,71,76.0,,0.76,53.96
2012-10-09,79,76.0,,0.76,60.04
2012-10-10,80,76.0,,0.76,60.8
2012-10-11,79,76.0,,0.76,60.04
2012-10-12,61,76.0,,0.76,46.36
2012-10-13,48,76.0,,0.76,36.480000000000004
2012-10-14,56,76.0,,0.76,42.56
2012-10-15,69,76.0,,0.76,52.44
2012-10-16,83,76.0,,0.76,63.08
2012-10-17,96,76.0,,0.76,72.96000000000001
2012-10-18,89,76.0,,0.76,67.64
2012-10-19,64,76.0,,0.76,48.64
2012-10-20,42,76.0,,0.76,31.92
2012-10-21,65,76.0,,0.76,49.4
2012-10-22,86,76.0,,0.76,65.36
2012-10-23,88,76.0,,0.76,66.88
2012-10-24,87,76.0,,0.76,66.12
2012-10-25,78,76.0,,0.76,59.28
2012-10-26,72,76.0,,0.76,54.72
2012-10-27,40,76.0,,0.76,30.4
2012-10-28,49,76.0,,0.76,37.24
2012-10-29,75,76.0,,0.76,57.0
2012-10-30,78,76.0,,0.76,59.28
2012-10-31,80,76.0,,0.76,60.8
2012-11-01,66,72.0,False,0.72,47.519999999999996
2012-11-02,68,72.0,,0.72,48.96
2012-11-03,38,72.0,,0.72,27.36
2012-11-04,53,72.0,,0.72,38.16
2012-11-05,74,72.0,,0.72,53.28
2012-11-06,72,72.0,,0.72,51.839999999999996
2012-11-07,100,72.0,,0.72,72.0
2012-11-08,83,72.0,,0.72,59.76
2012-11-09,70,72.0,,0.72,50.4
2012-11-10,46,72.0,,0.72,33.12
2012-11-11,47,72.0,,0.72,33.839999999999996
2012-11-12,68,72.0,,0.72,48.96
