date,happy_unscaled,happy_monthly,isPartial,scale,happy
2017-09-28,88,71.0,,0.71,62.48
2017-09-29,95,71.0,,0.71,67.45
2017-09-30,89,71.0,,0.71,63.19
2017-10-01,51,86.0,False,0.86,43.86
2017-10-02,46,86.0,,0.86,39.56
2017-10-03,49,86.0,,0.86,42.14
2017-10-04,54,86.0,,0.86,46.44
2017-10-05,53,86.0,,0.86,45.58
2017-10-06,59,86.0,,0.86,50.74
2017-10-07,52,86.0,,0.86,44.72
2017-10-08,48,86.0,,0.86,41.28
2017-10-09,52,86.0,,0.86,44.72
2017-10-10,53,86.0,,0.86,45.58
2017-10-11,54,86.0,,0.86,46.44
2017-10-12,59,86.0,,0.86,50.74
2017-10-13,88,86.0,,0.86,75.67999999999999
2017-10-14,82,86.0,,0.86,70.52
2017-10-15,71,86.0,,0.86,61.06
2017-10-16,66,86.0,,0.86,56.76
2017-10-17,58,86.0,,0.86,49.88
2017-10-18,61,86.0,,0.86,52.46
2017-10-19,64,86.0,,0.86,55.04
2017-10-20,68,86.0,,0.86,58.48
2017-10-21,71,86.0,,0.86,61.06
2017-10-22,61,86.0,,0.86,52.46
2017-10-23,52,86.0,,0.86,44.72
2017-10-24,54,86.0,,0.86,46.44
2017-10-25,54,86.0,,0.86,46.44
2017-10-26,52,86.0,,0.86,44.72
2017-10-27,62,86.0,,0.86,53.32
2017-10-28,55,86.0,,0.86,47.3
2017-10-29,56,86.0,,0.86,48.16
2017-10-30,52,86.0,,0.86,44.72
2017-10-31,100,86.0,,0.86,86.0
2017-11-01,23,86.0,False,0.86,19.78
2017-11-02,21,86.0,,0.86,18.06
2017-11-03,23,86.0,,0.86,19.78
2017-11-04,21,86.0,,0.86,18.06
2017-11-05,19,86.0,,0.86,16.34
2017-11-06,18,86.0,,0.86,15.48
2017-11-07,20,86.0,,0.86,17.2
2017-11-08,20,86.0,,0.86,17.2
2017-11-09,21,86.0,,0.86,18.06
2017-11-10,26,86.0,,0.86,22.36
2017-11-11,27,86.0,,0.86,23.22
2017-11-12,20,86.0,,0.86,17.2
2017-11-13,19,86.0,,0.86,16.34
2017-11-14,19,86.0,,0.86,16.34
2017-11-15,20,86.0,,0.86,17.2
2017-11-16,21,86.0,,0.86,18.06
2017-11-17,23,86.0,,0.86,19.78
2017-11-18,20,86.0,,0.86,17.2
2017-11-19,20,86.0,,0.86,17.2
2017-11-20,20,86.0,,0.86,17.2
2017-11-21,24,86.0,,0.86,20.64
2017-11-22,32,86.0,,0.86,27.52
2017-11-23,100,86.0,,0.86,86.0
2017-11-24,22,86.0,,0.86,18.919999999999998
2017-11-25,18,86.0,,0.86,15.48
2017-11-26,18,86.0,,0.86,15.48
2017-11-27,16,86.0,,0.86,13.76
2017-11-28,18,86.0,,0.86,15.48
2017-11-29,18,86.0,,0.86,15.48
2017-11-30,19,86.0,,0.86,16.34
2017-12-01,39,84.0,False,0.84,32.76
2017-12-02,32,84.0,,0.84,26.88
2017-12-03,30,84.0,,0.84,25.2
2017-12-04,31,84.0,,0.84,26.04
2017-12-05,34,84.0,,0.84,28.56
2017-12-06,34,84.0,,0.84,28.56
2017-12-07,35,84.0,,0.84,29.4
2017-12-08,37,84.0,,0.84,31.08
2017-12-09,32,84.0,,0.84,26.88
2017-12-10,30,84.0,,0.84,25.2
2017-12-11,32,84.0,,0.84,26.88
2017-12-12,39,84.0,,0.84,32.76
2017-12-13,40,84.0,,0.84,33.6
2017-12-14,35,84.0,,0.84,29.4
2017-12-15,41,84.0,,0.84,34.44
2017-12-16,33,84.0,,0.84,27.72
2017-12-17,33,84.0,,0.84,27.72
2017-12-18,36,84.0,,0.84,30.24
2017-12-19,38,84.0,,0.84,31.919999999999998
2017-12-20,40,84.0,,0.84,33.6
2017-12-21,43,84.0,,0.84,36.12
2017-12-22,46,84.0,,0.84,38.64
2017-12-23,36,84.0,,0.84,30.24
2017-12-24,39,84.0,,0.84,32.76
2017-12-25,43,84.0,,0.84,36.12
2017-12-26,36,84.0,,0.84,30.24
2017-12-27,37,84.0,,0.84,31.08
2017-12-28,42,84.0,,0.84,35.28
2017-12-29,49,84.0,,0.84,41.16
2017-12-30,45,84.0,,0.84,37.8
2017-12-31,100,84.0,,0.84,84.0
2018-01-01,100,80.0,False,0.8,80.0
2018-01-02,24,80.0,,0.8,19.200000000000003
2018-01-03,19,80.0,,0.8,15.200000000000001
2018-01-04,17,80.0,,0.8,13.600000000000001
2018-01-05,20,80.0,,0.8,16.0
2018-01-06,19,80.0,,0.8,15.200000000000001
2018-01-07,16,80.0,,0.8,12.8
2018-01-08,17,80.0,,0.8,13.600000000000001
2018-01-09,16,80.0,,0.8,12.8
2018-01-10,17,80.0,,0.8,13.600000000000001
2018-01-11,18,80.0,,0.8,14.4
2018-01-12,19,80.0,,0.8,15.200000000000001
2018-01-13,19,80.0,,0.8,15.200000000000001
2018-01-14,17,80.0,,0.8,13.600000000000001
2018-01-15,17,80.0,,0.8,13.600000000000001
2018-01-16,17,80.0,,0.8,13.600000000000001
2018-01-17,16,80.0,,0.8,12.8
2018-01-18,18,80.0,,0.8,14.4
2018-01-19,21,80.0,,0.8,16.8
2018-01-20,19,80.0,,0.8,15.200000000000001
2018-01-21,17,80.0,,0.8,13.600000000000001
2018-01-22,16,80.0,,0.8,12.8
2018-01-23,17,80.0,,0.8,13.600000000000001
2018-01-24,17,80.0,,0.8,13.600000000000001
2018-01-25,19,80.0,,0.8,15.200000000000001
2018-01-26,20,80.0,,0.8,16.0
2018-01-27,18,80.0,,0.8,14.4
2018-01-28,17,80.0,,0.8,13.600000000000001
2018-01-29,17,80.0,,0.8,13.600000000000001
2018-01-30,17,80.0,,0.8,13.600000000000001
2018-01-31,17,80.0,,0.8,13.600000000000001
2018-02-01,22,79.0,False,0.79,17.380000000000003
2018-02-02,26,79.0,,0.79,20.54
2018-02-03,22,79.0,,0.79,17.380000000000003
2018-02-04,21,79.0,,0.79,16.59
2018-02-05,18,79.0,,0.79,14.22
2018-02-06,20,79.0,,0.79,15.8
2018-02-07,22,79.0,,0.79,17.380000000000003
2018-02-08,22,79.0,,0.79,17.380000000000003
2018-02-09,25,79.0,,0.79,19.75
2018-02-10,22,79.0,,0.79,17.380000000000003
2018-02-11,21,79.0,,0.79,16.59
2018-02-12,22,79.0,,0.79,17.380000000000003
2018-02-13,27,79.0,,0.79,21.330000000000002
2018-02-14,100,79.0,,0.79,79.0
2018-02-15,31,79.0,,0.79,24.490000000000002
2018-02-16,27,79.0,,0.79,21.330000000000002
2018-02-17,22,79.0,,0.79,17.380000000000003
2018-02-18,22,79.0,,0.79,17.380000000000003
2018-02-19,21,79.0,,0.79,16.59
2018-02-20,19,79.0,,0.79,15.010000000000002
2018-02-21,21,79.0,,0.79,16.59
2018-02-22,22,79.0,,0.79,17.380000000000003
2018-02-23,24,79.0,,0.79,18.96
2018-02-24,19,79.0,,0.79,15.010000000000002
2018-02-25,20,79.0,,0.79,15.8
2018-02-26,19,79.0,,0.79,15.010000000000002
2018-02-27,20,79.0,,0.79,15.8
2018-02-28,23,79.0,,0.79,18.17
2018-03-01,75,73.0,False,0.73,54.75
2018-03-02,76,73.0,,0.73,55.48
2018-03-03,67,73.0,,0.73,48.91
2018-03-04,66,73.0,,0.73,48.18
2018-03-05,64,73.0,,0.73,46.72
2018-03-06,67,73.0,,0.73,48.91
2018-03-07,69,73.0,,0.73,50.37
2018-03-08,91,73.0,,0.73,66.42999999999999
2018-03-09,81,73.0,,0.73,59.129999999999995
2018-03-10,67,73.0,,0.73,48.91
2018-03-11,62,73.0,,0.73,45.26
2018-03-12,65,73.0,,0.73,47.449999999999996
2018-03-13,67,73.0,,0.73,48.91
2018-03-14,76,73.0,,0.73,55.48
2018-03-15,70,73.0,,0.73,51.1
2018-03-16,78,73.0,,0.73,56.94
2018-03-17,97,73.0,,0.73,70.81
2018-03-18,65,73.0,,0.73,47.449999999999996
2018-03-19,66,73.0,,0.73,48.18
2018-03-20,74,73.0,,0.73,54.019999999999996
2018-03-21,70,73.0,,0.73,51.1
2018-03-22,68,73.0,,0.73,49.64
2018-03-23,78,73.0,,0.73,56.94
2018-03-24,65,73.0,,0.73,47.449999999999996
2018-03-25,67,73.0,,0.73,48.91
2018-03-26,64,73.0,,0.73,46.72
2018-03-27,68,73.0,,0.73,49.64
2018-03-28,71,73.0,,0.73,51.83
2018-03-29,81,73.0,,0.73,59.129999999999995
2018-03-30,100,73.0,,0.73,73.0
2018-03-31,85,73.0,,0.73,62.05
2018-04-01,100,70.0,False,0.7,70.0
2018-04-02,26,70.0,,0.7,18.2
2018-04-03,24,70.0,,0.7,16.799999999999997
2018-04-04,25,70.0,,0.7,17.5
2018-04-05,25,70.0,,0.7,17.5
2018-04-06,28,70.0,,0.7,19.599999999999998
2018-04-07,25,70.0,,0.7,17.5
2018-04-08,24,70.0,,0.7,16.799999999999997
2018-04-09,23,70.0,,0.7,16.099999999999998
2018-04-10,26,70.0,,0.7,18.2
2018-04-11,25,70.0,,0.7,17.5
2018-04-12,26,70.0,,0.7,18.2
2018-04-13,31,70.0,,0.7,21.7
2018-04-14,24,70.0,,0.7,16.799999999999997
2018-04-15,24,70.0,,0.7,16.799999999999997
2018-04-16,22,70.0,,0.7,15.399999999999999
2018-04-17,24,70.0,,0.7,16.799999999999997
2018-04-18,25,70.0,,0.7,17.5
2018-04-19,25,70.0,,0.7,17.5
2018-04-20,32,70.0,,0.7,22.4
2018-04-21,23,70.0,,0.7,16.099999999999998
2018-04-22,24,70.0,,0.7,16.799999999999997
2018-04-23,23,70.0,,0.7,16.099999999999998
2018-04-24,24,70.0,,0.7,16.799999999999997
2018-04-25,27,70.0,,0.7,18.9
2018-04-26,25,70.0,,0.7,17.5
2018-04-27,26,70.0,,0.7,18.2
2018-04-28,23,70.0,,0.7,16.099999999999998
2018-04-29,23,70.0,,0.7,16.099999999999998
2018-04-30,23,70.0,,0.7,16.099999999999998
2018-05-01,13,87.0,False,0.87,11.31
2018-05-02,13,87.0,,0.87,11.31
2018-05-03,14,87.0,,0.87,12.18
2018-05-04,15,87.0,,0.87,13.05
2018-05-05,13,87.0,,0.87,11.31
2018-05-06,13,87.0,,0.87,11.31
2018-05-07,14,87.0,,0.87,12.18
2018-05-08,14,87.0,,0.87,12.18
2018-05-09,14,87.0,,0.87,12.18
2018-05-10,18,87.0,,0.87,15.66
2018-05-11,19,87.0,,0.87,16.53
2018-05-12,19,87.0,,0.87,16.53
2018-05-13,100,87.0,,0.87,87.0
2018-05-14,16,87.0,,0.87,13.92
2018-05-15,13,87.0,,0.87,11.31
2018-05-16,13,87.0,,0.87,11.31
2018-05-17,14,87.0,,0.87,12.18
2018-05-18,15,87.0,,0.87,13.05
2018-05-19,12,87.0,,0.87,10.44
2018-05-20,12,87.0,,0.87,10.44
2018-05-21,12,87.0,,0.87,10.44
2018-05-22,13,87.0,,0.87,11.31
2018-05-23,14,87.0,,0.87,12.18
2018-05-24,14,87.0,,0.87,12.18
2018-05-25,15,87.0,,0.87,13.05
2018-05-26,13,87.0,,0.87,11.31
2018-05-27,13,87.0,,0.87,11.31
2018-05-28,16,87.0,,0.87,13.92
2018-05-29,12,87.0,,0.87,10.44
2018-05-30,13,87.0,,0.87,11.31
2018-05-31,12,87.0,,0.87,10.44
2018-06-01,22,77.0,False,0.77,16.94
2018-06-02,19,77.0,,0.77,14.63
2018-06-03,18,77.0,,0.77,13.86
2018-06-04,18,77.0,,0.77,13.86
2018-06-05,18,77.0,,0.77,13.86
2018-06-06,19,77.0,,0.77,14.63
2018-06-07,19,77.0,,0.77,14.63
2018-06-08,22,77.0,,0.77,16.94
2018-06-09,19,77.0,,0.77,14.63
2018-06-10,18,77.0,,0.77,13.86
2018-06-11,17,77.0,,0.77,13.09
2018-06-12,18,77.0,,0.77,13.86
2018-06-13,19,77.0,,0.77,14.63
2018-06-14,22,77.0,,0.77,16.94
2018-06-15,24,77.0,,0.77,18.48
2018-06-16,22,77.0,,0.77,16.94
2018-06-17,100,77.0,,0.77,77.0
2018-06-18,22,77.0,,0.77,16.94
2018-06-19,18,77.0,,0.77,13.86
2018-06-20,18,77.0,,0.77,13.86
2018-06-21,20,77.0,,0.77,15.4
2018-06-22,21,77.0,,0.77,16.17
2018-06-23,17,77.0,,0.77,13.09
2018-06-24,18,77.0,,0.77,13.86
2018-06-25,17,77.0,,0.77,13.09
2018-06-26,18,77.0,,0.77,13.86
2018-06-27,18,77.0,,0.77,13.86
2018-06-28,19,77.0,,0.77,14.63
2018-06-29,22,77.0,,0.77,16.94
2018-06-30,19,77.0,,0.77,14.63
2018-07-01,40,70.0,False,0.7,28.0
2018-07-02,38,70.0,,0.7,26.599999999999998
2018-07-03,45,70.0,,0.7,31.499999999999996
2018-07-04,100,70.0,,0.7,70.0
2018-07-05,43,70.0,,0.7,30.099999999999998
2018-07-06,42,70.0,,0.7,29.4
2018-07-07,37,70.0,,0.7,25.9
2018-07-08,37,70.0,,0.7,25.9
2018-07-09,35,70.0,,0.7,24.5
2018-07-10,38,70.0,,0.7,26.599999999999998
2018-07-11,38,70.0,,0.7,26.599999999999998
2018-07-12,39,70.0,,0.7,27.299999999999997
2018-07-13,45,70.0,,0.7,31.499999999999996
2018-07-14,39,70.0,,0.7,27.299999999999997
2018-07-15,37,70.0,,0.7,25.9
2018-07-16,38,70.0,,0.7,26.599999999999998
2018-07-17,37,70.0,,0.7,25.9
2018-07-18,37,70.0,,0.7,25.9
2018-07-19,39,70.0,,0.7,27.299999999999997
2018-07-20,45,70.0,,0.7,31.499999999999996
2018-07-21,37,70.0,,0.7,25.9
2018-07-22,36,70.0,,0.7,25.2
2018-07-23,36,70.0,,0.7,25.2
2018-07-24,38,70.0,,0.7,26.599999999999998
2018-07-25,38,70.0,,0.7,26.599999999999998
2018-07-26,39,70.0,,0.7,27.299999999999997
2018-07-27,43,70.0,,0.7,30.099999999999998
2018-07-28,39,70.0,,0.7,27.299999999999997
2018-07-29,38,70.0,,0.7,26.599999999999998
2018-07-30,36,70.0,,0.7,25.2
2018-07-31,37,70.0,,0.7,25.9
2018-08-01,87,72.0,False,0.72,62.64
2018-08-02,84,72.0,,0.72,60.48
2018-08-03,92,72.0,,0.72,66.24
2018-08-04,82,72.0,,0.72,59.04
2018-08-05,87,72.0,,0.72,62.64
2018-08-06,79,72.0,,0.72,56.879999999999995
2018-08-07,82,72.0,,0.72,59.04
2018-08-08,88,72.0,,0.72,63.36
2018-08-09,88,72.0,,0.72,63.36
2018-08-10,95,72.0,,0.72,68.39999999999999
2018-08-11,90,72.0,,0.72,64.8
2018-08-12,84,72.0,,0.72,60.48
2018-08-13,84,72.0,,0.72,60.48
2018-08-14,88,72.0,,0.72,63.36
2018-08-15,89,72.0,,0.72,64.08
2018-08-16,92,72.0,,0.72,66.24
2018-08-17,94,72.0,,0.72,67.67999999999999
2018-08-18,86,72.0,,0.72,61.919999999999995
2018-08-19,79,72.0,,0.72,56.879999999999995
2018-08-20,81,72.0,,0.72,58.32
2018-08-21,81,72.0,,0.72,58.32
2018-08-22,81,72.0,,0.72,58.32
2018-08-23,89,72.0,,0.72,64.08
2018-08-24,100,72.0,,0.72,72.0
2018-08-25,92,72.0,,0.72,66.24
2018-08-26,93,72.0,,0.72,66.96
2018-08-27,80,72.0,,0.72,57.599999999999994
2018-08-28,85,72.0,,0.72,61.199999999999996
2018-08-29,84,72.0,,0.72,60.48
2018-08-30,87,72.0,,0.72,62.64
2018-08-31,95,72.0,,0.72,68.39999999999999
2018-09-01,92,68.0,False,0.68,62.56
2018-09-02,85,68.0,,0.68,57.800000000000004
2018-09-03,100,68.0,,0.68,68.0
2018-09-04,77,68.0,,0.68,52.36000000000001
2018-09-05,83,68.0,,0.68,56.440000000000005
2018-09-06,84,68.0,,0.68,57.120000000000005
2018-09-07,91,68.0,,0.68,61.88
2018-09-08,82,68.0,,0.68,55.760000000000005
2018-09-09,86,68.0,,0.68,58.480000000000004
2018-09-10,84,68.0,,0.68,57.120000000000005
2018-09-11,82,68.0,,0.68,55.760000000000005
2018-09-12,78,68.0,,0.68,53.040000000000006
2018-09-13,84,68.0,,0.68,57.120000000000005
2018-09-14,91,68.0,,0.68,61.88
2018-09-15,83,68.0,,0.68,56.440000000000005
2018-09-16,78,68.0,,0.68,53.040000000000006
2018-09-17,81,68.0,,0.68,55.080000000000005
2018-09-18,85,68.0,,0.68,57.800000000000004
2018-09-19,90,68.0,,0.68,61.2
2018-09-20,86,68.0,,0.68,58.480000000000004
2018-09-21,94,68.0,,0.68,63.92
2018-09-22,88,68.0,,0.68,59.84
2018-09-23,80,68.0,,0.68,54.400000000000006
2018-09-24,79,68.0,,0.68,53.720000000000006
2018-09-25,82,68.0,,0.68,55.760000000000005
2018-09-26,86,68.0,,0.68,58.480000000000004
2018-09-27,90,68.0,,0.68,61.2
2018-09-28,98,68.0,,0.68,66.64
2018-09-29,85,68.0,,0.68,57.800000000000004
2018-09-30,79,68.0,,0.68,53.720000000000006
2018-10-01,49,72.0,False,0.72,35.28
2018-10-02,53,72.0,,0.72,38.16
2018-10-03,52,72.0,,0.72,37.44
2018-10-04,54,72.0,,0.72,38.879999999999995
2018-10-05,55,72.0,,0.72,39.6
2018-10-06,46,72.0,,0.72,33.12
2018-10-07,44,72.0,,0.72,31.68
2018-10-08,47,72.0,,0.72,33.839999999999996
2018-10-09,50,72.0,,0.72,36.0
2018-10-10,49,72.0,,0.72,35.28
2018-10-11,50,72.0,,0.72,36.0
2018-10-12,55,72.0,,0.72,39.6
2018-10-13,48,72.0,,0.72,34.56
2018-10-14,44,72.0,,0.72,31.68
2018-10-15,48,72.0,,0.72,34.56
2018-10-16,62,72.0,,0.72,44.64
2018-10-17,49,72.0,,0.72,35.28
2018-10-18,52,72.0,,0.72,37.44
2018-10-19,56,72.0,,0.72,40.32
2018-10-20,51,72.0,,0.72,36.72
2018-10-21,43,72.0,,0.72,30.959999999999997
2018-10-22,45,72.0,,0.72,32.4
2018-10-23,48,72.0,,0.72,34.56
2018-10-24,50,72.0,,0.72,36.0
2018-10-25,49,72.0,,0.72,35.28
2018-10-26,57,72.0,,0.72,41.04
2018-10-27,46,72.0,,0.72,33.12
2018-10-28,45,72.0,,0.72,32.4
2018-10-29,47,72.0,,0.72,33.839999999999996
2018-10-30,53,72.0,,0.72,38.16
2018-10-31,100,72.0,,0.72,72.0
2018-11-01,21,80.0,False,0.8,16.8
2018-11-02,22,80.0,,0.8,17.6
2018-11-03,18,80.0,,0.8,14.4
2018-11-04,17,80.0,,0.8,13.600000000000001
2018-11-05,18,80.0,,0.8,14.4
2018-11-06,19,80.0,,0.8,15.200000000000001
2018-11-07,19,80.0,,0.8,15.200000000000001
2018-11-08,20,80.0,,0.8,16.0
2018-11-09,21,80.0,,0.8,16.8
2018-11-10,20,80.0,,0.8,16.0
2018-11-11,24,80.0,,0.8,19.200000000000003
2018-11-12,19,80.0,,0.8,15.200000000000001
2018-11-13,18,80.0,,0.8,14.4
2018-11-14,19,80.0,,0.8,15.200000000000001
2018-11-15,18,80.0,,0.8,14.4
2018-11-16,21,80.0,,0.8,16.8
2018-11-17,18,80.0,,0.8,14.4
2018-11-18,17,80.0,,0.8,13.600000000000001
2018-11-19,20,80.0,,0.8,16.0
2018-11-20,23,80.0,,0.8,18.400000000000002
2018-11-21,32,80.0,,0.8,25.6
2018-11-22,100,80.0,,0.8,80.0
2018-11-23,22,80.0,,0.8,17.6
2018-11-24,17,80.0,,0.8,13.600000000000001
2018-11-25,16,80.0,,0.8,12.8
2018-11-26,16,80.0,,0.8,12.8
2018-11-27,17,80.0,,0.8,13.600000000000001
2018-11-28,18,80.0,,0.8,14.4
2018-11-29,19,80.0,,0.8,15.200000000000001
2018-11-30,21,80.0,,0.8,16.8
2018-12-01,31,80.0,False,0.8,24.8
2018-12-02,31,80.0,,0.8,24.8
2018-12-03,32,80.0,,0.8,25.6
2018-12-04,31,80.0,,0.8,24.8
2018-12-05,31,80.0,,0.8,24.8
2018-12-06,31,80.0,,0.8,24.8
2018-12-07,35,80.0,,0.8,28.0
2018-12-08,30,80.0,,0.8,24.0
2018-12-09,28,80.0,,0.8,22.400000000000002
2018-12-10,29,80.0,,0.8,23.200000000000003
2018-12-11,32,80.0,,0.8,25.6
2018-12-12,33,80.0,,0.8,26.400000000000002
2018-12-13,33,80.0,,0.8,26.400000000000002
2018-12-14,35,80.0,,0.8,28.0
2018-12-15,31,80.0,,0.8,24.8
2018-12-16,30,80.0,,0.8,24.0
2018-12-17,31,80.0,,0.8,24.8
2018-12-18,35,80.0,,0.8,28.0
2018-12-19,36,80.0,,0.8,28.8
2018-12-20,39,80.0,,0.8,31.200000000000003
2018-12-21,45,80.0,,0.8,36.0
2018-12-22,32,80.0,,0.8,25.6
2018-12-23,42,80.0,,0.8,33.6
2018-12-24,51,80.0,,0.8,40.800000000000004
2018-12-25,53,80.0,,0.8,42.400000000000006
2018-12-26,40,80.0,,0.8,32.0
2018-12-27,37,80.0,,0.8,29.6
2018-12-28,41,80.0,,0.8,32.800000000000004
2018-12-29,36,80.0,,0.8,28.8
2018-12-30,40,80.0,,0.8,32.0
2018-12-31,100,80.0,,0.8,80.0
2019-01-01,100,74.0,False,0.74,74.0
2019-01-02,24,74.0,,0.74,17.759999999999998
2019-01-03,18,74.0,,0.74,13.32
2019-01-04,19,74.0,,0.74,14.06
2019-01-05,17,74.0,,0.74,12.58
2019-01-06,16,74.0,,0.74,11.84
2019-01-07,16,74.0,,0.74,11.84
2019-01-08,16,74.0,,0.74,11.84
2019-01-09,16,74.0,,0.74,11.84
2019-01-10,16,74.0,,0.74,11.84
2019-01-11,18,74.0,,0.74,13.32
2019-01-12,16,74.0,,0.74,11.84
2019-01-13,16,74.0,,0.74,11.84
2019-01-14,15,74.0,,0.74,11.1
2019-01-15,16,74.0,,0.74,11.84
2019-01-16,16,74.0,,0.74,11.84
2019-01-17,16,74.0,,0.74,11.84
2019-01-18,17,74.0,,0.74,12.58
2019-01-19,16,74.0,,0.74,11.84
2019-01-20,15,74.0,,0.74,11.1
2019-01-21,15,74.0,,0.74,11.1
2019-01-22,15,74.0,,0.74,11.1
2019-01-23,16,74.0,,0.74,11.84
2019-01-24,16,74.0,,0.74,11.84
2019-01-25,19,74.0,,0.74,14.06
2019-01-26,16,74.0,,0.74,11.84
2019-01-27,15,74.0,,0.74,11.1
2019-01-28,15,74.0,,0.74,11.1
2019-01-29,15,74.0,,0.74,11.1
2019-01-30,15,74.0,,0.74,11.1
2019-01-31,16,74.0,,0.74,11.84
2019-02-01,23,84.0,False,0.84,19.32
2019-02-02,21,84.0,,0.84,17.64
2019-02-03,22,84.0,,0.84,18.48
2019-02-04,19,84.0,,0.84,15.959999999999999
2019-02-05,25,84.0,,0.84,21.0
2019-02-06,22,84.0,,0.84,18.48
2019-02-07,21,84.0,,0.84,17.64
2019-02-08,23,84.0,,0.84,19.32
2019-02-09,21,84.0,,0.84,17.64
2019-02-10,21,84.0,,0.84,17.64
2019-02-11,21,84.0,,0.84,17.64
2019-02-12,23,84.0,,0.84,19.32
2019-02-13,29,84.0,,0.84,24.36
2019-02-14,100,84.0,,0.84,84.0
2019-02-15,39,84.0,,0.84,32.76
2019-02-16,30,84.0,,0.84,25.2
2019-02-17,26,84.0,,0.84,21.84
2019-02-18,24,84.0,,0.84,20.16
2019-02-19,22,84.0,,0.84,18.48
2019-02-20,21,84.0,,0.84,17.64
2019-02-21,21,84.0,,0.84,17.64
2019-02-22,25,84.0,,0.84,21.0
2019-02-23,25,84.0,,0.84,21.0
2019-02-24,23,84.0,,0.84,19.32
2019-02-25,18,84.0,,0.84,15.12
2019-02-26,20,84.0,,0.84,16.8
2019-02-27,21,84.0,,0.84,17.64
2019-02-28,21,84.0,,0.84,17.64
2019-03-01,81,68.0,False,0.68,55.080000000000005
2019-03-02,69,68.0,,0.68,46.92
2019-03-03,73,68.0,,0.68,49.64
2019-03-04,63,68.0,,0.68,42.84
2019-03-05,66,68.0,,0.68,44.88
2019-03-06,72,68.0,,0.68,48.96
2019-03-07,69,68.0,,0.68,46.92
2019-03-08,100,68.0,,0.68,68.0
2019-03-09,76,68.0,,0.68,51.68000000000001
2019-03-10,68,68.0,,0.68,46.24
2019-03-11,64,68.0,,0.68,43.52
2019-03-12,65,68.0,,0.68,44.2
2019-03-13,63,68.0,,0.68,42.84
2019-03-14,71,68.0,,0.68,48.28
2019-03-15,73,68.0,,0.68,49.64
2019-03-16,71,68.0,,0.68,48.28
2019-03-17,93,68.0,,0.68,63.24
2019-03-18,63,68.0,,0.68,42.84
2019-03-19,66,68.0,,0.68,44.88
2019-03-20,80,68.0,,0.68,54.400000000000006
2019-03-21,73,68.0,,0.68,49.64
2019-03-22,76,68.0,,0.68,51.68000000000001
2019-03-23,70,68.0,,0.68,47.6
2019-03-24,64,68.0,,0.68,43.52
2019-03-25,63,68.0,,0.68,42.84
2019-03-26,69,68.0,,0.68,46.92
2019-03-27,67,68.0,,0.68,45.56
2019-03-28,74,68.0,,0.68,50.32
2019-03-29,77,68.0,,0.68,52.36000000000001
2019-03-30,67,68.0,,0.68,45.56
2019-03-31,63,68.0,,0.68,42.84
2019-04-01,24,72.0,False,0.72,17.28
2019-04-02,22,72.0,,0.72,15.84
2019-04-03,24,72.0,,0.72,17.28
2019-04-04,25,72.0,,0.72,18.0
2019-04-05,28,72.0,,0.72,20.16
2019-04-06,25,72.0,,0.72,18.0
2019-04-07,22,72.0,,0.72,15.84
2019-04-08,23,72.0,,0.72,16.56
2019-04-09,23,72.0,,0.72,16.56
2019-04-10,25,72.0,,0.72,18.0
2019-04-11,25,72.0,,0.72,18.0
2019-04-12,28,72.0,,0.72,20.16
2019-04-13,24,72.0,,0.72,17.28
2019-04-14,23,72.0,,0.72,16.56
2019-04-15,22,72.0,,0.72,15.84
2019-04-16,23,72.0,,0.72,16.56
2019-04-17,24,72.0,,0.72,17.28
2019-04-18,28,72.0,,0.72,20.16
2019-04-19,35,72.0,,0.72,25.2
2019-04-20,35,72.0,,0.72,25.2
2019-04-21,100,72.0,,0.72,72.0
2019-04-22,27,72.0,,0.72,19.439999999999998
2019-04-23,24,72.0,,0.72,17.28
2019-04-24,26,72.0,,0.72,18.72
2019-04-25,24,72.0,,0.72,17.28
2019-04-26,26,72.0,,0.72,18.72
2019-04-27,23,72.0,,0.72,16.56
2019-04-28,24,72.0,,0.72,17.28
2019-04-29,22,72.0,,0.72,15.84
2019-04-30,24,72.0,,0.72,17.28
2019-05-01,14,82.0,False,0.82,11.479999999999999
2019-05-02,14,82.0,,0.82,11.479999999999999
2019-05-03,15,82.0,,0.82,12.299999999999999
2019-05-04,14,82.0,,0.82,11.479999999999999
2019-05-05,15,82.0,,0.82,12.299999999999999
2019-05-06,15,82.0,,0.82,12.299999999999999
2019-05-07,14,82.0,,0.82,11.479999999999999
2019-05-08,14,82.0,,0.82,11.479999999999999
2019-05-09,16,82.0,,0.82,13.12
2019-05-10,23,82.0,,0.82,18.86
2019-05-11,20,82.0,,0.82,16.4
2019-05-12,100,82.0,,0.82,82.0
2019-05-13,16,82.0,,0.82,13.12
2019-05-14,13,82.0,,0.82,10.66
2019-05-15,14,82.0,,0.82,11.479999999999999
2019-05-16,14,82.0,,0.82,11.479999999999999
2019-05-17,16,82.0,,0.82,13.12
2019-05-18,13,82.0,,0.82,10.66
2019-05-19,13,82.0,,0.82,10.66
2019-05-20,12,82.0,,0.82,9.84
2019-05-21,14,82.0,,0.82,11.479999999999999
2019-05-22,13,82.0,,0.82,10.66
2019-05-23,14,82.0,,0.82,11.479999999999999
2019-05-24,16,82.0,,0.82,13.12
2019-05-25,13,82.0,,0.82,10.66
2019-05-26,13,82.0,,0.82,10.66
2019-05-27,16,82.0,,0.82,13.12
