date,crisis_unscaled,crisis_monthly,isPartial,scale,crisis
2016-10-21,79,55.0,,0.55,43.45
2016-10-22,66,55.0,,0.55,36.300000000000004
2016-10-23,78,55.0,,0.55,42.900000000000006
2016-10-24,91,55.0,,0.55,50.050000000000004
2016-10-25,93,55.0,,0.55,51.150000000000006
2016-10-26,94,55.0,,0.55,51.7
2016-10-27,95,55.0,,0.55,52.25000000000001
2016-10-28,79,55.0,,0.55,43.45
2016-10-29,60,55.0,,0.55,33.0
2016-10-30,64,55.0,,0.55,35.2
2016-10-31,85,55.0,,0.55,46.75000000000001
2016-11-01,80,58.0,False,0.58,46.4
2016-11-02,94,58.0,,0.58,54.519999999999996
2016-11-03,79,58.0,,0.58,45.82
2016-11-04,78,58.0,,0.58,45.239999999999995
2016-11-05,53,58.0,,0.58,30.74
2016-11-06,52,58.0,,0.58,30.159999999999997
2016-11-07,77,58.0,,0.58,44.66
2016-11-08,65,58.0,,0.58,37.699999999999996
2016-11-09,70,58.0,,0.58,40.599999999999994
2016-11-10,76,58.0,,0.58,44.08
2016-11-11,59,58.0,,0.58,34.22
2016-11-12,49,58.0,,0.58,28.419999999999998
2016-11-13,62,58.0,,0.58,35.96
2016-11-14,84,58.0,,0.58,48.72
2016-11-15,83,58.0,,0.58,48.13999999999999
2016-11-16,83,58.0,,0.58,48.13999999999999
2016-11-17,86,58.0,,0.58,49.879999999999995
2016-11-18,81,58.0,,0.58,46.98
2016-11-19,57,58.0,,0.58,33.059999999999995
2016-11-20,45,58.0,,0.58,26.099999999999998
2016-11-21,79,58.0,,0.58,45.82
2016-11-22,65,58.0,,0.58,37.699999999999996
2016-11-23,51,58.0,,0.58,29.58
2016-11-24,40,58.0,,0.58,23.2
2016-11-25,38,58.0,,0.58,22.04
2016-11-26,60,58.0,,0.58,34.8
2016-11-27,69,58.0,,0.58,40.019999999999996
2016-11-28,87,58.0,,0.58,50.459999999999994
2016-11-29,87,58.0,,0.58,50.459999999999994
2016-11-30,100,58.0,,0.58,57.99999999999999
2016-12-01,100,56.0,False,0.56,56.00000000000001
2016-12-02,87,56.0,,0.56,48.720000000000006
2016-12-03,64,56.0,,0.56,35.84
2016-12-04,58,56.0,,0.56,32.480000000000004
2016-12-05,92,56.0,,0.56,51.52
2016-12-06,94,56.0,,0.56,52.64000000000001
2016-12-07,94,56.0,,0.56,52.64000000000001
2016-12-08,89,56.0,,0.56,49.84
2016-12-09,78,56.0,,0.56,43.68000000000001
2016-12-10,53,56.0,,0.56,29.680000000000003
2016-12-11,67,56.0,,0.56,37.52
2016-12-12,83,56.0,,0.56,46.480000000000004
2016-12-13,83,56.0,,0.56,46.480000000000004
2016-12-14,94,56.0,,0.56,52.64000000000001
2016-12-15,88,56.0,,0.56,49.28
2016-12-16,71,56.0,,0.56,39.760000000000005
2016-12-17,50,56.0,,0.56,28.000000000000004
2016-12-18,58,56.0,,0.56,32.480000000000004
2016-12-19,66,56.0,,0.56,36.96
2016-12-20,76,56.0,,0.56,42.56
2016-12-21,64,56.0,,0.56,35.84
2016-12-22,57,56.0,,0.56,31.92
2016-12-23,44,56.0,,0.56,24.64
2016-12-24,40,56.0,,0.56,22.400000000000002
2016-12-25,42,56.0,,0.56,23.520000000000003
2016-12-26,47,56.0,,0.56,26.320000000000004
2016-12-27,46,56.0,,0.56,25.76
2016-12-28,40,56.0,,0.56,22.400000000000002
2016-12-29,48,56.0,,0.56,26.880000000000003
2016-12-30,46,56.0,,0.56,25.76
2016-12-31,40,56.0,,0.56,22.400000000000002
2017-01-01,41,52.0,False,0.52,21.32
2017-01-02,49,52.0,,0.52,25.48
2017-01-03,65,52.0,,0.52,33.800000000000004
2017-01-04,65,52.0,,0.52,33.800000000000004
2017-01-05,70,52.0,,0.52,36.4
2017-01-06,59,52.0,,0.52,30.68
2017-01-07,48,52.0,,0.52,24.96
2017-01-08,59,52.0,,0.52,30.68
2017-01-09,66,52.0,,0.52,34.32
2017-01-10,65,52.0,,0.52,33.800000000000004
2017-01-11,86,52.0,,0.52,44.72
2017-01-12,80,52.0,,0.52,41.6
2017-01-13,71,52.0,,0.52,36.92
2017-01-14,51,52.0,,0.52,26.52
2017-01-15,59,52.0,,0.52,30.68
2017-01-16,52,52.0,,0.52,27.04
2017-01-17,55,52.0,,0.52,28.6
2017-01-18,82,52.0,,0.52,42.64
2017-01-19,71,52.0,,0.52,36.92
2017-01-20,77,52.0,,0.52,40.04
2017-01-21,46,52.0,,0.52,23.92
2017-01-22,60,52.0,,0.52,31.200000000000003
2017-01-23,73,52.0,,0.52,37.96
2017-01-24,74,52.0,,0.52,38.480000000000004
2017-01-25,85,52.0,,0.52,44.2
2017-01-26,80,52.0,,0.52,41.6
2017-01-27,87,52.0,,0.52,45.24
2017-01-28,69,52.0,,0.52,35.88
2017-01-29,77,52.0,,0.52,40.04
2017-01-30,100,52.0,,0.52,52.0
2017-01-31,94,52.0,,0.52,48.88
2017-02-01,96,60.0,False,0.6,57.599999999999994
2017-02-02,93,60.0,,0.6,55.8
2017-02-03,80,60.0,,0.6,48.0
2017-02-04,79,60.0,,0.6,47.4
2017-02-05,64,60.0,,0.6,38.4
2017-02-06,71,60.0,,0.6,42.6
2017-02-07,87,60.0,,0.6,52.199999999999996
2017-02-08,75,60.0,,0.6,45.0
2017-02-09,87,60.0,,0.6,52.199999999999996
2017-02-10,77,60.0,,0.6,46.199999999999996
2017-02-11,68,60.0,,0.6,40.8
2017-02-12,62,60.0,,0.6,37.199999999999996
2017-02-13,90,60.0,,0.6,54.0
2017-02-14,92,60.0,,0.6,55.199999999999996
2017-02-15,91,60.0,,0.6,54.6
2017-02-16,88,60.0,,0.6,52.8
2017-02-17,79,60.0,,0.6,47.4
2017-02-18,53,60.0,,0.6,31.799999999999997
2017-02-19,81,60.0,,0.6,48.6
2017-02-20,90,60.0,,0.6,54.0
2017-02-21,91,60.0,,0.6,54.6
2017-02-22,100,60.0,,0.6,60.0
2017-02-23,82,60.0,,0.6,49.199999999999996
2017-02-24,77,60.0,,0.6,46.199999999999996
2017-02-25,51,60.0,,0.6,30.599999999999998
2017-02-26,69,60.0,,0.6,41.4
2017-02-27,85,60.0,,0.6,51.0
2017-02-28,99,60.0,,0.6,59.4
2017-03-01,74,63.0,False,0.63,46.62
2017-03-02,81,63.0,,0.63,51.03
2017-03-03,68,63.0,,0.63,42.84
2017-03-04,40,63.0,,0.63,25.2
2017-03-05,59,63.0,,0.63,37.17
2017-03-06,81,63.0,,0.63,51.03
2017-03-07,78,63.0,,0.63,49.14
2017-03-08,83,63.0,,0.63,52.29
2017-03-09,86,63.0,,0.63,54.18
2017-03-10,78,63.0,,0.63,49.14
2017-03-11,47,63.0,,0.63,29.61
2017-03-12,54,63.0,,0.63,34.02
2017-03-13,75,63.0,,0.63,47.25
2017-03-14,79,63.0,,0.63,49.77
2017-03-15,69,63.0,,0.63,43.47
2017-03-16,73,63.0,,0.63,45.99
2017-03-17,60,63.0,,0.63,37.8
2017-03-18,65,63.0,,0.63,40.95
2017-03-19,58,63.0,,0.63,36.54
2017-03-20,89,63.0,,0.63,56.07
2017-03-21,91,63.0,,0.63,57.33
2017-03-22,89,63.0,,0.63,56.07
2017-03-23,83,63.0,,0.63,52.29
2017-03-24,61,63.0,,0.63,38.43
2017-03-25,53,63.0,,0.63,33.39
2017-03-26,53,63.0,,0.63,33.39
2017-03-27,69,63.0,,0.63,43.47
2017-03-28,100,63.0,,0.63,63.0
2017-03-29,71,63.0,,0.63,44.73
2017-03-30,97,63.0,,0.63,61.11
2017-03-31,75,63.0,,0.63,47.25
2017-04-01,49,68.0,False,0.68,33.32
2017-04-02,59,68.0,,0.68,40.120000000000005
2017-04-03,79,68.0,,0.68,53.720000000000006
2017-04-04,68,68.0,,0.68,46.24
2017-04-05,83,68.0,,0.68,56.440000000000005
2017-04-06,85,68.0,,0.68,57.800000000000004
2017-04-07,82,68.0,,0.68,55.760000000000005
2017-04-08,50,68.0,,0.68,34.0
2017-04-09,62,68.0,,0.68,42.160000000000004
2017-04-10,76,68.0,,0.68,51.68000000000001
2017-04-11,86,68.0,,0.68,58.480000000000004
2017-04-12,81,68.0,,0.68,55.080000000000005
2017-04-13,74,68.0,,0.68,50.32
2017-04-14,65,68.0,,0.68,44.2
2017-04-15,54,68.0,,0.68,36.720000000000006
2017-04-16,50,68.0,,0.68,34.0
2017-04-17,80,68.0,,0.68,54.400000000000006
2017-04-18,91,68.0,,0.68,61.88
2017-04-19,73,68.0,,0.68,49.64
2017-04-20,84,68.0,,0.68,57.120000000000005
2017-04-21,77,68.0,,0.68,52.36000000000001
2017-04-22,63,68.0,,0.68,42.84
2017-04-23,58,68.0,,0.68,39.440000000000005
2017-04-24,93,68.0,,0.68,63.24
2017-04-25,100,68.0,,0.68,68.0
2017-04-26,87,68.0,,0.68,59.160000000000004
2017-04-27,97,68.0,,0.68,65.96000000000001
2017-04-28,75,68.0,,0.68,51.00000000000001
2017-04-29,55,68.0,,0.68,37.400000000000006
2017-04-30,65,68.0,,0.68,44.2
2017-05-01,87,65.0,False,0.65,56.550000000000004
2017-05-02,96,65.0,,0.65,62.400000000000006
2017-05-03,92,65.0,,0.65,59.800000000000004
2017-05-04,100,65.0,,0.65,65.0
2017-05-05,81,65.0,,0.65,52.65
2017-05-06,46,65.0,,0.65,29.900000000000002
2017-05-07,57,65.0,,0.65,37.050000000000004
2017-05-08,83,65.0,,0.65,53.95
2017-05-09,87,65.0,,0.65,56.550000000000004
2017-05-10,89,65.0,,0.65,57.85
2017-05-11,84,65.0,,0.65,54.6
2017-05-12,69,65.0,,0.65,44.85
2017-05-13,40,65.0,,0.65,26.0
2017-05-14,50,65.0,,0.65,32.5
2017-05-15,75,65.0,,0.65,48.75
2017-05-16,81,65.0,,0.65,52.65
2017-05-17,74,65.0,,0.65,48.1
2017-05-18,72,65.0,,0.65,46.800000000000004
2017-05-19,66,65.0,,0.65,42.9
2017-05-20,37,65.0,,0.65,24.05
2017-05-21,52,65.0,,0.65,33.800000000000004
2017-05-22,74,65.0,,0.65,48.1
2017-05-23,77,65.0,,0.65,50.050000000000004
2017-05-24,79,65.0,,0.65,51.35
2017-05-25,64,65.0,,0.65,41.6
2017-05-26,59,65.0,,0.65,38.35
2017-05-27,47,65.0,,0.65,30.55
2017-05-28,41,65.0,,0.65,26.650000000000002
2017-05-29,52,65.0,,0.65,33.800000000000004
2017-05-30,72,65.0,,0.65,46.800000000000004
2017-05-31,62,65.0,,0.65,40.300000000000004
2017-06-01,98,48.0,False,0.48,47.04
2017-06-02,79,48.0,,0.48,37.92
2017-06-03,57,48.0,,0.48,27.36
2017-06-04,53,48.0,,0.48,25.439999999999998
2017-06-05,87,48.0,,0.48,41.76
2017-06-06,95,48.0,,0.48,45.6
2017-06-07,94,48.0,,0.48,45.12
2017-06-08,96,48.0,,0.48,46.08
2017-06-09,78,48.0,,0.48,37.44
2017-06-10,69,48.0,,0.48,33.12
2017-06-11,60,48.0,,0.48,28.799999999999997
2017-06-12,81,48.0,,0.48,38.879999999999995
2017-06-13,82,48.0,,0.48,39.36
2017-06-14,100,48.0,,0.48,48.0
2017-06-15,90,48.0,,0.48,43.199999999999996
2017-06-16,76,48.0,,0.48,36.48
2017-06-17,60,48.0,,0.48,28.799999999999997
2017-06-18,59,48.0,,0.48,28.32
2017-06-19,69,48.0,,0.48,33.12
2017-06-20,72,48.0,,0.48,34.56
2017-06-21,80,48.0,,0.48,38.4
2017-06-22,70,48.0,,0.48,33.6
2017-06-23,62,48.0,,0.48,29.759999999999998
2017-06-24,55,48.0,,0.48,26.4
2017-06-25,60,48.0,,0.48,28.799999999999997
2017-06-26,74,48.0,,0.48,35.519999999999996
2017-06-27,69,48.0,,0.48,33.12
2017-06-28,76,48.0,,0.48,36.48
2017-06-29,82,48.0,,0.48,39.36
2017-06-30,71,48.0,,0.48,34.08
2017-07-01,57,42.0,False,0.42,23.939999999999998
2017-07-02,69,42.0,,0.42,28.98
2017-07-03,90,42.0,,0.42,37.8
2017-07-04,67,42.0,,0.42,28.14
2017-07-05,75,42.0,,0.42,31.5
2017-07-06,95,42.0,,0.42,39.9
2017-07-07,100,42.0,,0.42,42.0
2017-07-08,83,42.0,,0.42,34.86
2017-07-09,70,42.0,,0.42,29.4
2017-07-10,80,42.0,,0.42,33.6
2017-07-11,79,42.0,,0.42,33.18
2017-07-12,77,42.0,,0.42,32.339999999999996
2017-07-13,79,42.0,,0.42,33.18
2017-07-14,74,42.0,,0.42,31.08
2017-07-15,60,42.0,,0.42,25.2
2017-07-16,80,42.0,,0.42,33.6
2017-07-17,72,42.0,,0.42,30.24
2017-07-18,79,42.0,,0.42,33.18
2017-07-19,88,42.0,,0.42,36.96
2017-07-20,79,42.0,,0.42,33.18
2017-07-21,83,42.0,,0.42,34.86
2017-07-22,62,42.0,,0.42,26.04
2017-07-23,64,42.0,,0.42,26.88
2017-07-24,89,42.0,,0.42,37.379999999999995
2017-07-25,86,42.0,,0.42,36.12
2017-07-26,78,42.0,,0.42,32.76
2017-07-27,86,42.0,,0.42,36.12
2017-07-28,83,42.0,,0.42,34.86
2017-07-29,64,42.0,,0.42,26.88
2017-07-30,76,42.0,,0.42,31.919999999999998
2017-07-31,85,42.0,,0.42,35.699999999999996
2017-08-01,83,46.0,False,0.46,38.18
2017-08-02,73,46.0,,0.46,33.58
2017-08-03,76,46.0,,0.46,34.96
2017-08-04,59,46.0,,0.46,27.14
2017-08-05,53,46.0,,0.46,24.380000000000003
2017-08-06,61,46.0,,0.46,28.060000000000002
2017-08-07,70,46.0,,0.46,32.2
2017-08-08,79,46.0,,0.46,36.34
2017-08-09,79,46.0,,0.46,36.34
2017-08-10,99,46.0,,0.46,45.54
2017-08-11,78,46.0,,0.46,35.88
2017-08-12,60,46.0,,0.46,27.6
2017-08-13,66,46.0,,0.46,30.360000000000003
2017-08-14,60,46.0,,0.46,27.6
2017-08-15,59,46.0,,0.46,27.14
2017-08-16,70,46.0,,0.46,32.2
2017-08-17,70,46.0,,0.46,32.2
2017-08-18,55,46.0,,0.46,25.3
2017-08-19,50,46.0,,0.46,23.0
2017-08-20,40,46.0,,0.46,18.400000000000002
2017-08-21,56,46.0,,0.46,25.76
2017-08-22,55,46.0,,0.46,25.3
2017-08-23,63,46.0,,0.46,28.98
2017-08-24,66,46.0,,0.46,30.360000000000003
2017-08-25,52,46.0,,0.46,23.92
2017-08-26,69,46.0,,0.46,31.740000000000002
2017-08-27,46,46.0,,0.46,21.16
2017-08-28,81,46.0,,0.46,37.260000000000005
2017-08-29,85,46.0,,0.46,39.1
2017-08-30,100,46.0,,0.46,46.0
2017-08-31,94,46.0,,0.46,43.24
2017-09-01,67,51.0,False,0.51,34.17
2017-09-02,47,51.0,,0.51,23.97
2017-09-03,51,51.0,,0.51,26.01
2017-09-04,59,51.0,,0.51,30.09
2017-09-05,63,51.0,,0.51,32.13
2017-09-06,64,51.0,,0.51,32.64
2017-09-07,80,51.0,,0.51,40.8
2017-09-08,76,51.0,,0.51,38.76
2017-09-09,54,51.0,,0.51,27.54
2017-09-10,65,51.0,,0.51,33.15
2017-09-11,81,51.0,,0.51,41.31
2017-09-12,63,51.0,,0.51,32.13
2017-09-13,74,51.0,,0.51,37.74
2017-09-14,78,51.0,,0.51,39.78
2017-09-15,69,51.0,,0.51,35.19
2017-09-16,44,51.0,,0.51,22.44
2017-09-17,63,51.0,,0.51,32.13
2017-09-18,79,51.0,,0.51,40.29
2017-09-19,85,51.0,,0.51,43.35
2017-09-20,84,51.0,,0.51,42.84
2017-09-21,84,51.0,,0.51,42.84
2017-09-22,71,51.0,,0.51,36.21
2017-09-23,58,51.0,,0.51,29.580000000000002
2017-09-24,61,51.0,,0.51,31.11
2017-09-25,89,51.0,,0.51,45.39
2017-09-26,79,51.0,,0.51,40.29
2017-09-27,100,51.0,,0.51,51.0
2017-09-28,87,51.0,,0.51,44.37
2017-09-29,85,51.0,,0.51,43.35
2017-09-30,59,51.0,,0.51,30.09
2017-10-01,44,64.0,False,0.64,28.16
2017-10-02,67,64.0,,0.64,42.88
2017-10-03,79,64.0,,0.64,50.56
2017-10-04,72,64.0,,0.64,46.08
2017-10-05,71,64.0,,0.64,45.44
2017-10-06,63,64.0,,0.64,40.32
2017-10-07,41,64.0,,0.64,26.240000000000002
2017-10-08,46,64.0,,0.64,29.44
2017-10-09,51,64.0,,0.64,32.64
2017-10-10,59,64.0,,0.64,37.76
2017-10-11,62,64.0,,0.64,39.68
2017-10-12,58,64.0,,0.64,37.12
2017-10-13,47,64.0,,0.64,30.080000000000002
2017-10-14,38,64.0,,0.64,24.32
2017-10-15,49,64.0,,0.64,31.36
2017-10-16,63,64.0,,0.64,40.32
2017-10-17,75,64.0,,0.64,48.0
2017-10-18,69,64.0,,0.64,44.160000000000004
2017-10-19,60,64.0,,0.64,38.4
2017-10-20,52,64.0,,0.64,33.28
2017-10-21,40,64.0,,0.64,25.6
2017-10-22,49,64.0,,0.64,31.36
2017-10-23,59,64.0,,0.64,37.76
2017-10-24,67,64.0,,0.64,42.88
2017-10-25,72,64.0,,0.64,46.08
2017-10-26,100,64.0,,0.64,64.0
2017-10-27,92,64.0,,0.64,58.88
2017-10-28,52,64.0,,0.64,33.28
2017-10-29,64,64.0,,0.64,40.96
2017-10-30,72,64.0,,0.64,46.08
2017-10-31,71,64.0,,0.64,45.44
2017-11-01,44,68.0,False,0.68,29.92
2017-11-02,43,68.0,,0.68,29.240000000000002
2017-11-03,40,68.0,,0.68,27.200000000000003
2017-11-04,28,68.0,,0.68,19.040000000000003
2017-11-05,29,68.0,,0.68,19.720000000000002
2017-11-06,45,68.0,,0.68,30.6
2017-11-07,47,68.0,,0.68,31.96
2017-11-08,45,68.0,,0.68,30.6
2017-11-09,47,68.0,,0.68,31.96
2017-11-10,40,68.0,,0.68,27.200000000000003
2017-11-11,27,68.0,,0.68,18.360000000000003
2017-11-12,30,68.0,,0.68,20.400000000000002
2017-11-13,50,68.0,,0.68,34.0
2017-11-14,46,68.0,,0.68,31.28
2017-11-15,46,68.0,,0.68,31.28
2017-11-16,49,68.0,,0.68,33.32
2017-11-17,36,68.0,,0.68,24.48
2017-11-18,27,68.0,,0.68,18.360000000000003
2017-11-19,30,68.0,,0.68,20.400000000000002
2017-11-20,45,68.0,,0.68,30.6
2017-11-21,41,68.0,,0.68,27.880000000000003
2017-11-22,32,68.0,,0.68,21.76
2017-11-23,23,68.0,,0.68,15.64
2017-11-24,22,68.0,,0.68,14.96
2017-11-25,30,68.0,,0.68,20.400000000000002
2017-11-26,36,68.0,,0.68,24.48
2017-11-27,48,68.0,,0.68,32.64
2017-11-28,82,68.0,,0.68,55.760000000000005
2017-11-29,100,68.0,,0.68,68.0
2017-11-30,70,68.0,,0.68,47.6
2017-12-01,100,64.0,False,0.64,64.0
2017-12-02,76,64.0,,0.64,48.64
2017-12-03,76,64.0,,0.64,48.64
2017-12-04,83,64.0,,0.64,53.120000000000005
2017-12-05,94,64.0,,0.64,60.160000000000004
2017-12-06,87,64.0,,0.64,55.68
2017-12-07,83,64.0,,0.64,53.120000000000005
2017-12-08,77,64.0,,0.64,49.28
2017-12-09,95,64.0,,0.64,60.800000000000004
2017-12-10,81,64.0,,0.64,51.84
2017-12-11,93,64.0,,0.64,59.52
2017-12-12,84,64.0,,0.64,53.76
2017-12-13,86,64.0,,0.64,55.04
2017-12-14,72,64.0,,0.64,46.08
2017-12-15,65,64.0,,0.64,41.6
2017-12-16,52,64.0,,0.64,33.28
2017-12-17,55,64.0,,0.64,35.2
2017-12-18,72,64.0,,0.64,46.08
2017-12-19,64,64.0,,0.64,40.96
2017-12-20,61,64.0,,0.64,39.04
2017-12-21,56,64.0,,0.64,35.84
2017-12-22,49,64.0,,0.64,31.36
2017-12-23,38,64.0,,0.64,24.32
2017-12-24,40,64.0,,0.64,25.6
2017-12-25,34,64.0,,0.64,21.76
2017-12-26,48,64.0,,0.64,30.72
2017-12-27,50,64.0,,0.64,32.0
2017-12-28,46,64.0,,0.64,29.44
2017-12-29,45,64.0,,0.64,28.8
2017-12-30,46,64.0,,0.64,29.44
2017-12-31,45,64.0,,0.64,28.8
2018-01-01,41,55.0,False,0.55,22.55
2018-01-02,67,55.0,,0.55,36.85
2018-01-03,59,55.0,,0.55,32.45
2018-01-04,89,55.0,,0.55,48.95
2018-01-05,91,55.0,,0.55,50.050000000000004
2018-01-06,71,55.0,,0.55,39.050000000000004
2018-01-07,59,55.0,,0.55,32.45
2018-01-08,77,55.0,,0.55,42.35
2018-01-09,73,55.0,,0.55,40.150000000000006
2018-01-10,80,55.0,,0.55,44.0
2018-01-11,88,55.0,,0.55,48.400000000000006
2018-01-12,66,55.0,,0.55,36.300000000000004
2018-01-13,48,55.0,,0.55,26.400000000000002
2018-01-14,52,55.0,,0.55,28.6
2018-01-15,71,55.0,,0.55,39.050000000000004
2018-01-16,96,55.0,,0.55,52.800000000000004
2018-01-17,88,55.0,,0.55,48.400000000000006
2018-01-18,79,55.0,,0.55,43.45
2018-01-19,79,55.0,,0.55,43.45
2018-01-20,72,55.0,,0.55,39.6
2018-01-21,57,55.0,,0.55,31.35
2018-01-22,80,55.0,,0.55,44.0
2018-01-23,76,55.0,,0.55,41.800000000000004
2018-01-24,95,55.0,,0.55,52.25000000000001
2018-01-25,86,55.0,,0.55,47.300000000000004
2018-01-26,78,55.0,,0.55,42.900000000000006
2018-01-27,73,55.0,,0.55,40.150000000000006
2018-01-28,67,55.0,,0.55,36.85
2018-01-29,89,55.0,,0.55,48.95
2018-01-30,100,55.0,,0.55,55.00000000000001
2018-01-31,98,55.0,,0.55,53.900000000000006
2018-02-01,34,73.0,False,0.73,24.82
2018-02-02,33,73.0,,0.73,24.09
2018-02-03,26,73.0,,0.73,18.98
2018-02-04,22,73.0,,0.73,16.06
2018-02-05,31,73.0,,0.73,22.63
2018-02-06,35,73.0,,0.73,25.55
2018-02-07,30,73.0,,0.73,21.9
2018-02-08,30,73.0,,0.73,21.9
2018-02-09,30,73.0,,0.73,21.9
2018-02-10,20,73.0,,0.73,14.6
2018-02-11,22,73.0,,0.73,16.06
2018-02-12,30,73.0,,0.73,21.9
2018-02-13,32,73.0,,0.73,23.36
2018-02-14,30,73.0,,0.73,21.9
2018-02-15,32,73.0,,0.73,23.36
2018-02-16,30,73.0,,0.73,21.9
2018-02-17,21,73.0,,0.73,15.33
2018-02-18,22,73.0,,0.73,16.06
2018-02-19,26,73.0,,0.73,18.98
2018-02-20,53,73.0,,0.73,38.69
2018-02-21,100,73.0,,0.73,73.0
2018-02-22,57,73.0,,0.73,41.61
2018-02-23,43,73.0,,0.73,31.39
2018-02-24,31,73.0,,0.73,22.63
2018-02-25,29,73.0,,0.73,21.169999999999998
2018-02-26,39,73.0,,0.73,28.47
2018-02-27,40,73.0,,0.73,29.2
2018-02-28,43,73.0,,0.73,31.39
2018-03-01,92,65.0,False,0.65,59.800000000000004
2018-03-02,88,65.0,,0.65,57.2
2018-03-03,49,65.0,,0.65,31.85
2018-03-04,64,65.0,,0.65,41.6
2018-03-05,81,65.0,,0.65,52.65
2018-03-06,79,65.0,,0.65,51.35
2018-03-07,82,65.0,,0.65,53.300000000000004
2018-03-08,77,65.0,,0.65,50.050000000000004
2018-03-09,67,65.0,,0.65,43.550000000000004
2018-03-10,50,65.0,,0.65,32.5
2018-03-11,56,65.0,,0.65,36.4
2018-03-12,76,65.0,,0.65,49.4
2018-03-13,77,65.0,,0.65,50.050000000000004
2018-03-14,82,65.0,,0.65,53.300000000000004
2018-03-15,80,65.0,,0.65,52.0
2018-03-16,66,65.0,,0.65,42.9
2018-03-17,41,65.0,,0.65,26.650000000000002
2018-03-18,61,65.0,,0.65,39.65
2018-03-19,86,65.0,,0.65,55.9
2018-03-20,82,65.0,,0.65,53.300000000000004
2018-03-21,77,65.0,,0.65,50.050000000000004
2018-03-22,86,65.0,,0.65,55.9
2018-03-23,67,65.0,,0.65,43.550000000000004
2018-03-24,55,65.0,,0.65,35.75
2018-03-25,70,65.0,,0.65,45.5
2018-03-26,100,65.0,,0.65,65.0
2018-03-27,88,65.0,,0.65,57.2
2018-03-28,82,65.0,,0.65,53.300000000000004
2018-03-29,69,65.0,,0.65,44.85
2018-03-30,54,65.0,,0.65,35.1
2018-03-31,52,65.0,,0.65,33.800000000000004
2018-04-01,42,75.0,False,0.75,31.5
2018-04-02,63,75.0,,0.75,47.25
2018-04-03,82,75.0,,0.75,61.5
2018-04-04,75,75.0,,0.75,56.25
2018-04-05,74,75.0,,0.75,55.5
2018-04-06,70,75.0,,0.75,52.5
2018-04-07,48,75.0,,0.75,36.0
2018-04-08,51,75.0,,0.75,38.25
2018-04-09,97,75.0,,0.75,72.75
2018-04-10,87,75.0,,0.75,65.25
2018-04-11,92,75.0,,0.75,69.0
2018-04-12,82,75.0,,0.75,61.5
2018-04-13,72,75.0,,0.75,54.0
2018-04-14,55,75.0,,0.75,41.25
2018-04-15,63,75.0,,0.75,47.25
2018-04-16,91,75.0,,0.75,68.25
2018-04-17,89,75.0,,0.75,66.75
2018-04-18,100,75.0,,0.75,75.0
2018-04-19,88,75.0,,0.75,66.0
2018-04-20,79,75.0,,0.75,59.25
2018-04-21,57,75.0,,0.75,42.75
2018-04-22,55,75.0,,0.75,41.25
2018-04-23,86,75.0,,0.75,64.5
2018-04-24,95,75.0,,0.75,71.25
2018-04-25,92,75.0,,0.75,69.0
2018-04-26,81,75.0,,0.75,60.75
2018-04-27,76,75.0,,0.75,57.0
2018-04-28,50,75.0,,0.75,37.5
2018-04-29,45,75.0,,0.75,33.75
2018-04-30,91,75.0,,0.75,68.25
2018-05-01,91,67.0,False,0.67,60.970000000000006
2018-05-02,100,67.0,,0.67,67.0
2018-05-03,96,67.0,,0.67,64.32000000000001
2018-05-04,90,67.0,,0.67,60.300000000000004
2018-05-05,51,67.0,,0.67,34.17
2018-05-06,53,67.0,,0.67,35.510000000000005
2018-05-07,89,67.0,,0.67,59.63
2018-05-08,95,67.0,,0.67,63.650000000000006
2018-05-09,100,67.0,,0.67,67.0
2018-05-10,93,67.0,,0.67,62.31
2018-05-11,84,67.0,,0.67,56.28
2018-05-12,41,67.0,,0.67,27.470000000000002
2018-05-13,50,67.0,,0.67,33.5
2018-05-14,82,67.0,,0.67,54.940000000000005
2018-05-15,91,67.0,,0.67,60.970000000000006
2018-05-16,85,67.0,,0.67,56.95
2018-05-17,86,67.0,,0.67,57.620000000000005
2018-05-18,78,67.0,,0.67,52.260000000000005
2018-05-19,44,67.0,,0.67,29.48
2018-05-20,55,67.0,,0.67,36.85
2018-05-21,77,67.0,,0.67,51.59
2018-05-22,80,67.0,,0.67,53.6
2018-05-23,80,67.0,,0.67,53.6
2018-05-24,76,67.0,,0.67,50.92
2018-05-25,63,67.0,,0.67,42.21
2018-05-26,40,67.0,,0.67,26.8
2018-05-27,51,67.0,,0.67,34.17
2018-05-28,57,67.0,,0.67,38.190000000000005
2018-05-29,88,67.0,,0.67,58.96
2018-05-30,80,67.0,,0.67,53.6
2018-05-31,87,67.0,,0.67,58.290000000000006
2018-06-01,87,55.0,False,0.55,47.85
2018-06-02,74,55.0,,0.55,40.7
2018-06-03,75,55.0,,0.55,41.25
2018-06-04,89,55.0,,0.55,48.95
2018-06-05,91,55.0,,0.55,50.050000000000004
2018-06-06,86,55.0,,0.55,47.300000000000004
2018-06-07,81,55.0,,0.55,44.550000000000004
2018-06-08,89,55.0,,0.55,48.95
2018-06-09,62,55.0,,0.55,34.1
2018-06-10,64,55.0,,0.55,35.2
2018-06-11,85,55.0,,0.55,46.75000000000001
2018-06-12,69,55.0,,0.55,37.95
2018-06-13,74,55.0,,0.55,40.7
2018-06-14,67,55.0,,0.55,36.85
