date,derivatives_unscaled,derivatives_monthly,isPartial,scale,derivatives
2013-05-07,52,43.0,,0.43,22.36
2013-05-08,100,43.0,,0.43,43.0
2013-05-09,64,43.0,,0.43,27.52
2013-05-10,51,43.0,,0.43,21.93
2013-05-11,33,43.0,,0.43,14.19
2013-05-12,49,43.0,,0.43,21.07
2013-05-13,88,43.0,,0.43,37.839999999999996
2013-05-14,90,43.0,,0.43,38.7
2013-05-15,61,43.0,,0.43,26.23
2013-05-16,42,43.0,,0.43,18.06
2013-05-17,64,43.0,,0.43,27.52
2013-05-18,20,43.0,,0.43,8.6
2013-05-19,14,43.0,,0.43,6.02
2013-05-20,48,43.0,,0.43,20.64
2013-05-21,33,43.0,,0.43,14.19
2013-05-22,34,43.0,,0.43,14.62
2013-05-23,46,43.0,,0.43,19.78
2013-05-24,53,43.0,,0.43,22.79
2013-05-25,10,43.0,,0.43,4.3
2013-05-26,15,43.0,,0.43,6.45
2013-05-27,28,43.0,,0.43,12.04
2013-05-28,41,43.0,,0.43,17.63
2013-05-29,59,43.0,,0.43,25.37
2013-05-30,30,43.0,,0.43,12.9
2013-05-31,64,43.0,,0.43,27.52
2013-06-01,28,31.0,False,0.31,8.68
2013-06-02,50,31.0,,0.31,15.5
2013-06-03,59,31.0,,0.31,18.29
2013-06-04,52,31.0,,0.31,16.12
2013-06-05,75,31.0,,0.31,23.25
2013-06-06,63,31.0,,0.31,19.53
2013-06-07,69,31.0,,0.31,21.39
2013-06-08,47,31.0,,0.31,14.57
2013-06-09,38,31.0,,0.31,11.78
2013-06-10,49,31.0,,0.31,15.19
2013-06-11,46,31.0,,0.31,14.26
2013-06-12,100,31.0,,0.31,31.0
2013-06-13,43,31.0,,0.31,13.33
2013-06-14,47,31.0,,0.31,14.57
2013-06-15,22,31.0,,0.31,6.82
2013-06-16,36,31.0,,0.31,11.16
2013-06-17,68,31.0,,0.31,21.08
2013-06-18,59,31.0,,0.31,18.29
2013-06-19,55,31.0,,0.31,17.05
2013-06-20,43,31.0,,0.31,13.33
2013-06-21,31,31.0,,0.31,9.61
2013-06-22,22,31.0,,0.31,6.82
2013-06-23,29,31.0,,0.31,8.99
2013-06-24,60,31.0,,0.31,18.6
2013-06-25,60,31.0,,0.31,18.6
2013-06-26,72,31.0,,0.31,22.32
2013-06-27,46,31.0,,0.31,14.26
2013-06-28,52,31.0,,0.31,16.12
2013-06-29,22,31.0,,0.31,6.82
2013-06-30,32,31.0,,0.31,9.92
2013-07-01,53,26.0,False,0.26,13.780000000000001
2013-07-02,71,26.0,,0.26,18.46
2013-07-03,54,26.0,,0.26,14.040000000000001
2013-07-04,22,26.0,,0.26,5.720000000000001
2013-07-05,51,26.0,,0.26,13.26
2013-07-06,44,26.0,,0.26,11.440000000000001
2013-07-07,35,26.0,,0.26,9.1
2013-07-08,52,26.0,,0.26,13.52
2013-07-09,83,26.0,,0.26,21.580000000000002
2013-07-10,53,26.0,,0.26,13.780000000000001
2013-07-11,86,26.0,,0.26,22.36
2013-07-12,55,26.0,,0.26,14.3
2013-07-13,13,26.0,,0.26,3.38
2013-07-14,55,26.0,,0.26,14.3
2013-07-15,80,26.0,,0.26,20.8
2013-07-16,76,26.0,,0.26,19.76
2013-07-17,80,26.0,,0.26,20.8
2013-07-18,72,26.0,,0.26,18.72
2013-07-19,59,26.0,,0.26,15.34
2013-07-20,26,26.0,,0.26,6.76
2013-07-21,35,26.0,,0.26,9.1
2013-07-22,58,26.0,,0.26,15.08
2013-07-23,72,26.0,,0.26,18.72
2013-07-24,66,26.0,,0.26,17.16
2013-07-25,100,26.0,,0.26,26.0
2013-07-26,55,26.0,,0.26,14.3
2013-07-27,35,26.0,,0.26,9.1
2013-07-28,35,26.0,,0.26,9.1
2013-07-29,59,26.0,,0.26,15.34
2013-07-30,62,26.0,,0.26,16.12
2013-07-31,80,26.0,,0.26,20.8
2013-08-01,38,28.0,False,0.28,10.64
2013-08-02,40,28.0,,0.28,11.200000000000001
2013-08-03,26,28.0,,0.28,7.280000000000001
2013-08-04,21,28.0,,0.28,5.880000000000001
2013-08-05,38,28.0,,0.28,10.64
2013-08-06,25,28.0,,0.28,7.000000000000001
2013-08-07,17,28.0,,0.28,4.760000000000001
2013-08-08,47,28.0,,0.28,13.160000000000002
2013-08-09,40,28.0,,0.28,11.200000000000001
2013-08-10,26,28.0,,0.28,7.280000000000001
2013-08-11,16,28.0,,0.28,4.48
2013-08-12,30,28.0,,0.28,8.4
2013-08-13,50,28.0,,0.28,14.000000000000002
2013-08-14,26,28.0,,0.28,7.280000000000001
2013-08-15,26,28.0,,0.28,7.280000000000001
2013-08-16,27,28.0,,0.28,7.5600000000000005
2013-08-17,10,28.0,,0.28,2.8000000000000003
2013-08-18,26,28.0,,0.28,7.280000000000001
2013-08-19,38,28.0,,0.28,10.64
2013-08-20,59,28.0,,0.28,16.520000000000003
2013-08-21,47,28.0,,0.28,13.160000000000002
2013-08-22,51,28.0,,0.28,14.280000000000001
2013-08-23,61,28.0,,0.28,17.080000000000002
2013-08-24,31,28.0,,0.28,8.680000000000001
2013-08-25,63,28.0,,0.28,17.64
2013-08-26,28,28.0,,0.28,7.840000000000001
2013-08-27,66,28.0,,0.28,18.48
2013-08-28,62,28.0,,0.28,17.360000000000003
2013-08-29,100,28.0,,0.28,28.000000000000004
2013-08-30,30,28.0,,0.28,8.4
2013-08-31,10,28.0,,0.28,2.8000000000000003
2013-09-01,24,64.0,False,0.64,15.36
2013-09-02,32,64.0,,0.64,20.48
2013-09-03,54,64.0,,0.64,34.56
2013-09-04,51,64.0,,0.64,32.64
2013-09-05,60,64.0,,0.64,38.4
2013-09-06,40,64.0,,0.64,25.6
2013-09-07,34,64.0,,0.64,21.76
2013-09-08,51,64.0,,0.64,32.64
2013-09-09,48,64.0,,0.64,30.72
2013-09-10,53,64.0,,0.64,33.92
2013-09-11,63,64.0,,0.64,40.32
2013-09-12,75,64.0,,0.64,48.0
2013-09-13,43,64.0,,0.64,27.52
2013-09-14,27,64.0,,0.64,17.28
2013-09-15,44,64.0,,0.64,28.16
2013-09-16,59,64.0,,0.64,37.76
2013-09-17,67,64.0,,0.64,42.88
2013-09-18,58,64.0,,0.64,37.12
2013-09-19,89,64.0,,0.64,56.96
2013-09-20,52,64.0,,0.64,33.28
2013-09-21,34,64.0,,0.64,21.76
2013-09-22,36,64.0,,0.64,23.04
2013-09-23,54,64.0,,0.64,34.56
2013-09-24,78,64.0,,0.64,49.92
2013-09-25,81,64.0,,0.64,51.84
2013-09-26,100,64.0,,0.64,64.0
2013-09-27,56,64.0,,0.64,35.84
2013-09-28,41,64.0,,0.64,26.240000000000002
2013-09-29,63,64.0,,0.64,40.32
2013-09-30,77,64.0,,0.64,49.28
2013-10-01,73,80.0,False,0.8,58.400000000000006
2013-10-02,80,80.0,,0.8,64.0
2013-10-03,80,80.0,,0.8,64.0
2013-10-04,72,80.0,,0.8,57.6
2013-10-05,39,80.0,,0.8,31.200000000000003
2013-10-06,48,80.0,,0.8,38.400000000000006
2013-10-07,70,80.0,,0.8,56.0
2013-10-08,75,80.0,,0.8,60.0
2013-10-09,78,80.0,,0.8,62.400000000000006
2013-10-10,77,80.0,,0.8,61.6
2013-10-11,69,80.0,,0.8,55.2
2013-10-12,22,80.0,,0.8,17.6
2013-10-13,46,80.0,,0.8,36.800000000000004
2013-10-14,74,80.0,,0.8,59.2
2013-10-15,78,80.0,,0.8,62.400000000000006
2013-10-16,100,80.0,,0.8,80.0
2013-10-17,90,80.0,,0.8,72.0
2013-10-18,67,80.0,,0.8,53.6
2013-10-19,45,80.0,,0.8,36.0
2013-10-20,41,80.0,,0.8,32.800000000000004
2013-10-21,89,80.0,,0.8,71.2
2013-10-22,80,80.0,,0.8,64.0
2013-10-23,78,80.0,,0.8,62.400000000000006
2013-10-24,77,80.0,,0.8,61.6
2013-10-25,65,80.0,,0.8,52.0
2013-10-26,22,80.0,,0.8,17.6
2013-10-27,30,80.0,,0.8,24.0
2013-10-28,81,80.0,,0.8,64.8
2013-10-29,65,80.0,,0.8,52.0
2013-10-30,62,80.0,,0.8,49.6
2013-10-31,75,80.0,,0.8,60.0
2013-11-01,51,60.0,False,0.6,30.599999999999998
2013-11-02,14,60.0,,0.6,8.4
2013-11-03,38,60.0,,0.6,22.8
2013-11-04,53,60.0,,0.6,31.799999999999997
2013-11-05,80,60.0,,0.6,48.0
2013-11-06,71,60.0,,0.6,42.6
2013-11-07,72,60.0,,0.6,43.199999999999996
2013-11-08,57,60.0,,0.6,34.199999999999996
2013-11-09,24,60.0,,0.6,14.399999999999999
2013-11-10,26,60.0,,0.6,15.6
2013-11-11,57,60.0,,0.6,34.199999999999996
2013-11-12,60,60.0,,0.6,36.0
2013-11-13,66,60.0,,0.6,39.6
2013-11-14,75,60.0,,0.6,45.0
2013-11-15,55,60.0,,0.6,33.0
2013-11-16,28,60.0,,0.6,16.8
2013-11-17,37,60.0,,0.6,22.2
2013-11-18,66,60.0,,0.6,39.6
2013-11-19,66,60.0,,0.6,39.6
2013-11-20,64,60.0,,0.6,38.4
2013-11-21,100,60.0,,0.6,60.0
2013-11-22,31,60.0,,0.6,18.599999999999998
2013-11-23,23,60.0,,0.6,13.799999999999999
2013-11-24,36,60.0,,0.6,21.599999999999998
2013-11-25,63,60.0,,0.6,37.8
2013-11-26,51,60.0,,0.6,30.599999999999998
2013-11-27,24,60.0,,0.6,14.399999999999999
2013-11-28,13,60.0,,0.6,7.8
2013-11-29,26,60.0,,0.6,15.6
2013-11-30,24,60.0,,0.6,14.399999999999999
2013-12-01,23,43.0,False,0.43,9.89
2013-12-02,62,43.0,,0.43,26.66
2013-12-03,63,43.0,,0.43,27.09
2013-12-04,69,43.0,,0.43,29.669999999999998
2013-12-05,80,43.0,,0.43,34.4
2013-12-06,57,43.0,,0.43,24.509999999999998
2013-12-07,33,43.0,,0.43,14.19
2013-12-08,59,43.0,,0.43,25.37
2013-12-09,89,43.0,,0.43,38.269999999999996
2013-12-10,76,43.0,,0.43,32.68
2013-12-11,75,43.0,,0.43,32.25
2013-12-12,88,43.0,,0.43,37.839999999999996
2013-12-13,58,43.0,,0.43,24.94
2013-12-14,46,43.0,,0.43,19.78
2013-12-15,46,43.0,,0.43,19.78
2013-12-16,100,43.0,,0.43,43.0
2013-12-17,70,43.0,,0.43,30.099999999999998
2013-12-18,61,43.0,,0.43,26.23
2013-12-19,51,43.0,,0.43,21.93
2013-12-20,19,43.0,,0.43,8.17
2013-12-21,14,43.0,,0.43,6.02
2013-12-22,8,43.0,,0.43,3.44
2013-12-23,12,43.0,,0.43,5.16
2013-12-24,18,43.0,,0.43,7.74
2013-12-25,12,43.0,,0.43,5.16
2013-12-26,22,43.0,,0.43,9.459999999999999
2013-12-27,11,43.0,,0.43,4.7299999999999995
2013-12-28,18,43.0,,0.43,7.74
2013-12-29,14,43.0,,0.43,6.02
2013-12-30,22,43.0,,0.43,9.459999999999999
2013-12-31,17,43.0,,0.43,7.31
2014-01-01,12,47.0,False,0.47,5.64
2014-01-02,41,47.0,,0.47,19.27
2014-01-03,15,47.0,,0.47,7.05
2014-01-04,18,47.0,,0.47,8.459999999999999
2014-01-05,24,47.0,,0.47,11.28
2014-01-06,33,47.0,,0.47,15.51
2014-01-07,49,47.0,,0.47,23.029999999999998
2014-01-08,62,47.0,,0.47,29.139999999999997
2014-01-09,75,47.0,,0.47,35.25
2014-01-10,52,47.0,,0.47,24.439999999999998
2014-01-11,18,47.0,,0.47,8.459999999999999
2014-01-12,56,47.0,,0.47,26.32
2014-01-13,66,47.0,,0.47,31.02
2014-01-14,76,47.0,,0.47,35.72
2014-01-15,100,47.0,,0.47,47.0
2014-01-16,75,47.0,,0.47,35.25
2014-01-17,75,47.0,,0.47,35.25
2014-01-18,32,47.0,,0.47,15.04
2014-01-19,46,47.0,,0.47,21.619999999999997
2014-01-20,46,47.0,,0.47,21.619999999999997
2014-01-21,92,47.0,,0.47,43.239999999999995
2014-01-22,64,47.0,,0.47,30.08
2014-01-23,83,47.0,,0.47,39.01
2014-01-24,79,47.0,,0.47,37.129999999999995
2014-01-25,31,47.0,,0.47,14.569999999999999
2014-01-26,49,47.0,,0.47,23.029999999999998
2014-01-27,74,47.0,,0.47,34.78
2014-01-28,75,47.0,,0.47,35.25
2014-01-29,71,47.0,,0.47,33.37
2014-01-30,92,47.0,,0.47,43.239999999999995
2014-01-31,68,47.0,,0.47,31.959999999999997
2014-02-01,33,58.0,False,0.58,19.139999999999997
2014-02-02,55,58.0,,0.58,31.9
2014-02-03,73,58.0,,0.58,42.339999999999996
2014-02-04,95,58.0,,0.58,55.099999999999994
2014-02-05,82,58.0,,0.58,47.559999999999995
2014-02-06,83,58.0,,0.58,48.13999999999999
2014-02-07,75,58.0,,0.58,43.5
2014-02-08,37,58.0,,0.58,21.459999999999997
2014-02-09,51,58.0,,0.58,29.58
2014-02-10,87,58.0,,0.58,50.459999999999994
2014-02-11,87,58.0,,0.58,50.459999999999994
2014-02-12,91,58.0,,0.58,52.779999999999994
2014-02-13,100,58.0,,0.58,57.99999999999999
2014-02-14,60,58.0,,0.58,34.8
2014-02-15,38,58.0,,0.58,22.04
2014-02-16,46,58.0,,0.58,26.68
2014-02-17,59,58.0,,0.58,34.22
2014-02-18,82,58.0,,0.58,47.559999999999995
2014-02-19,100,58.0,,0.58,57.99999999999999
2014-02-20,91,58.0,,0.58,52.779999999999994
2014-02-21,57,58.0,,0.58,33.059999999999995
2014-02-22,38,58.0,,0.58,22.04
2014-02-23,48,58.0,,0.58,27.839999999999996
2014-02-24,82,58.0,,0.58,47.559999999999995
2014-02-25,80,58.0,,0.58,46.4
2014-02-26,87,58.0,,0.58,50.459999999999994
2014-02-27,70,58.0,,0.58,40.599999999999994
2014-02-28,74,58.0,,0.58,42.919999999999995
2014-03-01,48,52.0,False,0.52,24.96
2014-03-02,57,52.0,,0.52,29.64
2014-03-03,75,52.0,,0.52,39.0
2014-03-04,99,52.0,,0.52,51.480000000000004
2014-03-05,79,52.0,,0.52,41.08
2014-03-06,97,52.0,,0.52,50.440000000000005
2014-03-07,70,52.0,,0.52,36.4
2014-03-08,23,52.0,,0.52,11.96
2014-03-09,38,52.0,,0.52,19.76
2014-03-10,61,52.0,,0.52,31.720000000000002
2014-03-11,94,52.0,,0.52,48.88
2014-03-12,74,52.0,,0.52,38.480000000000004
2014-03-13,64,52.0,,0.52,33.28
2014-03-14,62,52.0,,0.52,32.24
2014-03-15,35,52.0,,0.52,18.2
2014-03-16,57,52.0,,0.52,29.64
2014-03-17,63,52.0,,0.52,32.76
2014-03-18,78,52.0,,0.52,40.56
2014-03-19,84,52.0,,0.52,43.68
2014-03-20,77,52.0,,0.52,40.04
2014-03-21,77,52.0,,0.52,40.04
2014-03-22,27,52.0,,0.52,14.040000000000001
2014-03-23,40,52.0,,0.52,20.8
2014-03-24,68,52.0,,0.52,35.36
2014-03-25,88,52.0,,0.52,45.760000000000005
2014-03-26,100,52.0,,0.52,52.0
2014-03-27,74,52.0,,0.52,38.480000000000004
2014-03-28,64,52.0,,0.52,33.28
2014-03-29,15,52.0,,0.52,7.800000000000001
2014-03-30,35,52.0,,0.52,18.2
2014-03-31,58,52.0,,0.52,30.16
2014-04-01,49,55.0,False,0.55,26.950000000000003
2014-04-02,100,55.0,,0.55,55.00000000000001
2014-04-03,81,55.0,,0.55,44.550000000000004
2014-04-04,65,55.0,,0.55,35.75
2014-04-05,20,55.0,,0.55,11.0
2014-04-06,42,55.0,,0.55,23.1
2014-04-07,48,55.0,,0.55,26.400000000000002
2014-04-08,70,55.0,,0.55,38.5
2014-04-09,91,55.0,,0.55,50.050000000000004
2014-04-10,51,55.0,,0.55,28.05
2014-04-11,60,55.0,,0.55,33.0
2014-04-12,24,55.0,,0.55,13.200000000000001
2014-04-13,39,55.0,,0.55,21.450000000000003
2014-04-14,67,55.0,,0.55,36.85
2014-04-15,54,55.0,,0.55,29.700000000000003
2014-04-16,57,55.0,,0.55,31.35
2014-04-17,54,55.0,,0.55,29.700000000000003
2014-04-18,45,55.0,,0.55,24.750000000000004
2014-04-19,12,55.0,,0.55,6.6000000000000005
2014-04-20,26,55.0,,0.55,14.3
2014-04-21,61,55.0,,0.55,33.550000000000004
2014-04-22,49,55.0,,0.55,26.950000000000003
2014-04-23,78,55.0,,0.55,42.900000000000006
2014-04-24,70,55.0,,0.55,38.5
2014-04-25,68,55.0,,0.55,37.400000000000006
2014-04-26,40,55.0,,0.55,22.0
2014-04-27,59,55.0,,0.55,32.45
2014-04-28,73,55.0,,0.55,40.150000000000006
2014-04-29,56,55.0,,0.55,30.800000000000004
2014-04-30,83,55.0,,0.55,45.650000000000006
2014-05-01,54,44.0,False,0.44,23.76
2014-05-02,54,44.0,,0.44,23.76
2014-05-03,22,44.0,,0.44,9.68
2014-05-04,39,44.0,,0.44,17.16
2014-05-05,49,44.0,,0.44,21.56
2014-05-06,57,44.0,,0.44,25.080000000000002
2014-05-07,100,44.0,,0.44,44.0
2014-05-08,60,44.0,,0.44,26.4
2014-05-09,25,44.0,,0.44,11.0
2014-05-10,14,44.0,,0.44,6.16
2014-05-11,31,44.0,,0.44,13.64
2014-05-12,40,44.0,,0.44,17.6
2014-05-13,48,44.0,,0.44,21.12
2014-05-14,48,44.0,,0.44,21.12
2014-05-15,41,44.0,,0.44,18.04
2014-05-16,42,44.0,,0.44,18.48
2014-05-17,21,44.0,,0.44,9.24
2014-05-18,20,44.0,,0.44,8.8
2014-05-19,39,44.0,,0.44,17.16
2014-05-20,44,44.0,,0.44,19.36
2014-05-21,40,44.0,,0.44,17.6
2014-05-22,52,44.0,,0.44,22.88
2014-05-23,32,44.0,,0.44,14.08
2014-05-24,19,44.0,,0.44,8.36
2014-05-25,20,44.0,,0.44,8.8
2014-05-26,24,44.0,,0.44,10.56
2014-05-27,41,44.0,,0.44,18.04
2014-05-28,46,44.0,,0.44,20.24
2014-05-29,39,44.0,,0.44,17.16
2014-05-30,35,44.0,,0.44,15.4
2014-05-31,22,44.0,,0.44,9.68
2014-06-01,49,29.0,False,0.29,14.209999999999999
2014-06-02,69,29.0,,0.29,20.009999999999998
2014-06-03,99,29.0,,0.29,28.709999999999997
2014-06-04,68,29.0,,0.29,19.72
2014-06-05,82,29.0,,0.29,23.779999999999998
2014-06-06,66,29.0,,0.29,19.139999999999997
2014-06-07,24,29.0,,0.29,6.959999999999999
2014-06-08,73,29.0,,0.29,21.169999999999998
2014-06-09,88,29.0,,0.29,25.52
2014-06-10,44,29.0,,0.29,12.76
2014-06-11,63,29.0,,0.29,18.27
2014-06-12,70,29.0,,0.29,20.299999999999997
2014-06-13,46,29.0,,0.29,13.34
2014-06-14,33,29.0,,0.29,9.569999999999999
2014-06-15,33,29.0,,0.29,9.569999999999999
2014-06-16,32,29.0,,0.29,9.28
2014-06-17,63,29.0,,0.29,18.27
2014-06-18,51,29.0,,0.29,14.79
2014-06-19,38,29.0,,0.29,11.02
2014-06-20,73,29.0,,0.29,21.169999999999998
2014-06-21,16,29.0,,0.29,4.64
2014-06-22,25,29.0,,0.29,7.249999999999999
2014-06-23,26,29.0,,0.29,7.539999999999999
2014-06-24,100,29.0,,0.29,28.999999999999996
2014-06-25,32,29.0,,0.29,9.28
2014-06-26,57,29.0,,0.29,16.529999999999998
2014-06-27,47,29.0,,0.29,13.629999999999999
2014-06-28,24,29.0,,0.29,6.959999999999999
2014-06-29,25,29.0,,0.29,7.249999999999999
2014-06-30,38,29.0,,0.29,11.02
2014-07-01,43,26.0,False,0.26,11.18
2014-07-02,77,26.0,,0.26,20.02
2014-07-03,100,26.0,,0.26,26.0
2014-07-04,47,26.0,,0.26,12.22
2014-07-05,10,26.0,,0.26,2.6
2014-07-06,38,26.0,,0.26,9.88
2014-07-07,55,26.0,,0.26,14.3
2014-07-08,67,26.0,,0.26,17.42
2014-07-09,79,26.0,,0.26,20.54
2014-07-10,70,26.0,,0.26,18.2
2014-07-11,79,26.0,,0.26,20.54
2014-07-12,53,26.0,,0.26,13.780000000000001
2014-07-13,49,26.0,,0.26,12.74
2014-07-14,60,26.0,,0.26,15.600000000000001
2014-07-15,56,26.0,,0.26,14.56
2014-07-16,47,26.0,,0.26,12.22
2014-07-17,65,26.0,,0.26,16.900000000000002
2014-07-18,57,26.0,,0.26,14.82
2014-07-19,27,26.0,,0.26,7.0200000000000005
2014-07-20,23,26.0,,0.26,5.98
2014-07-21,54,26.0,,0.26,14.040000000000001
2014-07-22,71,26.0,,0.26,18.46
2014-07-23,58,26.0,,0.26,15.08
2014-07-24,90,26.0,,0.26,23.400000000000002
2014-07-25,53,26.0,,0.26,13.780000000000001
2014-07-26,23,26.0,,0.26,5.98
2014-07-27,36,26.0,,0.26,9.36
2014-07-28,36,26.0,,0.26,9.36
2014-07-29,57,26.0,,0.26,14.82
2014-07-30,54,26.0,,0.26,14.040000000000001
2014-07-31,54,26.0,,0.26,14.040000000000001
2014-08-01,36,28.0,False,0.28,10.080000000000002
2014-08-02,42,28.0,,0.28,11.760000000000002
2014-08-03,30,28.0,,0.28,8.4
2014-08-04,47,28.0,,0.28,13.160000000000002
2014-08-05,54,28.0,,0.28,15.120000000000001
2014-08-06,74,28.0,,0.28,20.720000000000002
2014-08-07,62,28.0,,0.28,17.360000000000003
2014-08-08,72,28.0,,0.28,20.160000000000004
2014-08-09,26,28.0,,0.28,7.280000000000001
2014-08-10,30,28.0,,0.28,8.4
2014-08-11,37,28.0,,0.28,10.360000000000001
2014-08-12,52,28.0,,0.28,14.560000000000002
2014-08-13,47,28.0,,0.28,13.160000000000002
2014-08-14,51,28.0,,0.28,14.280000000000001
2014-08-15,32,28.0,,0.28,8.96
2014-08-16,29,28.0,,0.28,8.120000000000001
2014-08-17,47,28.0,,0.28,13.160000000000002
2014-08-18,68,28.0,,0.28,19.040000000000003
2014-08-19,47,28.0,,0.28,13.160000000000002
2014-08-20,80,28.0,,0.28,22.400000000000002
2014-08-21,57,28.0,,0.28,15.96
2014-08-22,83,28.0,,0.28,23.240000000000002
2014-08-23,37,28.0,,0.28,10.360000000000001
2014-08-24,54,28.0,,0.28,15.120000000000001
2014-08-25,70,28.0,,0.28,19.6
2014-08-26,99,28.0,,0.28,27.720000000000002
2014-08-27,89,28.0,,0.28,24.92
2014-08-28,95,28.0,,0.28,26.6
2014-08-29,100,28.0,,0.28,28.000000000000004
2014-08-30,33,28.0,,0.28,9.24
2014-08-31,46,28.0,,0.28,12.88
2014-09-01,36,66.0,False,0.66,23.76
2014-09-02,47,66.0,,0.66,31.020000000000003
2014-09-03,32,66.0,,0.66,21.12
2014-09-04,53,66.0,,0.66,34.980000000000004
2014-09-05,42,66.0,,0.66,27.720000000000002
2014-09-06,10,66.0,,0.66,6.6000000000000005
2014-09-07,40,66.0,,0.66,26.400000000000002
2014-09-08,63,66.0,,0.66,41.580000000000005
2014-09-09,76,66.0,,0.66,50.160000000000004
2014-09-10,54,66.0,,0.66,35.64
2014-09-11,52,66.0,,0.66,34.32
2014-09-12,54,66.0,,0.66,35.64
2014-09-13,19,66.0,,0.66,12.540000000000001
2014-09-14,33,66.0,,0.66,21.78
2014-09-15,57,66.0,,0.66,37.620000000000005
2014-09-16,71,66.0,,0.66,46.86
2014-09-17,73,66.0,,0.66,48.18
2014-09-18,61,66.0,,0.66,40.260000000000005
2014-09-19,45,66.0,,0.66,29.700000000000003
2014-09-20,18,66.0,,0.66,11.88
2014-09-21,47,66.0,,0.66,31.020000000000003
2014-09-22,83,66.0,,0.66,54.78
2014-09-23,82,66.0,,0.66,54.120000000000005
2014-09-24,87,66.0,,0.66,57.42
2014-09-25,78,66.0,,0.66,51.480000000000004
2014-09-26,68,66.0,,0.66,44.88
2014-09-27,46,66.0,,0.66,30.360000000000003
2014-09-28,66,66.0,,0.66,43.56
2014-09-29,64,66.0,,0.66,42.24
2014-09-30,100,66.0,,0.66,66.0
2014-10-01,86,82.0,False,0.82,70.52
2014-10-02,76,82.0,,0.82,62.31999999999999
2014-10-03,59,82.0,,0.82,48.379999999999995
2014-10-04,42,82.0,,0.82,34.44
2014-10-05,39,82.0,,0.82,31.979999999999997
2014-10-06,79,82.0,,0.82,64.78
2014-10-07,75,82.0,,0.82,61.49999999999999
2014-10-08,81,82.0,,0.82,66.42
2014-10-09,100,82.0,,0.82,82.0
2014-10-10,78,82.0,,0.82,63.959999999999994
2014-10-11,34,82.0,,0.82,27.88
2014-10-12,26,82.0,,0.82,21.32
2014-10-13,53,82.0,,0.82,43.46
2014-10-14,65,82.0,,0.82,53.3
2014-10-15,58,82.0,,0.82,47.559999999999995
2014-10-16,67,82.0,,0.82,54.94
2014-10-17,53,82.0,,0.82,43.46
2014-10-18,25,82.0,,0.82,20.5
2014-10-19,35,82.0,,0.82,28.7
2014-10-20,65,82.0,,0.82,53.3
2014-10-21,79,82.0,,0.82,64.78
2014-10-22,86,82.0,,0.82,70.52
2014-10-23,79,82.0,,0.82,64.78
2014-10-24,68,82.0,,0.82,55.76
2014-10-25,20,82.0,,0.82,16.4
2014-10-26,35,82.0,,0.82,28.7
2014-10-27,65,82.0,,0.82,53.3
2014-10-28,79,82.0,,0.82,64.78
2014-10-29,69,82.0,,0.82,56.58
2014-10-30,53,82.0,,0.82,43.46
2014-10-31,52,82.0,,0.82,42.64
2014-11-01,31,53.0,False,0.53,16.43
2014-11-02,18,53.0,,0.53,9.540000000000001
2014-11-03,81,53.0,,0.53,42.93
2014-11-04,65,53.0,,0.53,34.45
2014-11-05,69,53.0,,0.53,36.57
2014-11-06,82,53.0,,0.53,43.46
2014-11-07,75,53.0,,0.53,39.75
2014-11-08,33,53.0,,0.53,17.490000000000002
2014-11-09,33,53.0,,0.53,17.490000000000002
2014-11-10,61,53.0,,0.53,32.33
2014-11-11,78,53.0,,0.53,41.34
2014-11-12,91,53.0,,0.53,48.230000000000004
2014-11-13,88,53.0,,0.53,46.64
2014-11-14,44,53.0,,0.53,23.32
2014-11-15,21,53.0,,0.53,11.13
2014-11-16,56,53.0,,0.53,29.68
2014-11-17,71,53.0,,0.53,37.63
2014-11-18,100,53.0,,0.53,53.0
2014-11-19,65,53.0,,0.53,34.45
2014-11-20,95,53.0,,0.53,50.35
2014-11-21,56,53.0,,0.53,29.68
2014-11-22,22,53.0,,0.53,11.66
2014-11-23,32,53.0,,0.53,16.96
2014-11-24,68,53.0,,0.53,36.04
2014-11-25,58,53.0,,0.53,30.740000000000002
2014-11-26,53,53.0,,0.53,28.09
2014-11-27,18,53.0,,0.53,9.540000000000001
2014-11-28,31,53.0,,0.53,16.43
2014-11-29,7,53.0,,0.53,3.71
2014-11-30,14,53.0,,0.53,7.42
2014-12-01,47,51.0,False,0.51,23.97
2014-12-02,62,51.0,,0.51,31.62
2014-12-03,76,51.0,,0.51,38.76
2014-12-04,67,51.0,,0.51,34.17
2014-12-05,72,51.0,,0.51,36.72
2014-12-06,31,51.0,,0.51,15.81
2014-12-07,42,51.0,,0.51,21.42
2014-12-08,78,51.0,,0.51,39.78
2014-12-09,75,51.0,,0.51,38.25
2014-12-10,65,51.0,,0.51,33.15
2014-12-11,100,51.0,,0.51,51.0
2014-12-12,82,51.0,,0.51,41.82
2014-12-13,52,51.0,,0.51,26.52
2014-12-14,47,51.0,,0.51,23.97
2014-12-15,73,51.0,,0.51,37.230000000000004
2014-12-16,90,51.0,,0.51,45.9
2014-12-17,64,51.0,,0.51,32.64
2014-12-18,69,51.0,,0.51,35.19
2014-12-19,39,51.0,,0.51,19.89
2014-12-20,12,51.0,,0.51,6.12
2014-12-21,30,51.0,,0.51,15.3
2014-12-22,33,51.0,,0.51,16.830000000000002
2014-12-23,26,51.0,,0.51,13.26
2014-12-24,17,51.0,,0.51,8.67
2014-12-25,9,51.0,,0.51,4.59
