date,health_unscaled,health_monthly,isPartial,scale,health
2010-01-01,41,73.0,False,0.73,29.93
2010-01-02,47,73.0,,0.73,34.31
2010-01-03,48,73.0,,0.73,35.04
2010-01-04,91,73.0,,0.73,66.42999999999999
2010-01-05,92,73.0,,0.73,67.16
2010-01-06,89,73.0,,0.73,64.97
2010-01-07,84,73.0,,0.73,61.32
2010-01-08,80,73.0,,0.73,58.4
2010-01-09,47,73.0,,0.73,34.31
2010-01-10,47,73.0,,0.73,34.31
2010-01-11,87,73.0,,0.73,63.51
2010-01-12,90,73.0,,0.73,65.7
2010-01-13,88,73.0,,0.73,64.24
2010-01-14,86,73.0,,0.73,62.78
2010-01-15,82,73.0,,0.73,59.86
2010-01-16,52,73.0,,0.73,37.96
2010-01-17,50,73.0,,0.73,36.5
2010-01-18,72,73.0,,0.73,52.56
2010-01-19,92,73.0,,0.73,67.16
2010-01-20,100,73.0,,0.73,73.0
2010-01-21,93,73.0,,0.73,67.89
2010-01-22,82,73.0,,0.73,59.86
2010-01-23,52,73.0,,0.73,37.96
2010-01-24,50,73.0,,0.73,36.5
2010-01-25,87,73.0,,0.73,63.51
2010-01-26,85,73.0,,0.73,62.05
2010-01-27,82,73.0,,0.73,59.86
2010-01-28,84,73.0,,0.73,61.32
2010-01-29,73,73.0,,0.73,53.29
2010-01-30,45,73.0,,0.73,32.85
2010-01-31,47,73.0,,0.73,34.31
2010-02-01,82,72.0,False,0.72,59.04
2010-02-02,82,72.0,,0.72,59.04
2010-02-03,84,72.0,,0.72,60.48
2010-02-04,75,72.0,,0.72,54.0
2010-02-05,74,72.0,,0.72,53.28
2010-02-06,47,72.0,,0.72,33.839999999999996
2010-02-07,47,72.0,,0.72,33.839999999999996
2010-02-08,85,72.0,,0.72,61.199999999999996
2010-02-09,79,72.0,,0.72,56.879999999999995
2010-02-10,73,72.0,,0.72,52.559999999999995
2010-02-11,79,72.0,,0.72,56.879999999999995
2010-02-12,70,72.0,,0.72,50.4
2010-02-13,43,72.0,,0.72,30.959999999999997
2010-02-14,44,72.0,,0.72,31.68
2010-02-15,71,72.0,,0.72,51.12
2010-02-16,84,72.0,,0.72,60.48
2010-02-17,86,72.0,,0.72,61.919999999999995
2010-02-18,83,72.0,,0.72,59.76
2010-02-19,76,72.0,,0.72,54.72
2010-02-20,51,72.0,,0.72,36.72
2010-02-21,47,72.0,,0.72,33.839999999999996
2010-02-22,92,72.0,,0.72,66.24
2010-02-23,85,72.0,,0.72,61.199999999999996
2010-02-24,90,72.0,,0.72,64.8
2010-02-25,100,72.0,,0.72,72.0
2010-02-26,81,72.0,,0.72,58.32
2010-02-27,52,72.0,,0.72,37.44
2010-02-28,48,72.0,,0.72,34.56
2010-03-01,27,97.0,False,0.97,26.189999999999998
2010-03-02,27,97.0,,0.97,26.189999999999998
2010-03-03,26,97.0,,0.97,25.22
2010-03-04,27,97.0,,0.97,26.189999999999998
2010-03-05,24,97.0,,0.97,23.28
2010-03-06,16,97.0,,0.97,15.52
2010-03-07,15,97.0,,0.97,14.549999999999999
2010-03-08,28,97.0,,0.97,27.16
2010-03-09,29,97.0,,0.97,28.13
2010-03-10,26,97.0,,0.97,25.22
2010-03-11,26,97.0,,0.97,25.22
2010-03-12,26,97.0,,0.97,25.22
2010-03-13,15,97.0,,0.97,14.549999999999999
2010-03-14,15,97.0,,0.97,14.549999999999999
2010-03-15,29,97.0,,0.97,28.13
2010-03-16,30,97.0,,0.97,29.099999999999998
2010-03-17,28,97.0,,0.97,27.16
2010-03-18,31,97.0,,0.97,30.07
2010-03-19,33,97.0,,0.97,32.01
2010-03-20,23,97.0,,0.97,22.31
2010-03-21,43,97.0,,0.97,41.71
2010-03-22,100,97.0,,0.97,97.0
2010-03-23,66,97.0,,0.97,64.02
2010-03-24,48,97.0,,0.97,46.56
2010-03-25,41,97.0,,0.97,39.769999999999996
2010-03-26,32,97.0,,0.97,31.04
2010-03-27,22,97.0,,0.97,21.34
2010-03-28,19,97.0,,0.97,18.43
2010-03-29,33,97.0,,0.97,32.01
2010-03-30,32,97.0,,0.97,31.04
2010-03-31,30,97.0,,0.97,29.099999999999998
2010-04-01,96,73.0,False,0.73,70.08
2010-04-02,81,73.0,,0.73,59.129999999999995
2010-04-03,52,73.0,,0.73,37.96
2010-04-04,52,73.0,,0.73,37.96
2010-04-05,96,73.0,,0.73,70.08
2010-04-06,98,73.0,,0.73,71.53999999999999
2010-04-07,93,73.0,,0.73,67.89
2010-04-08,97,73.0,,0.73,70.81
2010-04-09,89,73.0,,0.73,64.97
2010-04-10,54,73.0,,0.73,39.42
2010-04-11,55,73.0,,0.73,40.15
2010-04-12,97,73.0,,0.73,70.81
2010-04-13,100,73.0,,0.73,73.0
2010-04-14,97,73.0,,0.73,70.81
2010-04-15,92,73.0,,0.73,67.16
2010-04-16,84,73.0,,0.73,61.32
2010-04-17,50,73.0,,0.73,36.5
2010-04-18,58,73.0,,0.73,42.339999999999996
2010-04-19,95,73.0,,0.73,69.35
2010-04-20,92,73.0,,0.73,67.16
2010-04-21,92,73.0,,0.73,67.16
2010-04-22,88,73.0,,0.73,64.24
2010-04-23,82,73.0,,0.73,59.86
2010-04-24,48,73.0,,0.73,35.04
2010-04-25,53,73.0,,0.73,38.69
2010-04-26,93,73.0,,0.73,67.89
2010-04-27,94,73.0,,0.73,68.62
2010-04-28,90,73.0,,0.73,65.7
2010-04-29,87,73.0,,0.73,63.51
2010-04-30,78,73.0,,0.73,56.94
2010-05-01,51,66.0,False,0.66,33.660000000000004
2010-05-02,51,66.0,,0.66,33.660000000000004
2010-05-03,98,66.0,,0.66,64.68
2010-05-04,98,66.0,,0.66,64.68
2010-05-05,94,66.0,,0.66,62.040000000000006
2010-05-06,89,66.0,,0.66,58.74
2010-05-07,79,66.0,,0.66,52.14
2010-05-08,47,66.0,,0.66,31.020000000000003
2010-05-09,51,66.0,,0.66,33.660000000000004
2010-05-10,97,66.0,,0.66,64.02
2010-05-11,100,66.0,,0.66,66.0
2010-05-12,93,66.0,,0.66,61.38
2010-05-13,91,66.0,,0.66,60.06
2010-05-14,82,66.0,,0.66,54.120000000000005
2010-05-15,49,66.0,,0.66,32.34
2010-05-16,48,66.0,,0.66,31.68
2010-05-17,90,66.0,,0.66,59.400000000000006
2010-05-18,92,66.0,,0.66,60.720000000000006
2010-05-19,87,66.0,,0.66,57.42
2010-05-20,87,66.0,,0.66,57.42
2010-05-21,81,66.0,,0.66,53.46
2010-05-22,49,66.0,,0.66,32.34
2010-05-23,47,66.0,,0.66,31.020000000000003
2010-05-24,90,66.0,,0.66,59.400000000000006
2010-05-25,90,66.0,,0.66,59.400000000000006
2010-05-26,90,66.0,,0.66,59.400000000000006
2010-05-27,84,66.0,,0.66,55.440000000000005
2010-05-28,73,66.0,,0.66,48.18
2010-05-29,40,66.0,,0.66,26.400000000000002
2010-05-30,44,66.0,,0.66,29.040000000000003
2010-05-31,52,66.0,,0.66,34.32
2010-06-01,97,66.0,False,0.66,64.02
2010-06-02,96,66.0,,0.66,63.36
2010-06-03,96,66.0,,0.66,63.36
2010-06-04,85,66.0,,0.66,56.1
2010-06-05,51,66.0,,0.66,33.660000000000004
2010-06-06,50,66.0,,0.66,33.0
2010-06-07,100,66.0,,0.66,66.0
2010-06-08,99,66.0,,0.66,65.34
2010-06-09,97,66.0,,0.66,64.02
2010-06-10,91,66.0,,0.66,60.06
2010-06-11,82,66.0,,0.66,54.120000000000005
2010-06-12,53,66.0,,0.66,34.980000000000004
2010-06-13,50,66.0,,0.66,33.0
2010-06-14,97,66.0,,0.66,64.02
2010-06-15,98,66.0,,0.66,64.68
2010-06-16,95,66.0,,0.66,62.7
2010-06-17,88,66.0,,0.66,58.080000000000005
2010-06-18,79,66.0,,0.66,52.14
2010-06-19,44,66.0,,0.66,29.040000000000003
2010-06-20,51,66.0,,0.66,33.660000000000004
2010-06-21,96,66.0,,0.66,63.36
2010-06-22,95,66.0,,0.66,62.7
2010-06-23,86,66.0,,0.66,56.760000000000005
2010-06-24,87,66.0,,0.66,57.42
2010-06-25,88,66.0,,0.66,58.080000000000005
2010-06-26,49,66.0,,0.66,32.34
2010-06-27,54,66.0,,0.66,35.64
2010-06-28,94,66.0,,0.66,62.040000000000006
2010-06-29,95,66.0,,0.66,62.7
2010-06-30,93,66.0,,0.66,61.38
2010-07-01,93,59.0,False,0.59,54.87
2010-07-02,78,59.0,,0.59,46.019999999999996
2010-07-03,46,59.0,,0.59,27.139999999999997
2010-07-04,36,59.0,,0.59,21.24
2010-07-05,60,59.0,,0.59,35.4
2010-07-06,96,59.0,,0.59,56.64
2010-07-07,96,59.0,,0.59,56.64
2010-07-08,88,59.0,,0.59,51.919999999999995
2010-07-09,80,59.0,,0.59,47.199999999999996
2010-07-10,49,59.0,,0.59,28.91
2010-07-11,49,59.0,,0.59,28.91
2010-07-12,97,59.0,,0.59,57.23
2010-07-13,98,59.0,,0.59,57.82
2010-07-14,96,59.0,,0.59,56.64
2010-07-15,95,59.0,,0.59,56.05
2010-07-16,85,59.0,,0.59,50.15
2010-07-17,52,59.0,,0.59,30.68
2010-07-18,49,59.0,,0.59,28.91
2010-07-19,100,59.0,,0.59,59.0
2010-07-20,95,59.0,,0.59,56.05
2010-07-21,98,59.0,,0.59,57.82
2010-07-22,90,59.0,,0.59,53.099999999999994
2010-07-23,85,59.0,,0.59,50.15
2010-07-24,49,59.0,,0.59,28.91
2010-07-25,47,59.0,,0.59,27.729999999999997
2010-07-26,99,59.0,,0.59,58.41
2010-07-27,95,59.0,,0.59,56.05
2010-07-28,99,59.0,,0.59,58.41
2010-07-29,91,59.0,,0.59,53.69
2010-07-30,88,59.0,,0.59,51.919999999999995
2010-07-31,50,59.0,,0.59,29.5
2010-08-01,48,63.0,False,0.63,30.240000000000002
2010-08-02,95,63.0,,0.63,59.85
2010-08-03,95,63.0,,0.63,59.85
2010-08-04,94,63.0,,0.63,59.22
2010-08-05,94,63.0,,0.63,59.22
2010-08-06,78,63.0,,0.63,49.14
2010-08-07,46,63.0,,0.63,28.98
2010-08-08,49,63.0,,0.63,30.87
2010-08-09,90,63.0,,0.63,56.7
2010-08-10,95,63.0,,0.63,59.85
2010-08-11,93,63.0,,0.63,58.59
2010-08-12,86,63.0,,0.63,54.18
2010-08-13,76,63.0,,0.63,47.88
2010-08-14,48,63.0,,0.63,30.240000000000002
2010-08-15,47,63.0,,0.63,29.61
2010-08-16,94,63.0,,0.63,59.22
2010-08-17,96,63.0,,0.63,60.480000000000004
2010-08-18,96,63.0,,0.63,60.480000000000004
2010-08-19,91,63.0,,0.63,57.33
2010-08-20,86,63.0,,0.63,54.18
2010-08-21,46,63.0,,0.63,28.98
2010-08-22,50,63.0,,0.63,31.5
2010-08-23,97,63.0,,0.63,61.11
2010-08-24,100,63.0,,0.63,63.0
2010-08-25,88,63.0,,0.63,55.44
2010-08-26,92,63.0,,0.63,57.96
2010-08-27,79,63.0,,0.63,49.77
2010-08-28,50,63.0,,0.63,31.5
2010-08-29,48,63.0,,0.63,30.240000000000002
2010-08-30,97,63.0,,0.63,61.11
2010-08-31,99,63.0,,0.63,62.37
2010-09-01,86,65.0,False,0.65,55.9
2010-09-02,85,65.0,,0.65,55.25
2010-09-03,69,65.0,,0.65,44.85
2010-09-04,44,65.0,,0.65,28.6
2010-09-05,37,65.0,,0.65,24.05
2010-09-06,49,65.0,,0.65,31.85
2010-09-07,90,65.0,,0.65,58.5
2010-09-08,93,65.0,,0.65,60.45
2010-09-09,84,65.0,,0.65,54.6
2010-09-10,83,65.0,,0.65,53.95
2010-09-11,40,65.0,,0.65,26.0
2010-09-12,46,65.0,,0.65,29.900000000000002
2010-09-13,91,65.0,,0.65,59.15
2010-09-14,100,65.0,,0.65,65.0
2010-09-15,92,65.0,,0.65,59.800000000000004
2010-09-16,86,65.0,,0.65,55.9
2010-09-17,81,65.0,,0.65,52.65
2010-09-18,42,65.0,,0.65,27.3
2010-09-19,44,65.0,,0.65,28.6
2010-09-20,98,65.0,,0.65,63.7
2010-09-21,94,65.0,,0.65,61.1
2010-09-22,93,65.0,,0.65,60.45
2010-09-23,93,65.0,,0.65,60.45
2010-09-24,85,65.0,,0.65,55.25
2010-09-25,49,65.0,,0.65,31.85
2010-09-26,49,65.0,,0.65,31.85
2010-09-27,91,65.0,,0.65,59.15
2010-09-28,94,65.0,,0.65,61.1
2010-09-29,96,65.0,,0.65,62.400000000000006
2010-09-30,94,65.0,,0.65,61.1
2010-10-01,84,64.0,False,0.64,53.76
2010-10-02,50,64.0,,0.64,32.0
2010-10-03,49,64.0,,0.64,31.36
2010-10-04,99,64.0,,0.64,63.36
2010-10-05,97,64.0,,0.64,62.08
2010-10-06,97,64.0,,0.64,62.08
2010-10-07,96,64.0,,0.64,61.44
2010-10-08,83,64.0,,0.64,53.120000000000005
2010-10-09,47,64.0,,0.64,30.080000000000002
2010-10-10,49,64.0,,0.64,31.36
2010-10-11,90,64.0,,0.64,57.6
2010-10-12,93,64.0,,0.64,59.52
2010-10-13,93,64.0,,0.64,59.52
2010-10-14,92,64.0,,0.64,58.88
2010-10-15,83,64.0,,0.64,53.120000000000005
2010-10-16,46,64.0,,0.64,29.44
2010-10-17,48,64.0,,0.64,30.72
2010-10-18,100,64.0,,0.64,64.0
2010-10-19,96,64.0,,0.64,61.44
2010-10-20,98,64.0,,0.64,62.72
2010-10-21,93,64.0,,0.64,59.52
2010-10-22,84,64.0,,0.64,53.76
2010-10-23,48,64.0,,0.64,30.72
2010-10-24,49,64.0,,0.64,31.36
2010-10-25,95,64.0,,0.64,60.800000000000004
2010-10-26,95,64.0,,0.64,60.800000000000004
2010-10-27,96,64.0,,0.64,61.44
2010-10-28,94,64.0,,0.64,60.160000000000004
2010-10-29,83,64.0,,0.64,53.120000000000005
2010-10-30,46,64.0,,0.64,29.44
2010-10-31,48,64.0,,0.64,30.72
2010-11-01,95,62.0,False,0.62,58.9
2010-11-02,91,62.0,,0.62,56.42
2010-11-03,94,62.0,,0.62,58.28
2010-11-04,95,62.0,,0.62,58.9
2010-11-05,82,62.0,,0.62,50.839999999999996
2010-11-06,51,62.0,,0.62,31.62
2010-11-07,47,62.0,,0.62,29.14
2010-11-08,98,62.0,,0.62,60.76
2010-11-09,95,62.0,,0.62,58.9
2010-11-10,95,62.0,,0.62,58.9
2010-11-11,85,62.0,,0.62,52.7
2010-11-12,82,62.0,,0.62,50.839999999999996
2010-11-13,49,62.0,,0.62,30.38
2010-11-14,53,62.0,,0.62,32.86
2010-11-15,100,62.0,,0.62,62.0
2010-11-16,91,62.0,,0.62,56.42
2010-11-17,91,62.0,,0.62,56.42
2010-11-18,90,62.0,,0.62,55.8
2010-11-19,79,62.0,,0.62,48.98
2010-11-20,48,62.0,,0.62,29.759999999999998
2010-11-21,47,62.0,,0.62,29.14
2010-11-22,85,62.0,,0.62,52.7
2010-11-23,79,62.0,,0.62,48.98
2010-11-24,64,62.0,,0.62,39.68
2010-11-25,32,62.0,,0.62,19.84
2010-11-26,42,62.0,,0.62,26.04
2010-11-27,40,62.0,,0.62,24.8
2010-11-28,44,62.0,,0.62,27.28
2010-11-29,86,62.0,,0.62,53.32
2010-11-30,90,62.0,,0.62,55.8
2010-12-01,100,55.0,False,0.55,55.00000000000001
2010-12-02,95,55.0,,0.55,52.25000000000001
2010-12-03,89,55.0,,0.55,48.95
2010-12-04,50,55.0,,0.55,27.500000000000004
2010-12-05,50,55.0,,0.55,27.500000000000004
2010-12-06,96,55.0,,0.55,52.800000000000004
2010-12-07,94,55.0,,0.55,51.7
2010-12-08,94,55.0,,0.55,51.7
2010-12-09,92,55.0,,0.55,50.6
2010-12-10,84,55.0,,0.55,46.2
2010-12-11,47,55.0,,0.55,25.85
2010-12-12,46,55.0,,0.55,25.3
2010-12-13,94,55.0,,0.55,51.7
2010-12-14,90,55.0,,0.55,49.50000000000001
2010-12-15,86,55.0,,0.55,47.300000000000004
2010-12-16,81,55.0,,0.55,44.550000000000004
2010-12-17,77,55.0,,0.55,42.35
2010-12-18,41,55.0,,0.55,22.55
2010-12-19,42,55.0,,0.55,23.1
2010-12-20,83,55.0,,0.55,45.650000000000006
2010-12-21,76,55.0,,0.55,41.800000000000004
2010-12-22,77,55.0,,0.55,42.35
2010-12-23,63,55.0,,0.55,34.650000000000006
2010-12-24,37,55.0,,0.55,20.35
2010-12-25,28,55.0,,0.55,15.400000000000002
2010-12-26,40,55.0,,0.55,22.0
2010-12-27,71,55.0,,0.55,39.050000000000004
2010-12-28,80,55.0,,0.55,44.0
2010-12-29,82,55.0,,0.55,45.1
2010-12-30,76,55.0,,0.55,41.800000000000004
2010-12-31,55,55.0,,0.55,30.250000000000004
2011-01-01,43,70.0,False,0.7,30.099999999999998
2011-01-02,52,70.0,,0.7,36.4
2011-01-03,95,70.0,,0.7,66.5
2011-01-04,99,70.0,,0.7,69.3
2011-01-05,93,70.0,,0.7,65.1
2011-01-06,92,70.0,,0.7,64.39999999999999
2011-01-07,86,70.0,,0.7,60.199999999999996
2011-01-08,55,70.0,,0.7,38.5
2011-01-09,49,70.0,,0.7,34.3
2011-01-10,90,70.0,,0.7,62.99999999999999
2011-01-11,90,70.0,,0.7,62.99999999999999
2011-01-12,85,70.0,,0.7,59.49999999999999
2011-01-13,91,70.0,,0.7,63.699999999999996
2011-01-14,83,70.0,,0.7,58.099999999999994
2011-01-15,52,70.0,,0.7,36.4
2011-01-16,52,70.0,,0.7,36.4
2011-01-17,76,70.0,,0.7,53.199999999999996
2011-01-18,95,70.0,,0.7,66.5
2011-01-19,98,70.0,,0.7,68.6
2011-01-20,100,70.0,,0.7,70.0
2011-01-21,85,70.0,,0.7,59.49999999999999
2011-01-22,56,70.0,,0.7,39.199999999999996
2011-01-23,52,70.0,,0.7,36.4
2011-01-24,93,70.0,,0.7,65.1
2011-01-25,97,70.0,,0.7,67.89999999999999
2011-01-26,95,70.0,,0.7,66.5
2011-01-27,86,70.0,,0.7,60.199999999999996
2011-01-28,83,70.0,,0.7,58.099999999999994
2011-01-29,52,70.0,,0.7,36.4
2011-01-30,53,70.0,,0.7,37.099999999999994
2011-01-31,93,70.0,,0.7,65.1
2011-02-01,99,67.0,False,0.67,66.33
2011-02-02,83,67.0,,0.67,55.61000000000001
2011-02-03,95,67.0,,0.67,63.650000000000006
2011-02-04,84,67.0,,0.67,56.28
2011-02-05,53,67.0,,0.67,35.510000000000005
2011-02-06,51,67.0,,0.67,34.17
2011-02-07,92,67.0,,0.67,61.64
2011-02-08,99,67.0,,0.67,66.33
2011-02-09,99,67.0,,0.67,66.33
2011-02-10,95,67.0,,0.67,63.650000000000006
2011-02-11,90,67.0,,0.67,60.300000000000004
2011-02-12,53,67.0,,0.67,35.510000000000005
2011-02-13,50,67.0,,0.67,33.5
2011-02-14,90,67.0,,0.67,60.300000000000004
2011-02-15,100,67.0,,0.67,67.0
2011-02-16,93,67.0,,0.67,62.31
2011-02-17,94,67.0,,0.67,62.980000000000004
2011-02-18,86,67.0,,0.67,57.620000000000005
2011-02-19,54,67.0,,0.67,36.18
2011-02-20,48,67.0,,0.67,32.160000000000004
2011-02-21,86,67.0,,0.67,57.620000000000005
2011-02-22,100,67.0,,0.67,67.0
2011-02-23,92,67.0,,0.67,61.64
2011-02-24,89,67.0,,0.67,59.63
2011-02-25,85,67.0,,0.67,56.95
2011-02-26,59,67.0,,0.67,39.53
2011-02-27,51,67.0,,0.67,34.17
2011-02-28,94,67.0,,0.67,62.980000000000004
2011-03-01,98,70.0,False,0.7,68.6
2011-03-02,97,70.0,,0.7,67.89999999999999
2011-03-03,96,70.0,,0.7,67.19999999999999
2011-03-04,84,70.0,,0.7,58.8
2011-03-05,53,70.0,,0.7,37.099999999999994
2011-03-06,54,70.0,,0.7,37.8
2011-03-07,99,70.0,,0.7,69.3
2011-03-08,96,70.0,,0.7,67.19999999999999
2011-03-09,94,70.0,,0.7,65.8
2011-03-10,95,70.0,,0.7,66.5
2011-03-11,75,70.0,,0.7,52.5
2011-03-12,46,70.0,,0.7,32.199999999999996
2011-03-13,47,70.0,,0.7,32.9
2011-03-14,92,70.0,,0.7,64.39999999999999
2011-03-15,97,70.0,,0.7,67.89999999999999
2011-03-16,91,70.0,,0.7,63.699999999999996
2011-03-17,88,70.0,,0.7,61.599999999999994
2011-03-18,80,70.0,,0.7,56.0
2011-03-19,50,70.0,,0.7,35.0
2011-03-20,50,70.0,,0.7,35.0
2011-03-21,99,70.0,,0.7,69.3
2011-03-22,100,70.0,,0.7,70.0
2011-03-23,97,70.0,,0.7,67.89999999999999
2011-03-24,92,70.0,,0.7,64.39999999999999
2011-03-25,85,70.0,,0.7,59.49999999999999
2011-03-26,52,70.0,,0.7,36.4
2011-03-27,54,70.0,,0.7,37.8
2011-03-28,99,70.0,,0.7,69.3
2011-03-29,97,70.0,,0.7,67.89999999999999
2011-03-30,99,70.0,,0.7,69.3
2011-03-31,91,70.0,,0.7,63.699999999999996
2011-04-01,78,68.0,False,0.68,53.040000000000006
2011-04-02,50,68.0,,0.68,34.0
2011-04-03,50,68.0,,0.68,34.0
2011-04-04,95,68.0,,0.68,64.60000000000001
2011-04-05,95,68.0,,0.68,64.60000000000001
2011-04-06,93,68.0,,0.68,63.24
2011-04-07,91,68.0,,0.68,61.88
2011-04-08,80,68.0,,0.68,54.400000000000006
2011-04-09,51,68.0,,0.68,34.68
2011-04-10,52,68.0,,0.68,35.36
2011-04-11,97,68.0,,0.68,65.96000000000001
2011-04-12,100,68.0,,0.68,68.0
2011-04-13,92,68.0,,0.68,62.56
2011-04-14,92,68.0,,0.68,62.56
2011-04-15,82,68.0,,0.68,55.760000000000005
2011-04-16,48,68.0,,0.68,32.64
2011-04-17,50,68.0,,0.68,34.0
2011-04-18,90,68.0,,0.68,61.2
2011-04-19,89,68.0,,0.68,60.52
2011-04-20,87,68.0,,0.68,59.160000000000004
2011-04-21,81,68.0,,0.68,55.080000000000005
2011-04-22,73,68.0,,0.68,49.64
2011-04-23,47,68.0,,0.68,31.96
2011-04-24,46,68.0,,0.68,31.28
2011-04-25,94,68.0,,0.68,63.92
2011-04-26,88,68.0,,0.68,59.84
2011-04-27,91,68.0,,0.68,61.88
2011-04-28,89,68.0,,0.68,60.52
2011-04-29,73,68.0,,0.68,49.64
2011-04-30,47,68.0,,0.68,31.96
2011-05-01,47,65.0,False,0.65,30.55
2011-05-02,87,65.0,,0.65,56.550000000000004
2011-05-03,100,65.0,,0.65,65.0
2011-05-04,91,65.0,,0.65,59.15
2011-05-05,89,65.0,,0.65,57.85
2011-05-06,81,65.0,,0.65,52.65
2011-05-07,45,65.0,,0.65,29.25
2011-05-08,46,65.0,,0.65,29.900000000000002
2011-05-09,96,65.0,,0.65,62.400000000000006
2011-05-10,95,65.0,,0.65,61.75
2011-05-11,95,65.0,,0.65,61.75
2011-05-12,92,65.0,,0.65,59.800000000000004
2011-05-13,84,65.0,,0.65,54.6
2011-05-14,50,65.0,,0.65,32.5
2011-05-15,51,65.0,,0.65,33.15
2011-05-16,96,65.0,,0.65,62.400000000000006
2011-05-17,97,65.0,,0.65,63.050000000000004
2011-05-18,95,65.0,,0.65,61.75
2011-05-19,91,65.0,,0.65,59.15
2011-05-20,83,65.0,,0.65,53.95
2011-05-21,45,65.0,,0.65,29.25
2011-05-22,52,65.0,,0.65,33.800000000000004
2011-05-23,97,65.0,,0.65,63.050000000000004
2011-05-24,92,65.0,,0.65,59.800000000000004
2011-05-25,89,65.0,,0.65,57.85
2011-05-26,88,65.0,,0.65,57.2
2011-05-27,80,65.0,,0.65,52.0
2011-05-28,48,65.0,,0.65,31.200000000000003
2011-05-29,44,65.0,,0.65,28.6
2011-05-30,53,65.0,,0.65,34.45
2011-05-31,91,65.0,,0.65,59.15
2011-06-01,96,66.0,False,0.66,63.36
2011-06-02,97,66.0,,0.66,64.02
2011-06-03,81,66.0,,0.66,53.46
2011-06-04,50,66.0,,0.66,33.0
2011-06-05,52,66.0,,0.66,34.32
2011-06-06,97,66.0,,0.66,64.02
2011-06-07,98,66.0,,0.66,64.68
2011-06-08,95,66.0,,0.66,62.7
2011-06-09,88,66.0,,0.66,58.080000000000005
2011-06-10,79,66.0,,0.66,52.14
2011-06-11,52,66.0,,0.66,34.32
2011-06-12,53,66.0,,0.66,34.980000000000004
2011-06-13,98,66.0,,0.66,64.68
2011-06-14,100,66.0,,0.66,66.0
2011-06-15,91,66.0,,0.66,60.06
2011-06-16,90,66.0,,0.66,59.400000000000006
2011-06-17,81,66.0,,0.66,53.46
2011-06-18,47,66.0,,0.66,31.020000000000003
2011-06-19,42,66.0,,0.66,27.720000000000002
2011-06-20,90,66.0,,0.66,59.400000000000006
2011-06-21,96,66.0,,0.66,63.36
2011-06-22,96,66.0,,0.66,63.36
2011-06-23,85,66.0,,0.66,56.1
2011-06-24,82,66.0,,0.66,54.120000000000005
2011-06-25,50,66.0,,0.66,33.0
2011-06-26,54,66.0,,0.66,35.64
2011-06-27,96,66.0,,0.66,63.36
2011-06-28,91,66.0,,0.66,60.06
2011-06-29,91,66.0,,0.66,60.06
2011-06-30,91,66.0,,0.66,60.06
2011-07-01,77,62.0,False,0.62,47.74
2011-07-02,46,62.0,,0.62,28.52
2011-07-03,43,62.0,,0.62,26.66
2011-07-04,50,62.0,,0.62,31.0
2011-07-05,95,62.0,,0.62,58.9
2011-07-06,92,62.0,,0.62,57.04
2011-07-07,93,62.0,,0.62,57.66
2011-07-08,86,62.0,,0.62,53.32
2011-07-09,53,62.0,,0.62,32.86
2011-07-10,46,62.0,,0.62,28.52
2011-07-11,96,62.0,,0.62,59.519999999999996
2011-07-12,100,62.0,,0.62,62.0
2011-07-13,92,62.0,,0.62,57.04
2011-07-14,91,62.0,,0.62,56.42
2011-07-15,85,62.0,,0.62,52.7
2011-07-16,51,62.0,,0.62,31.62
2011-07-17,52,62.0,,0.62,32.24
2011-07-18,96,62.0,,0.62,59.519999999999996
2011-07-19,96,62.0,,0.62,59.519999999999996
2011-07-20,96,62.0,,0.62,59.519999999999996
2011-07-21,98,62.0,,0.62,60.76
2011-07-22,85,62.0,,0.62,52.7
2011-07-23,50,62.0,,0.62,31.0
2011-07-24,55,62.0,,0.62,34.1
2011-07-25,99,62.0,,0.62,61.38
2011-07-26,94,62.0,,0.62,58.28
2011-07-27,96,62.0,,0.62,59.519999999999996
2011-07-28,89,62.0,,0.62,55.18
2011-07-29,81,62.0,,0.62,50.22
2011-07-30,47,62.0,,0.62,29.14
2011-07-31,48,62.0,,0.62,29.759999999999998
2011-08-01,97,67.0,False,0.67,64.99000000000001
2011-08-02,98,67.0,,0.67,65.66000000000001
2011-08-03,92,67.0,,0.67,61.64
2011-08-04,88,67.0,,0.67,58.96
2011-08-05,81,67.0,,0.67,54.27
2011-08-06,48,67.0,,0.67,32.160000000000004
2011-08-07,45,67.0,,0.67,30.150000000000002
2011-08-08,92,67.0,,0.67,61.64
2011-08-09,91,67.0,,0.67,60.970000000000006
2011-08-10,88,67.0,,0.67,58.96
2011-08-11,86,67.0,,0.67,57.620000000000005
2011-08-12,86,67.0,,0.67,57.620000000000005
2011-08-13,48,67.0,,0.67,32.160000000000004
2011-08-14,49,67.0,,0.67,32.830000000000005
2011-08-15,96,67.0,,0.67,64.32000000000001
2011-08-16,93,67.0,,0.67,62.31
2011-08-17,95,67.0,,0.67,63.650000000000006
2011-08-18,91,67.0,,0.67,60.970000000000006
2011-08-19,82,67.0,,0.67,54.940000000000005
2011-08-20,49,67.0,,0.67,32.830000000000005
2011-08-21,49,67.0,,0.67,32.830000000000005
2011-08-22,100,67.0,,0.67,67.0
2011-08-23,92,67.0,,0.67,61.64
2011-08-24,92,67.0,,0.67,61.64
2011-08-25,90,67.0,,0.67,60.300000000000004
